enrollee_id,target
16143,1.0
3431,0.0
7390,0.0
15008,0.0
12591,0.0
28589,0.0
23195,0.0
18035,1.0
32042,0.0
6047,0.0
30852,0.0
21798,0.0
30516,0.0
30097,0.0
24860,1.0
8142,0.0
13551,1.0
30655,1.0
16069,0.0
32363,0.0
32508,0.0
2353,1.0
2513,0.0
6187,0.0
17994,1.0
1127,1.0
13336,1.0
5420,0.0
8274,0.0
11550,0.0
15954,0.0
13450,0.0
6021,0.0
17529,1.0
22453,1.0
7396,0.0
14461,1.0
12411,0.0
31346,1.0
21458,1.0
23052,0.0
32228,0.0
21689,0.0
8260,1.0
1912,1.0
20532,0.0
15354,1.0
4821,1.0
23769,0.0
18062,0.0
21484,0.0
15370,0.0
12967,0.0
12446,1.0
8074,0.0
21452,0.0
3348,0.0
11921,0.0
21369,0.0
7952,1.0
14377,0.0
13160,0.0
20748,0.0
17354,0.0
20338,1.0
10475,0.0
638,1.0
8227,0.0
7732,0.0
25512,0.0
18525,1.0
10358,1.0
33196,0.0
11019,0.0
31919,1.0
28738,1.0
17580,0.0
14054,0.0
20023,0.0
8604,0.0
4335,0.0
23909,0.0
8018,1.0
29222,1.0
32317,0.0
26123,0.0
20681,0.0
27931,0.0
10602,0.0
20993,0.0
17031,0.0
15533,1.0
12770,0.0
16861,0.0
9738,1.0
21262,0.0
4649,1.0
24893,1.0
482,0.0
9475,0.0
31022,0.0
26884,0.0
8228,1.0
23452,0.0
11182,0.0
26537,1.0
7236,0.0
6015,0.0
30741,0.0
30376,1.0
8955,0.0
6563,1.0
19425,0.0
12080,1.0
18395,0.0
31280,0.0
5338,0.0
21956,1.0
380,0.0
9326,0.0
32458,1.0
16932,0.0
25830,0.0
9394,0.0
3340,0.0
9108,0.0
15190,1.0
9240,0.0
6622,0.0
16730,0.0
25912,1.0
21769,1.0
31434,0.0
12076,0.0
20962,1.0
14071,0.0
32986,0.0
10176,0.0
32256,0.0
21560,0.0
18802,1.0
23893,1.0
3290,0.0
13611,0.0
12670,1.0
10659,0.0
5900,0.0
6487,1.0
27830,0.0
13758,0.0
29887,0.0
32538,0.0
17992,1.0
20260,0.0
16241,0.0
15783,1.0
2022,0.0
22157,1.0
16340,0.0
1911,1.0
23109,0.0
13976,0.0
25287,0.0
6304,0.0
7692,1.0
10694,0.0
30107,0.0
10702,0.0
2271,1.0
12333,1.0
29272,1.0
1755,1.0
27069,0.0
27316,0.0
28454,0.0
1063,0.0
23372,0.0
12269,0.0
29481,1.0
16367,0.0
32794,0.0
24991,1.0
14578,1.0
31752,0.0
24473,0.0
14640,1.0
26626,0.0
11389,0.0
23954,0.0
272,0.0
24602,0.0
4533,0.0
25365,0.0
27618,1.0
15898,1.0
19049,0.0
14390,0.0
15099,1.0
5933,0.0
17761,0.0
3184,1.0
13788,0.0
30080,0.0
19513,1.0
346,0.0
29373,0.0
11877,0.0
27374,0.0
444,0.0
18274,0.0
27823,0.0
32236,1.0
28750,0.0
27980,0.0
11250,0.0
9054,0.0
2783,1.0
364,0.0
13727,0.0
4772,0.0
11073,0.0
27767,0.0
23302,1.0
31810,0.0
21053,0.0
13122,1.0
23526,0.0
13013,0.0
25201,0.0
13799,0.0
17058,1.0
11490,0.0
10916,0.0
13824,0.0
32671,0.0
7166,0.0
15239,1.0
12102,1.0
1861,0.0
4675,0.0
30566,0.0
8806,1.0
931,0.0
866,1.0
32874,0.0
64,0.0
3715,1.0
18116,0.0
3943,1.0
16929,0.0
16479,1.0
20988,1.0
27212,0.0
7500,1.0
7441,0.0
23173,0.0
12299,0.0
9860,0.0
17445,0.0
101,0.0
13429,0.0
19953,0.0
32348,0.0
21292,0.0
29715,0.0
24476,1.0
13908,1.0
17128,0.0
22089,0.0
27320,1.0
8297,0.0
760,0.0
26371,1.0
13688,1.0
6941,0.0
1485,0.0
11906,0.0
10351,0.0
26813,0.0
21701,0.0
27139,1.0
17807,0.0
19124,0.0
25752,0.0
26324,0.0
99,1.0
22112,0.0
22553,1.0
20808,0.0
32470,0.0
7956,0.0
12217,0.0
29119,1.0
21261,0.0
31847,0.0
23276,0.0
20539,0.0
7423,1.0
27804,0.0
23678,0.0
23099,0.0
7883,0.0
15238,0.0
18765,0.0
14082,0.0
2105,1.0
25643,0.0
20879,0.0
164,1.0
10685,0.0
889,1.0
25978,1.0
10163,0.0
4815,0.0
5680,0.0
7007,0.0
19435,1.0
30186,1.0
25204,0.0
20252,0.0
31153,1.0
27567,0.0
21748,0.0
6376,1.0
18978,0.0
6680,0.0
8126,0.0
30598,0.0
23350,0.0
29428,0.0
21492,0.0
6840,0.0
11428,0.0
4291,0.0
4498,1.0
10269,0.0
25521,0.0
29633,0.0
4054,0.0
29357,0.0
32945,1.0
11580,1.0
28105,0.0
9067,0.0
19782,0.0
11372,0.0
31204,1.0
18443,1.0
27022,0.0
23144,0.0
28963,0.0
24427,0.0
16375,0.0
9825,0.0
19683,0.0
18500,0.0
25317,1.0
14114,0.0
25280,0.0
8313,0.0
19451,1.0
12933,0.0
17879,0.0
6623,0.0
29822,0.0
13367,0.0
32032,0.0
32109,0.0
12349,0.0
31282,0.0
18289,0.0
20556,0.0
24668,0.0
33365,0.0
9809,0.0
26990,0.0
564,1.0
15234,0.0
4360,0.0
28560,0.0
2982,0.0
7227,0.0
24987,0.0
18204,1.0
3479,0.0
18955,0.0
10164,1.0
24460,0.0
20186,1.0
6885,0.0
13844,0.0
14378,1.0
10963,1.0
32759,1.0
5417,0.0
32168,0.0
22996,0.0
28672,0.0
5365,1.0
15678,1.0
6276,0.0
11040,0.0
23363,0.0
24552,0.0
9331,0.0
6354,0.0
26291,0.0
24236,1.0
20529,1.0
5287,1.0
18253,0.0
3509,0.0
4093,0.0
26799,0.0
20604,0.0
3289,0.0
31698,1.0
16982,0.0
32602,1.0
15493,1.0
10540,0.0
6848,1.0
1160,0.0
17036,1.0
10539,0.0
20464,0.0
13662,0.0
4083,0.0
27597,0.0
16427,1.0
21364,1.0
20520,0.0
8251,0.0
24168,0.0
33370,0.0
2467,0.0
67,0.0
29391,1.0
5094,0.0
3352,0.0
10883,0.0
18727,0.0
420,0.0
20177,0.0
16109,1.0
18797,0.0
5268,0.0
26668,0.0
26061,0.0
19023,1.0
31932,1.0
24686,0.0
29080,0.0
637,0.0
26164,1.0
18329,1.0
27741,0.0
1455,0.0
16508,0.0
14379,0.0
10401,1.0
22291,0.0
22009,0.0
16281,1.0
31865,0.0
27941,0.0
29317,1.0
17906,0.0
16437,0.0
28480,0.0
11313,0.0
5252,1.0
21037,1.0
24881,0.0
8314,0.0
759,0.0
14370,0.0
24119,0.0
10824,0.0
2141,1.0
26156,0.0
26111,0.0
17831,1.0
11223,0.0
22173,0.0
18844,0.0
16616,0.0
19687,0.0
9419,0.0
13921,1.0
17877,1.0
3661,0.0
27632,0.0
28463,0.0
25459,0.0
16696,0.0
22046,0.0
24619,0.0
30506,1.0
32819,1.0
6221,0.0
32927,0.0
1664,1.0
30667,0.0
10194,0.0
1090,0.0
26456,0.0
30503,1.0
18637,0.0
22671,0.0
24039,0.0
25836,0.0
11971,0.0
31293,0.0
25741,0.0
27129,1.0
21969,0.0
16767,0.0
8406,0.0
20744,0.0
29592,0.0
23502,0.0
3508,0.0
16053,0.0
19615,0.0
15044,0.0
9246,0.0
5098,0.0
31923,1.0
25358,0.0
26972,0.0
24854,0.0
1592,0.0
27369,0.0
29719,0.0
31897,0.0
16979,0.0
25652,1.0
7306,0.0
10371,0.0
26568,0.0
10581,0.0
18885,1.0
20941,0.0
1845,0.0
2933,0.0
3155,0.0
18687,0.0
17533,0.0
25030,1.0
2706,0.0
21431,1.0
16551,1.0
13992,0.0
30524,1.0
12315,0.0
16933,0.0
16776,0.0
3298,0.0
20016,0.0
9074,1.0
12280,0.0
25149,0.0
19849,0.0
24866,1.0
23357,0.0
2138,0.0
22956,0.0
8649,0.0
20998,0.0
6363,0.0
31341,0.0
2820,0.0
26657,0.0
32738,0.0
1640,0.0
17945,0.0
24698,0.0
31462,0.0
1151,0.0
3877,0.0
16848,1.0
26921,0.0
2306,0.0
12449,0.0
13808,0.0
6945,0.0
22080,0.0
7035,0.0
25425,0.0
29526,1.0
30928,1.0
24115,0.0
8866,1.0
31659,0.0
16452,0.0
10700,1.0
1933,0.0
25418,0.0
22920,0.0
1811,1.0
2653,0.0
32722,0.0
19735,0.0
10732,0.0
12084,0.0
20970,0.0
15845,0.0
11039,0.0
24291,0.0
8992,0.0
6380,0.0
26685,0.0
26776,0.0
16948,0.0
21930,0.0
24929,0.0
27111,0.0
7279,1.0
9937,1.0
25532,0.0
7658,0.0
30870,0.0
8946,1.0
19805,1.0
2016,0.0
18351,1.0
26383,0.0
32342,0.0
23932,0.0
29780,0.0
15949,0.0
11868,0.0
8700,1.0
17239,0.0
8628,0.0
19961,0.0
26739,0.0
10026,0.0
24084,0.0
24448,0.0
22412,1.0
33018,0.0
15513,0.0
4751,0.0
15157,0.0
28369,0.0
911,1.0
32503,0.0
13580,0.0
8552,0.0
30804,1.0
28708,0.0
22540,1.0
21220,0.0
6730,0.0
8798,0.0
23444,1.0
8624,0.0
15716,0.0
33246,0.0
15319,0.0
1544,0.0
10444,1.0
18363,0.0
28512,0.0
5260,0.0
7177,1.0
20655,1.0
29401,0.0
11695,0.0
16038,0.0
220,0.0
10764,0.0
17649,0.0
32933,0.0
32789,0.0
616,0.0
338,1.0
16464,0.0
10799,0.0
26134,0.0
23617,1.0
32131,0.0
568,0.0
12931,0.0
7924,0.0
2024,1.0
25273,1.0
31844,1.0
7655,1.0
25734,1.0
12800,1.0
25216,1.0
10341,0.0
5734,1.0
31468,0.0
9088,1.0
28473,0.0
22592,0.0
4695,0.0
22411,1.0
26569,0.0
32522,0.0
13256,1.0
18339,1.0
13783,0.0
10344,0.0
17469,1.0
10870,1.0
22403,1.0
11351,0.0
4044,0.0
12263,0.0
8070,0.0
17425,0.0
8084,0.0
21072,0.0
3797,0.0
13055,1.0
23579,0.0
17660,0.0
4648,0.0
33232,0.0
5053,0.0
10321,0.0
8450,1.0
6665,1.0
29628,0.0
9676,0.0
16771,1.0
23061,0.0
9222,0.0
15010,1.0
30315,0.0
317,0.0
29759,1.0
18248,0.0
4010,0.0
19826,0.0
6030,0.0
7409,0.0
12679,0.0
9541,0.0
4427,1.0
26027,0.0
1934,1.0
32033,0.0
24188,0.0
23662,0.0
14745,0.0
24538,0.0
24652,0.0
19315,0.0
31121,0.0
15926,0.0
11336,0.0
3061,0.0
31737,0.0
32772,1.0
19809,0.0
10041,1.0
26219,1.0
32161,0.0
24763,1.0
30239,0.0
130,0.0
21696,0.0
20387,0.0
14960,0.0
6223,0.0
3258,0.0
2284,0.0
25917,1.0
141,0.0
411,0.0
26975,0.0
22798,0.0
19089,0.0
29191,0.0
27227,0.0
30473,1.0
9883,0.0
24843,0.0
3856,0.0
519,0.0
16388,0.0
31091,0.0
17728,1.0
14819,1.0
19452,1.0
22377,0.0
18807,0.0
27116,1.0
597,0.0
21040,0.0
9691,0.0
33321,0.0
3080,0.0
26617,0.0
22146,0.0
3731,0.0
19904,0.0
13877,0.0
28667,0.0
20719,0.0
28938,0.0
3887,0.0
12518,0.0
32628,1.0
29349,0.0
31138,0.0
26556,0.0
6255,0.0
17270,0.0
17271,1.0
6832,0.0
9547,1.0
9451,0.0
19012,0.0
21782,0.0
12088,0.0
11551,0.0
9880,0.0
264,0.0
21814,0.0
30082,1.0
28639,0.0
5652,0.0
22891,1.0
14947,0.0
21354,0.0
8442,0.0
27223,0.0
672,0.0
24658,0.0
9903,1.0
17032,0.0
31706,1.0
30953,0.0
27656,0.0
23517,0.0
23289,0.0
14268,0.0
7374,0.0
5209,1.0
20351,0.0
30368,0.0
1490,0.0
26297,1.0
14612,1.0
17590,0.0
8989,0.0
10274,1.0
6930,1.0
33265,0.0
23638,0.0
19493,1.0
23695,0.0
23459,0.0
1464,0.0
32534,0.0
5163,1.0
28183,1.0
6372,0.0
8489,1.0
2559,0.0
32219,0.0
28215,0.0
2857,0.0
12022,1.0
27014,0.0
9253,0.0
32326,0.0
33076,1.0
12801,0.0
9959,0.0
30496,0.0
27541,1.0
11875,1.0
5314,1.0
27893,1.0
30066,0.0
14309,0.0
23811,1.0
26329,0.0
6790,0.0
30768,1.0
19801,1.0
23447,1.0
10023,0.0
13806,1.0
2323,0.0
26168,1.0
31727,0.0
13322,0.0
27594,0.0
13612,1.0
17337,0.0
13133,0.0
6182,0.0
3721,0.0
5297,0.0
30142,0.0
22370,1.0
7037,0.0
12485,0.0
19741,0.0
11173,0.0
16698,1.0
23384,0.0
20061,0.0
15656,0.0
23182,0.0
27039,0.0
29437,0.0
3002,0.0
23728,0.0
6148,1.0
1785,1.0
21391,0.0
9189,0.0
6588,0.0
23760,0.0
8096,0.0
7479,0.0
914,0.0
32686,1.0
10980,0.0
105,0.0
21164,0.0
13479,0.0
725,1.0
27841,0.0
4754,0.0
7612,0.0
9550,0.0
17690,0.0
28852,0.0
1534,1.0
16891,0.0
1780,0.0
5939,0.0
23527,1.0
14061,0.0
28527,0.0
3230,0.0
24726,1.0
25613,0.0
13251,0.0
15730,0.0
7861,1.0
25256,0.0
19657,0.0
26043,0.0
11083,0.0
11600,1.0
15100,0.0
694,0.0
50,1.0
28863,0.0
27851,0.0
24563,1.0
7811,0.0
30792,0.0
14853,1.0
28687,0.0
1222,0.0
2507,0.0
1269,0.0
9902,1.0
27850,0.0
7588,0.0
14313,1.0
26642,1.0
9180,0.0
18623,0.0
399,0.0
1468,0.0
30895,0.0
11317,0.0
21862,0.0
20025,1.0
31989,0.0
26359,0.0
3507,0.0
1020,0.0
32293,1.0
1067,0.0
1479,0.0
5579,0.0
21655,0.0
54,0.0
5030,0.0
4786,0.0
11736,1.0
26616,0.0
20590,1.0
29644,0.0
24198,0.0
15030,0.0
11442,0.0
10857,1.0
21508,1.0
32578,1.0
19802,0.0
6810,1.0
3597,0.0
27958,0.0
11409,0.0
32469,0.0
2753,1.0
7056,0.0
21501,1.0
27144,0.0
23006,0.0
27792,0.0
13894,0.0
5419,1.0
5127,0.0
19633,1.0
20911,1.0
27619,0.0
18230,0.0
7251,0.0
23869,1.0
5965,0.0
33230,0.0
28578,0.0
33195,1.0
11622,0.0
4789,0.0
18594,0.0
6124,1.0
6579,0.0
3146,0.0
9511,0.0
21761,0.0
23141,0.0
6576,0.0
780,0.0
23889,0.0
9512,0.0
4100,0.0
13864,0.0
12334,0.0
24237,0.0
13058,1.0
19667,0.0
28229,0.0
10088,0.0
3036,0.0
1282,0.0
10964,0.0
24691,0.0
27975,0.0
9572,0.0
10318,1.0
7886,0.0
19096,0.0
27244,0.0
29420,1.0
12159,1.0
24355,0.0
517,0.0
25363,0.0
23972,0.0
4329,1.0
6747,0.0
22656,0.0
21162,0.0
8241,0.0
12155,0.0
21355,0.0
25744,0.0
1322,1.0
18450,0.0
28306,0.0
19515,1.0
30832,1.0
24459,0.0
5340,0.0
21941,1.0
29267,0.0
23507,1.0
15762,0.0
13661,1.0
9737,1.0
32654,0.0
20116,1.0
22788,0.0
28063,0.0
24075,1.0
9379,0.0
2385,0.0
16412,0.0
24263,0.0
10669,1.0
6219,1.0
15933,0.0
9203,0.0
20835,0.0
29313,1.0
9427,0.0
7919,0.0
15959,0.0
16523,1.0
4759,1.0
30085,0.0
31109,0.0
33132,1.0
23979,0.0
6008,0.0
31480,0.0
31985,0.0
11727,1.0
782,0.0
13085,0.0
7814,1.0
8918,0.0
11997,0.0
3209,0.0
28270,0.0
13506,0.0
17541,0.0
24530,0.0
717,1.0
2162,0.0
6753,0.0
12539,1.0
27296,1.0
31432,0.0
32952,1.0
9219,0.0
5310,1.0
10373,1.0
16627,0.0
9946,0.0
15596,0.0
14455,0.0
21149,0.0
31302,0.0
4485,1.0
16519,0.0
29471,1.0
24248,0.0
13525,1.0
20282,0.0
21745,1.0
22783,0.0
12158,0.0
4338,0.0
25386,1.0
8535,1.0
534,0.0
31864,0.0
31221,1.0
24942,0.0
24615,0.0
21076,0.0
313,0.0
6870,1.0
16007,0.0
25469,0.0
22523,0.0
26165,1.0
30415,0.0
18052,0.0
16548,1.0
25447,0.0
23101,0.0
23010,0.0
3201,0.0
8449,0.0
22578,0.0
9169,0.0
7362,1.0
1567,1.0
20632,0.0
31735,0.0
21615,0.0
3249,0.0
3855,0.0
14437,1.0
27691,0.0
22233,0.0
29292,0.0
15780,1.0
5336,0.0
2710,0.0
16473,0.0
9939,1.0
13763,1.0
17765,0.0
29801,1.0
29574,0.0
10872,0.0
5737,1.0
1561,1.0
13207,1.0
6898,0.0
10942,1.0
22644,1.0
12386,0.0
13181,0.0
30224,1.0
30355,0.0
13260,0.0
31542,1.0
12062,1.0
11718,0.0
16583,1.0
14823,1.0
25094,1.0
20180,1.0
20066,0.0
1907,0.0
6157,0.0
19440,1.0
22649,0.0
30226,0.0
3930,0.0
8073,0.0
19588,1.0
5802,0.0
8464,1.0
25067,1.0
18705,0.0
28932,0.0
18859,0.0
31778,0.0
25486,0.0
25748,0.0
14951,0.0
21472,1.0
5784,1.0
24042,1.0
19692,1.0
16967,1.0
24349,0.0
20502,0.0
27739,0.0
361,0.0
12776,0.0
21186,0.0
15617,0.0
23939,0.0
12350,0.0
32174,0.0
29294,0.0
23151,0.0
5469,0.0
5997,0.0
29933,1.0
20194,0.0
17636,0.0
25957,0.0
19948,0.0
17750,0.0
23391,0.0
16227,0.0
3017,1.0
972,1.0
27211,1.0
32048,0.0
21810,1.0
3985,0.0
3751,0.0
3116,0.0
27112,1.0
26434,0.0
7067,0.0
33083,0.0
24056,1.0
21751,1.0
14239,0.0
14352,0.0
8005,1.0
11107,0.0
18350,1.0
20651,1.0
31562,0.0
23429,1.0
5409,0.0
8137,0.0
5404,0.0
3536,0.0
31535,0.0
27023,0.0
1288,0.0
24849,1.0
3704,0.0
5638,0.0
10863,0.0
32204,0.0
5545,0.0
5311,1.0
25234,1.0
28840,0.0
25481,0.0
25756,0.0
8265,0.0
18386,1.0
30646,0.0
29021,0.0
30934,0.0
13747,0.0
20033,1.0
17252,0.0
18873,0.0
29723,0.0
10775,1.0
10992,0.0
26403,1.0
22355,0.0
21928,0.0
31004,0.0
22815,0.0
2254,0.0
8483,0.0
18812,1.0
2856,0.0
10844,0.0
2100,0.0
10578,1.0
16077,0.0
28074,0.0
14573,1.0
9049,0.0
17867,0.0
2387,0.0
21031,1.0
13169,0.0
33278,0.0
11165,0.0
15206,0.0
31081,1.0
5356,0.0
16049,0.0
4696,0.0
30390,0.0
5383,0.0
13886,0.0
28142,0.0
2140,0.0
22950,0.0
23726,0.0
28051,0.0
17328,0.0
14414,0.0
28895,0.0
10692,0.0
1448,1.0
13760,1.0
295,0.0
9568,1.0
23252,0.0
12536,0.0
27473,1.0
21035,0.0
14511,0.0
32184,0.0
4512,0.0
9383,1.0
14830,0.0
8290,0.0
72,0.0
2984,0.0
33368,0.0
24627,1.0
10220,0.0
15659,1.0
13994,1.0
1158,0.0
20251,0.0
27616,0.0
32144,0.0
13888,0.0
1775,1.0
23950,0.0
13029,0.0
86,0.0
30217,0.0
12912,1.0
9048,1.0
11326,0.0
25145,0.0
15764,0.0
16192,0.0
23012,0.0
30476,0.0
31338,0.0
29985,0.0
32284,0.0
7301,0.0
25096,0.0
18836,0.0
12510,1.0
23627,1.0
30827,1.0
31901,0.0
22160,0.0
27360,0.0
20898,0.0
987,0.0
18227,1.0
32249,1.0
28977,0.0
17815,1.0
2967,0.0
28826,1.0
2540,0.0
8139,0.0
320,1.0
33310,0.0
12629,0.0
30204,1.0
30778,0.0
4232,0.0
11887,0.0
26091,0.0
8978,0.0
32223,0.0
8581,1.0
6718,0.0
10092,0.0
25206,0.0
28106,0.0
27628,0.0
3182,0.0
10891,0.0
10283,0.0
4627,0.0
33264,0.0
26832,0.0
4278,1.0
6443,0.0
4883,0.0
24731,0.0
20191,0.0
24656,0.0
22838,1.0
20657,0.0
29947,0.0
22946,0.0
20208,0.0
4528,0.0
421,0.0
25815,1.0
4731,0.0
22918,0.0
30031,0.0
9065,1.0
17029,0.0
24913,1.0
15563,0.0
14121,1.0
31540,1.0
18595,0.0
31855,1.0
11590,0.0
15505,0.0
11854,0.0
544,1.0
1902,0.0
30144,0.0
157,0.0
32231,0.0
32529,0.0
21255,0.0
10399,0.0
582,0.0
30181,0.0
9982,0.0
6973,0.0
8861,0.0
14969,1.0
5221,0.0
30126,0.0
14258,1.0
5791,0.0
24169,0.0
20344,0.0
15014,1.0
2327,1.0
9631,1.0
5603,0.0
5330,1.0
26268,0.0
20623,0.0
17749,0.0
1944,1.0
24838,1.0
20048,0.0
22916,0.0
31374,0.0
25228,0.0
7490,0.0
18259,0.0
21995,0.0
10178,0.0
24035,0.0
12611,1.0
2977,0.0
23559,1.0
26356,0.0
22562,0.0
13801,0.0
5905,1.0
65,0.0
1034,0.0
25602,0.0
9739,1.0
28134,0.0
27519,0.0
2497,0.0
32490,0.0
24052,0.0
16127,0.0
24206,0.0
24705,0.0
1484,0.0
5128,0.0
1177,0.0
4692,0.0
27018,1.0
18368,0.0
6364,0.0
10774,0.0
1528,0.0
9373,0.0
1418,0.0
8183,0.0
29256,0.0
12255,0.0
12749,0.0
3385,1.0
15862,0.0
1215,0.0
14742,0.0
27236,0.0
22683,0.0
5423,1.0
10609,0.0
17349,0.0
6001,0.0
30611,1.0
29455,1.0
12519,0.0
31510,0.0
12331,1.0
2480,1.0
27412,0.0
14151,1.0
20320,0.0
9985,0.0
29674,0.0
6682,1.0
12489,0.0
28264,0.0
30894,1.0
5132,1.0
787,0.0
11207,0.0
14625,1.0
2878,1.0
23892,1.0
26101,0.0
10300,0.0
28037,0.0
8726,0.0
17302,0.0
1238,0.0
6481,0.0
18446,0.0
23604,0.0
6163,0.0
3236,0.0
22804,1.0
8606,0.0
20379,0.0
25527,0.0
1073,0.0
28297,0.0
11827,0.0
24024,0.0
16565,0.0
25026,0.0
14020,0.0
6284,1.0
27103,0.0
30457,0.0
13724,0.0
17676,0.0
29860,0.0
21577,0.0
11027,0.0
13387,1.0
10754,0.0
14050,1.0
26261,1.0
4355,0.0
25080,0.0
26707,0.0
4918,1.0
33287,1.0
3555,1.0
13125,1.0
31938,0.0
7760,0.0
31423,1.0
8219,1.0
33260,1.0
23998,1.0
21886,0.0
21264,0.0
3133,0.0
19280,0.0
30738,0.0
7517,1.0
22499,0.0
28847,0.0
26777,0.0
28263,1.0
17332,0.0
21097,1.0
6306,0.0
12408,1.0
173,0.0
15333,0.0
13084,0.0
23382,0.0
28539,0.0
18704,0.0
23724,1.0
14422,1.0
28625,1.0
6247,0.0
31990,0.0
27194,0.0
29001,0.0
1730,1.0
22666,0.0
14486,0.0
11110,0.0
3232,0.0
30753,1.0
26067,1.0
12911,0.0
28618,0.0
6269,0.0
12012,1.0
5713,0.0
28184,1.0
32930,0.0
24778,0.0
28576,0.0
24730,0.0
14663,1.0
11245,0.0
2545,1.0
16692,0.0
12026,0.0
17754,0.0
18778,0.0
14762,0.0
986,0.0
27649,0.0
11889,0.0
10146,1.0
13633,0.0
10782,0.0
21341,0.0
6192,0.0
21148,0.0
24785,0.0
21943,0.0
3649,1.0
32408,0.0
1900,0.0
7041,0.0
6551,0.0
2774,0.0
10610,0.0
14157,0.0
30713,0.0
16411,0.0
30395,0.0
17380,0.0
19148,0.0
19091,1.0
942,0.0
21872,0.0
23960,0.0
30854,0.0
7578,0.0
18424,0.0
1469,0.0
31974,0.0
25130,0.0
9131,0.0
22375,1.0
13052,1.0
16092,0.0
5273,0.0
28551,1.0
29941,0.0
22761,1.0
31126,1.0
32093,0.0
890,1.0
5105,0.0
31770,1.0
81,0.0
25798,0.0
8114,0.0
12691,0.0
3657,0.0
16856,0.0
8155,1.0
1834,0.0
26160,1.0
26635,0.0
11523,1.0
19502,0.0
32999,1.0
29671,0.0
13563,1.0
8191,0.0
33127,0.0
16500,1.0
22973,0.0
16711,1.0
29000,0.0
32402,0.0
30731,0.0
1059,0.0
9666,0.0
3641,0.0
24137,1.0
11257,1.0
516,1.0
30514,0.0
23672,1.0
10896,1.0
25071,0.0
31933,0.0
22352,0.0
8888,0.0
31935,0.0
6457,1.0
32292,1.0
12369,1.0
10771,0.0
4795,0.0
28717,0.0
25803,0.0
22573,0.0
15611,0.0
11349,0.0
7781,0.0
27272,0.0
7469,0.0
9904,0.0
18766,0.0
10864,0.0
14965,0.0
16428,1.0
27104,0.0
10923,0.0
85,1.0
23205,0.0
18487,0.0
19973,0.0
15209,0.0
27087,0.0
1726,1.0
21338,0.0
6369,1.0
20881,0.0
28006,0.0
25903,0.0
2869,0.0
27992,1.0
1766,0.0
28553,0.0
25808,0.0
22257,0.0
17083,0.0
17639,0.0
15723,0.0
23835,0.0
33242,0.0
9961,0.0
30172,0.0
8354,1.0
11732,0.0
27488,0.0
26046,1.0
26499,1.0
7778,0.0
11448,1.0
33068,0.0
6025,0.0
17948,0.0
9589,0.0
18394,0.0
859,0.0
22820,0.0
22662,0.0
1056,0.0
