ID,연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
ID_5116,202202,전시 및 행사 대행업,제주도민,남성,1407,1635,57412880
ID_5117,202202,전시 및 행사 대행업,제주도민,여성,1429,1691,44657740
ID_5118,202202,체인화 편의점,기타외국,알수없음,20,21,442000
ID_5119,202202,체인화 편의점,내국인,남성,150016,168215,1647425260
ID_5120,202202,체인화 편의점,내국인,여성,96422,106123,1024471527
ID_5121,202202,체인화 편의점,법인,알수없음,57022,64903,862082400
ID_5122,202202,체인화 편의점,제주도민,남성,291636,337929,3024034544
ID_5123,202202,체인화 편의점,제주도민,여성,131143,149124,1429347080
ID_5124,202202,체인화 편의점,중국,알수없음,73,82,1300760
ID_5125,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15112,16191,227906260
ID_5126,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12569,13431,184279170
ID_5127,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,9979,10903,351822700
ID_5128,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,28854,31316,397305960
ID_5129,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,23850,25689,322638601
ID_5130,202202,한식 음식점업,기타외국,알수없음,69,74,3404500
ID_5131,202202,한식 음식점업,내국인,남성,138822,145279,6602463448
ID_5132,202202,한식 음식점업,내국인,여성,108492,113723,4711066919
ID_5133,202202,한식 음식점업,법인,알수없음,127842,143282,8293782483
ID_5134,202202,한식 음식점업,제주도민,남성,162016,173180,6422456328
ID_5135,202202,한식 음식점업,제주도민,여성,78588,82805,2779954636
ID_5136,202202,한식 음식점업,중국,알수없음,34,48,2612400
ID_5137,202202,호텔업,기타외국,알수없음,143,146,52049712
ID_5138,202202,호텔업,내국인,남성,4935,5204,1050370956
ID_5139,202202,호텔업,내국인,여성,4235,4474,749936420
ID_5140,202202,호텔업,동남아,알수없음,840,849,301124018
ID_5141,202202,호텔업,법인,알수없음,3399,6217,2363970806
ID_5142,202202,호텔업,제주도민,남성,1431,1604,230591046
ID_5143,202202,호텔업,제주도민,여성,1051,1152,115204957
ID_5144,202202,화장품 및 방향제 소매업,내국인,남성,1105,1259,47272440
ID_5145,202202,화장품 및 방향제 소매업,내국인,여성,1824,2073,59036860
ID_5146,202202,화장품 및 방향제 소매업,법인,알수없음,506,546,73316550
ID_5147,202202,화장품 및 방향제 소매업,제주도민,남성,999,1072,81161292
ID_5148,202202,화장품 및 방향제 소매업,제주도민,여성,2422,2551,197089080
ID_5149,202203,건강보조식품 소매업,내국인,남성,117,122,25420371
ID_5150,202203,건강보조식품 소매업,내국인,여성,180,190,37582900
ID_5151,202203,건강보조식품 소매업,법인,알수없음,168,183,45865042
ID_5152,202203,건강보조식품 소매업,제주도민,남성,316,325,48120320
ID_5153,202203,건강보조식품 소매업,제주도민,여성,413,427,51555120
ID_5154,202203,기타 대형 종합 소매업,내국인,남성,7727,8874,596084640
ID_5155,202203,기타 대형 종합 소매업,내국인,여성,7236,8366,519154220
ID_5156,202203,기타 대형 종합 소매업,법인,알수없음,6270,7358,670322380
ID_5157,202203,기타 대형 종합 소매업,제주도민,남성,21390,24755,1516667680
ID_5158,202203,기타 대형 종합 소매업,제주도민,여성,25313,30012,1699364820
ID_5159,202203,기타 대형 종합 소매업,중국,알수없음,129,193,42982600
ID_5160,202203,면세점,내국인,남성,31672,47733,4264543865
ID_5161,202203,면세점,내국인,여성,26165,38804,3474396450
ID_5162,202203,면세점,법인,알수없음,6778,11280,1473373238
ID_5163,202203,면세점,제주도민,남성,2913,3844,300825080
ID_5164,202203,면세점,제주도민,여성,2014,2760,236429750
ID_5165,202203,면세점,중국,알수없음,33,72,13401430
ID_5166,202203,비알콜 음료점업,기타외국,알수없음,41,47,771500
ID_5167,202203,비알콜 음료점업,내국인,남성,20064,21709,205467990
ID_5168,202203,비알콜 음료점업,내국인,여성,19594,21167,205726744
ID_5169,202203,비알콜 음료점업,법인,알수없음,14055,15906,228351895
ID_5170,202203,비알콜 음료점업,제주도민,남성,41655,47685,360233560
ID_5171,202203,비알콜 음료점업,제주도민,여성,41826,47138,393989000
ID_5172,202203,빵 및 과자류 소매업,기타외국,알수없음,22,25,369950
ID_5173,202203,빵 및 과자류 소매업,내국인,남성,17314,18784,362426103
ID_5174,202203,빵 및 과자류 소매업,내국인,여성,24121,26363,477598060
ID_5175,202203,빵 및 과자류 소매업,법인,알수없음,12093,13386,380277501
ID_5176,202203,빵 및 과자류 소매업,제주도민,남성,27992,29986,419731245
ID_5177,202203,빵 및 과자류 소매업,제주도민,여성,36577,39112,528001501
ID_5178,202203,서양식 음식점업,기타외국,알수없음,85,93,2382750
ID_5179,202203,서양식 음식점업,내국인,남성,41772,45456,983493232
ID_5180,202203,서양식 음식점업,내국인,여성,50262,54575,1104140916
ID_5181,202203,서양식 음식점업,법인,알수없음,20714,23220,782100271
ID_5182,202203,서양식 음식점업,제주도민,남성,35958,39525,724335338
ID_5183,202203,서양식 음식점업,제주도민,여성,36894,40402,671660981
ID_5184,202203,슈퍼마켓,기타외국,알수없음,55,68,2391422
ID_5185,202203,슈퍼마켓,내국인,남성,29753,34418,776093744
ID_5186,202203,슈퍼마켓,내국인,여성,21544,24869,576496201
ID_5187,202203,슈퍼마켓,법인,알수없음,50178,66789,4201683874
ID_5188,202203,슈퍼마켓,일본,알수없음,28,30,447020
ID_5189,202203,슈퍼마켓,제주도민,남성,172564,208921,5176326715
ID_5190,202203,슈퍼마켓,제주도민,여성,137504,167254,4762451543
ID_5191,202203,슈퍼마켓,중국,알수없음,94,117,3609735
ID_5192,202203,스포츠 및 레크레이션 용품 임대업,내국인,남성,3578,3900,260016095
ID_5193,202203,스포츠 및 레크레이션 용품 임대업,내국인,여성,2057,2234,178743980
ID_5194,202203,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2065,2264,469310575
ID_5195,202203,스포츠 및 레크레이션 용품 임대업,제주도민,남성,7716,8334,786086840
ID_5196,202203,스포츠 및 레크레이션 용품 임대업,제주도민,여성,5214,5679,703813535
ID_5197,202203,여관업,기타외국,알수없음,69,73,7533682
ID_5198,202203,여관업,내국인,남성,10080,11069,1065685234
ID_5199,202203,여관업,내국인,여성,7785,8597,774224506
ID_5200,202203,여관업,동남아,알수없음,26,60,57065375
ID_5201,202203,여관업,법인,알수없음,6993,11923,2422481720
ID_5202,202203,여관업,제주도민,남성,3915,4259,303435046
ID_5203,202203,여관업,제주도민,여성,1507,1694,125621499
ID_5204,202203,전시 및 행사 대행업,기타외국,알수없음,33,48,875500
ID_5205,202203,전시 및 행사 대행업,내국인,남성,9788,11236,272609000
ID_5206,202203,전시 및 행사 대행업,내국인,여성,10018,11674,266163170
ID_5207,202203,전시 및 행사 대행업,법인,알수없음,1605,1874,89727600
ID_5208,202203,전시 및 행사 대행업,제주도민,남성,1410,1701,46129380
ID_5209,202203,전시 및 행사 대행업,제주도민,여성,1489,1829,64529395
ID_5210,202203,체인화 편의점,기타외국,알수없음,68,71,548390
ID_5211,202203,체인화 편의점,내국인,남성,157623,178691,1692209661
ID_5212,202203,체인화 편의점,내국인,여성,98611,109244,1021201589
ID_5213,202203,체인화 편의점,법인,알수없음,66242,76655,952327390
ID_5214,202203,체인화 편의점,제주도민,남성,364753,430133,3787561835
ID_5215,202203,체인화 편의점,제주도민,여성,168557,194552,1838637623
ID_5216,202203,체인화 편의점,중국,알수없음,65,78,1615420
ID_5217,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,42,52,556550
ID_5218,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,14206,15175,195387560
ID_5219,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,11844,12615,161041215
ID_5220,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,10813,11919,326303691
ID_5221,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,33195,36145,439469223
ID_5222,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,28131,30557,360992940
ID_5223,202203,한식 음식점업,기타외국,알수없음,115,124,4559100
ID_5224,202203,한식 음식점업,내국인,남성,133138,139106,6020501946
ID_5225,202203,한식 음식점업,내국인,여성,105194,109597,4438009078
ID_5226,202203,한식 음식점업,법인,알수없음,139425,157081,8259361215
ID_5227,202203,한식 음식점업,제주도민,남성,199898,213944,7813830005
ID_5228,202203,한식 음식점업,제주도민,여성,97057,102501,3447942880
ID_5229,202203,한식 음식점업,중국,알수없음,29,33,2364836
ID_5230,202203,호텔업,기타외국,알수없음,195,203,63786808
ID_5231,202203,호텔업,내국인,남성,4818,5034,1020261428
ID_5232,202203,호텔업,내국인,여성,4047,4203,745124298
ID_5233,202203,호텔업,동남아,알수없음,1073,1102,381045680
ID_5234,202203,호텔업,법인,알수없음,3201,6124,2025410395
ID_5235,202203,호텔업,제주도민,남성,1446,1580,300785387
ID_5236,202203,호텔업,제주도민,여성,1115,1291,160124251
ID_5237,202203,화장품 및 방향제 소매업,내국인,남성,907,1000,42084275
ID_5238,202203,화장품 및 방향제 소매업,내국인,여성,1501,1683,48518690
ID_5239,202203,화장품 및 방향제 소매업,법인,알수없음,485,524,73130644
ID_5240,202203,화장품 및 방향제 소매업,제주도민,남성,1231,1295,83959994
ID_5241,202203,화장품 및 방향제 소매업,제주도민,여성,2845,3041,239299500
ID_5242,202204,건강보조식품 소매업,내국인,남성,182,191,40748200
ID_5243,202204,건강보조식품 소매업,내국인,여성,291,298,69324200
ID_5244,202204,건강보조식품 소매업,법인,알수없음,199,207,57521970
ID_5245,202204,건강보조식품 소매업,제주도민,남성,428,448,66334325
ID_5246,202204,건강보조식품 소매업,제주도민,여성,455,472,69890935
ID_5247,202204,기타 대형 종합 소매업,내국인,남성,8069,10644,688443550
ID_5248,202204,기타 대형 종합 소매업,내국인,여성,7870,10499,629438290
ID_5249,202204,기타 대형 종합 소매업,법인,알수없음,6362,9017,861098680
ID_5250,202204,기타 대형 종합 소매업,제주도민,남성,20089,28420,1685356080
ID_5251,202204,기타 대형 종합 소매업,제주도민,여성,24393,36635,2021556350
ID_5252,202204,기타 대형 종합 소매업,중국,알수없음,121,149,26812280
ID_5253,202204,면세점,내국인,남성,38298,58467,5413498034
ID_5254,202204,면세점,내국인,여성,34824,51887,4838716616
ID_5255,202204,면세점,법인,알수없음,8297,13829,1898713655
ID_5256,202204,면세점,제주도민,남성,3570,4674,370895700
ID_5257,202204,면세점,제주도민,여성,2675,3656,335136980
ID_5258,202204,면세점,중국,알수없음,43,117,23430020
ID_5259,202204,비알콜 음료점업,기타외국,알수없음,65,73,498700
ID_5260,202204,비알콜 음료점업,내국인,남성,24703,26963,269521446
ID_5261,202204,비알콜 음료점업,내국인,여성,24554,26863,281260470
ID_5262,202204,비알콜 음료점업,법인,알수없음,16429,18826,297899562
ID_5263,202204,비알콜 음료점업,제주도민,남성,46462,53592,412106180
ID_5264,202204,비알콜 음료점업,제주도민,여성,48109,54769,478519040
ID_5265,202204,비알콜 음료점업,중국,알수없음,20,23,113700
ID_5266,202204,빵 및 과자류 소매업,기타외국,알수없음,53,62,1175500
ID_5267,202204,빵 및 과자류 소매업,내국인,남성,19259,20831,406140346
ID_5268,202204,빵 및 과자류 소매업,내국인,여성,27979,30597,575504991
ID_5269,202204,빵 및 과자류 소매업,법인,알수없음,13114,14634,468644299
ID_5270,202204,빵 및 과자류 소매업,제주도민,남성,26631,28720,409503665
ID_5271,202204,빵 및 과자류 소매업,제주도민,여성,36879,39858,549470850
ID_5272,202204,빵 및 과자류 소매업,중국,알수없음,26,36,399250
ID_5273,202204,서양식 음식점업,기타외국,알수없음,153,176,3638550
ID_5274,202204,서양식 음식점업,내국인,남성,53831,59294,1401816057
ID_5275,202204,서양식 음식점업,내국인,여성,65830,72653,1555736478
ID_5276,202204,서양식 음식점업,동남아,알수없음,24,26,590900
ID_5277,202204,서양식 음식점업,법인,알수없음,26858,30446,1158235202
ID_5278,202204,서양식 음식점업,제주도민,남성,41204,45844,878035356
ID_5279,202204,서양식 음식점업,제주도민,여성,45986,51014,859021126
ID_5280,202204,서양식 음식점업,중국,알수없음,20,34,2583700
ID_5281,202204,슈퍼마켓,기타외국,알수없음,52,57,2541530
ID_5282,202204,슈퍼마켓,내국인,남성,34122,39844,882416442
ID_5283,202204,슈퍼마켓,내국인,여성,26446,30721,715835674
ID_5284,202204,슈퍼마켓,법인,알수없음,55924,76584,5045240227
ID_5285,202204,슈퍼마켓,일본,알수없음,31,37,442520
ID_5286,202204,슈퍼마켓,제주도민,남성,177727,219533,5543111328
ID_5287,202204,슈퍼마켓,제주도민,여성,145206,180388,5201708665
ID_5288,202204,슈퍼마켓,중국,알수없음,74,91,2819636
ID_5289,202204,스포츠 및 레크레이션 용품 임대업,내국인,남성,4493,4984,294513075
ID_5290,202204,스포츠 및 레크레이션 용품 임대업,내국인,여성,2885,3182,199542320
ID_5291,202204,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2617,2916,693138087
ID_5292,202204,스포츠 및 레크레이션 용품 임대업,제주도민,남성,9652,10611,944424266
ID_5293,202204,스포츠 및 레크레이션 용품 임대업,제주도민,여성,7242,7860,930528787
ID_5294,202204,여관업,기타외국,알수없음,125,143,13898117
ID_5295,202204,여관업,내국인,남성,12090,12789,1147887445
ID_5296,202204,여관업,내국인,여성,9848,10569,861492156
ID_5297,202204,여관업,동남아,알수없음,99,138,91121506
ID_5298,202204,여관업,법인,알수없음,8535,14757,3108191339
ID_5299,202204,여관업,제주도민,남성,3983,4263,291613623
ID_5300,202204,여관업,제주도민,여성,1537,1663,120566951
ID_5301,202204,전시 및 행사 대행업,기타외국,알수없음,42,55,1208200
ID_5302,202204,전시 및 행사 대행업,내국인,남성,14593,17570,435398680
ID_5303,202204,전시 및 행사 대행업,내국인,여성,16059,19195,461435180
ID_5304,202204,전시 및 행사 대행업,법인,알수없음,2743,3350,216873600
ID_5305,202204,전시 및 행사 대행업,제주도민,남성,2146,2673,91111220
ID_5306,202204,전시 및 행사 대행업,제주도민,여성,2347,3094,87895135
ID_5307,202204,체인화 편의점,기타외국,알수없음,77,83,894240
ID_5308,202204,체인화 편의점,내국인,남성,186939,212874,1963366975
ID_5309,202204,체인화 편의점,내국인,여성,122823,136833,1256350854
ID_5310,202204,체인화 편의점,법인,알수없음,73972,86052,1069934150
ID_5311,202204,체인화 편의점,제주도민,남성,381593,456708,3815548955
ID_5312,202204,체인화 편의점,제주도민,여성,181479,214410,1822702229
ID_5313,202204,체인화 편의점,중국,알수없음,86,101,2729790
ID_5314,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,41,43,646350
ID_5315,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15989,17236,225504021
ID_5316,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13982,15099,201986352
ID_5317,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,11309,12657,349405570
ID_5318,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,32825,36370,430290026
ID_5319,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,29534,32831,372897008
ID_5320,202204,한식 음식점업,기타외국,알수없음,206,216,9882650
ID_5321,202204,한식 음식점업,내국인,남성,158962,166787,7916035476
ID_5322,202204,한식 음식점업,내국인,여성,133586,140141,6386710036
ID_5323,202204,한식 음식점업,동남아,알수없음,29,30,1591400
ID_5324,202204,한식 음식점업,법인,알수없음,159239,179880,8848259925
ID_5325,202204,한식 음식점업,제주도민,남성,215260,231787,9050938776
ID_5326,202204,한식 음식점업,제주도민,여성,110424,117163,4234783914
ID_5327,202204,한식 음식점업,중국,알수없음,41,49,2871300
ID_5328,202204,호텔업,기타외국,알수없음,195,201,88355290
ID_5329,202204,호텔업,내국인,남성,6073,6781,1395113004
ID_5330,202204,호텔업,내국인,여성,5482,6052,1144931306
ID_5331,202204,호텔업,동남아,알수없음,1190,1233,445720577
ID_5332,202204,호텔업,법인,알수없음,4233,8240,3350348126
ID_5333,202204,호텔업,제주도민,남성,1406,1623,317598332
ID_5334,202204,호텔업,제주도민,여성,1261,1469,230638553
ID_5335,202204,화장품 및 방향제 소매업,내국인,남성,1156,1283,55401080
ID_5336,202204,화장품 및 방향제 소매업,내국인,여성,1907,2169,71049200
ID_5337,202204,화장품 및 방향제 소매업,법인,알수없음,623,703,132485450
ID_5338,202204,화장품 및 방향제 소매업,제주도민,남성,1390,1479,103103104
ID_5339,202204,화장품 및 방향제 소매업,제주도민,여성,3089,3327,258704510
ID_5340,202205,건강보조식품 소매업,내국인,남성,175,185,47495730
ID_5341,202205,건강보조식품 소매업,내국인,여성,275,292,74367250
ID_5342,202205,건강보조식품 소매업,법인,알수없음,181,187,59946420
ID_5343,202205,건강보조식품 소매업,제주도민,남성,408,418,72264355
ID_5344,202205,건강보조식품 소매업,제주도민,여성,569,589,79215546
ID_5345,202205,기타 대형 종합 소매업,내국인,남성,8802,10210,694772630
ID_5346,202205,기타 대형 종합 소매업,내국인,여성,8388,9864,591366830
ID_5347,202205,기타 대형 종합 소매업,법인,알수없음,6914,8295,808826060
ID_5348,202205,기타 대형 종합 소매업,제주도민,남성,22770,26777,1670299100
ID_5349,202205,기타 대형 종합 소매업,제주도민,여성,28206,34270,1942729400
ID_5350,202205,기타 대형 종합 소매업,중국,알수없음,116,149,26971840
ID_5351,202205,면세점,내국인,남성,38880,59455,5553594715
ID_5352,202205,면세점,내국인,여성,33954,50696,4695437903
ID_5353,202205,면세점,법인,알수없음,8435,14364,2013299270
ID_5354,202205,면세점,제주도민,남성,3925,5243,415544650
ID_5355,202205,면세점,제주도민,여성,3084,4249,393955075
ID_5356,202205,면세점,중국,알수없음,47,96,18909650
ID_5357,202205,비알콜 음료점업,기타외국,알수없음,192,209,1492300
ID_5358,202205,비알콜 음료점업,내국인,남성,27293,29822,315201775
ID_5359,202205,비알콜 음료점업,내국인,여성,27436,30010,330051601
ID_5360,202205,비알콜 음료점업,동남아,알수없음,27,27,154600
ID_5361,202205,비알콜 음료점업,법인,알수없음,17914,20455,341100579
ID_5362,202205,비알콜 음료점업,제주도민,남성,51550,59089,467541550
ID_5363,202205,비알콜 음료점업,제주도민,여성,55951,63403,549951859
ID_5364,202205,빵 및 과자류 소매업,기타외국,알수없음,105,114,1833850
ID_5365,202205,빵 및 과자류 소매업,내국인,남성,20767,22501,431571319
ID_5366,202205,빵 및 과자류 소매업,내국인,여성,28689,31285,573737145
ID_5367,202205,빵 및 과자류 소매업,법인,알수없음,13207,14801,551129565
ID_5368,202205,빵 및 과자류 소매업,제주도민,남성,28220,30512,436733575
ID_5369,202205,빵 및 과자류 소매업,제주도민,여성,40920,44021,628491195
ID_5370,202205,빵 및 과자류 소매업,중국,알수없음,23,29,381000
ID_5371,202205,서양식 음식점업,기타외국,알수없음,337,358,6081560
ID_5372,202205,서양식 음식점업,내국인,남성,57307,62998,1487617805
ID_5373,202205,서양식 음식점업,내국인,여성,69282,76238,1641863482
ID_5374,202205,서양식 음식점업,동남아,알수없음,35,37,916100
ID_5375,202205,서양식 음식점업,법인,알수없음,28435,32111,1312660031
ID_5376,202205,서양식 음식점업,제주도민,남성,47657,53085,1025226142
ID_5377,202205,서양식 음식점업,제주도민,여성,53991,59705,1061049351
ID_5378,202205,서양식 음식점업,중국,알수없음,26,36,730400
ID_5379,202205,슈퍼마켓,기타외국,알수없음,83,95,2596030
ID_5380,202205,슈퍼마켓,내국인,남성,35209,40281,885194122
ID_5381,202205,슈퍼마켓,내국인,여성,27364,31405,718088131
ID_5382,202205,슈퍼마켓,동남아,알수없음,37,68,2730570
ID_5383,202205,슈퍼마켓,법인,알수없음,58089,77528,5126773672
ID_5384,202205,슈퍼마켓,일본,알수없음,25,30,352130
ID_5385,202205,슈퍼마켓,제주도민,남성,187198,224020,5604427265
ID_5386,202205,슈퍼마켓,제주도민,여성,156750,188094,5270047521
ID_5387,202205,슈퍼마켓,중국,알수없음,85,105,3203810
ID_5388,202205,스포츠 및 레크레이션 용품 임대업,기타외국,알수없음,34,38,1748600
ID_5389,202205,스포츠 및 레크레이션 용품 임대업,내국인,남성,5576,6176,348412905
ID_5390,202205,스포츠 및 레크레이션 용품 임대업,내국인,여성,3610,4017,229098110
ID_5391,202205,스포츠 및 레크레이션 용품 임대업,법인,알수없음,3128,3473,722520340
ID_5392,202205,스포츠 및 레크레이션 용품 임대업,제주도민,남성,12224,13447,1086396810
