daily_usage,monthly_charge,support_contacts,data_usage,avg_call_duration,age,churn
61,6.166145134673702,7,7.690351232080389,23.66366378452328,25,0
58,4.909544998049122,6,10.201233286928934,16.854193520593856,35,0
36,2.941192227788469,3,31.72120726432918,11.898345459536502,71,0
33,3.1135841969402387,5,1.5710910755636465,11.610688477149532,74,0
25,9.496728227670358,9,15.123951458396329,6.142470043494243,59,1
15,4.378840385894711,4,43.96275574231923,10.081732853063535,70,0
51,8.574451551208695,1,46.50854827192123,11.919378345889651,33,0
5,4.960418677394042,9,41.21634459396346,4.292678627462314,70,0
56,4.723040741333399,1,36.02827743222031,10.280792180309366,49,0
61,4.505295958538259,7,2.500928841055611,24.205984082823793,60,0
62,8.77711591755028,4,40.067399593690425,21.03106313828463,60,0
6,9.855753523569163,7,31.60797495932287,21.021765935421087,69,1
60,8.148798438308066,1,47.19911526816048,27.811151593225098,72,0
61,4.560478660167868,6,21.569032438703733,27.078550408816,68,0
30,7.371639479157146,0,42.36358338609297,7.935133817601172,56,0
36,9.166516778975055,6,40.413771977796884,11.391705043478538,61,0
39,7.403361660376714,0,46.464420113102975,10.369891348323781,21,0
48,5.007943119530491,9,4.5360851117465515,18.448782756530587,34,0
6,9.34987768485102,9,29.83882099808448,15.882077386179041,34,1
59,5.174374776690532,7,2.1418777559556625,14.627545788974265,55,0
9,5.002079235541331,7,46.55049854426499,28.352069865877265,32,0
57,7.060352879726623,10,2.7611260371514232,18.054715490557964,65,0
4,4.142213403906673,7,33.9489246519021,20.607045748616205,71,1
38,2.752288835474131,10,30.862451042436284,12.929862570965092,62,1
64,8.972781818305844,3,33.12419734708041,18.700947364231503,71,0
70,7.672109794296254,2,23.0583450626955,1.4835985912053355,31,0
65,9.782210583136687,10,0.6625516751955274,19.90512510131136,70,0
9,4.975461343334919,10,31.374328589213967,7.157685254319847,41,0
33,8.074808206020904,1,23.19950657322125,16.093032720793293,26,0
64,2.863549717171715,7,41.98298278543952,16.595705107499917,69,1
24,7.171600720996856,4,19.310599640851535,2.9751617169821536,19,0
1,9.658583103156698,3,4.993341056808909,17.48548205673026,61,0
25,4.449098727036746,1,30.86094029389504,9.512508981301153,73,0
58,9.963843925634055,1,43.327399087454346,10.791829757977803,75,0
55,9.055937357773086,2,37.080130972589274,1.1976262391037156,61,0
57,9.787659119809385,4,49.38297961706259,27.17845980291533,18,0
33,4.767363580013554,6,20.58277302283512,8.149077263501507,26,0
67,7.396862823329729,10,21.303548881304852,26.95689337668613,61,0
32,2.8171962372603048,2,27.34298204875631,1.4401295863179802,19,0
20,2.0834215951792245,7,27.599515106036055,24.023952189938978,49,0
38,4.577724027557027,2,12.691053907834743,27.473880897360687,30,0
25,3.100190198536123,5,38.649336065279336,14.110511307529613,31,0
32,9.649777525191586,8,46.433014350744145,2.312226481547748,77,1
68,9.836406723054054,5,39.24309114794401,20.03518992215825,68,0
20,5.032217009752779,7,12.667858502983071,20.854159633684024,61,1
30,5.163474143943315,5,45.83016508212055,2.2014145757622448,18,0
51,3.880297718430601,2,41.64159509345379,22.215301467272884,62,0
48,8.025498687307223,3,35.95799484722845,28.905581951665543,52,0
61,4.145112160764107,2,12.375503657020598,4.64140178048029,60,0
53,7.023600422181087,2,48.72959056676648,7.24952200715898,75,0
10,8.820462255212428,3,22.64555351338054,22.17503014600962,64,0
33,5.882871865279097,3,21.238576521252643,18.558956265252416,28,0
26,2.6751390443563388,10,31.83808585221636,25.279879328432724,36,0
42,3.831156838772909,9,46.86892190821604,7.959691552228768,35,0
23,4.718219772495081,1,35.189615549525385,9.34710766669657,37,0
10,5.14379380276233,9,42.90601971255518,23.556526089295073,61,0
14,3.949253728510933,1,13.448401579769298,23.78856671858282,35,0
1,7.155762216968269,6,47.11917270011384,10.166252831454658,34,1
9,6.137915053714655,7,37.40023681857017,28.170908048203028,34,0
48,5.968382709439092,5,19.316158653823294,27.91495322978381,49,0
11,8.601057567429631,10,49.74906846625465,3.3992871490864522,21,1
66,2.015039068199285,2,44.802039982860954,13.776632312356913,18,0
55,4.395548083935093,8,6.256262857087346,9.053853533174472,46,0
61,3.6888997693290895,4,17.35311842496975,4.991262297552479,79,0
51,6.2102276827056215,2,25.692536728829896,6.291283178922211,66,0
33,7.206148380469979,8,10.80300581223832,24.31877441937419,31,0
63,8.95155401823316,4,8.712170082268978,26.69150586942532,53,0
23,7.87223810071445,5,15.3025731761394,4.635885127782325,36,0
69,2.430865655984209,10,11.244510840795623,13.707124783324304,75,0
21,8.654904906011376,6,39.15083186583664,12.790146730435023,65,0
25,7.996363875751106,10,36.15641369412771,16.87667320600724,53,1
50,9.798677222248894,4,46.76485492726638,16.875030371012052,30,0
51,4.1293441001243,8,2.2480720795775566,13.071620639949312,19,0
5,3.8138430633880853,10,11.589179514467501,23.257466087130457,37,0
68,7.269537169659548,2,9.015396771138906,17.861096061878595,74,0
26,3.9108532832154212,5,0.6683841629697818,2.2169581298653944,33,0
69,6.686481167775216,9,24.125021011768034,1.1814666597676367,36,0
27,3.7685069716298276,1,37.588608651954665,7.712922781476659,45,0
32,8.59022472080932,8,13.9707942088036,16.178808366956684,37,0
42,4.998428542254371,8,20.74075596944736,2.47827143365083,43,0
36,3.234572522264635,4,36.21722031647698,8.174592664692028,77,0
29,7.801245820408918,6,5.809547826272299,3.378686871132655,67,1
12,5.394375087079105,4,39.067442030720315,29.693521207609315,31,0
34,2.023368260970896,4,25.528089770466906,2.1045027173802593,46,0
8,7.55560364904567,3,25.614237862174257,4.083781623098588,24,1
23,2.219362479781261,10,31.501993923999112,27.608747279958596,22,0
19,5.429044375763806,1,37.00806843807315,9.089204206130827,33,0
45,9.281077094257075,6,11.252093808543606,11.840435157143071,59,1
36,9.0596755236488,0,20.333703499929157,17.96727482397989,51,0
47,5.275822824041631,4,2.11458746113406,18.408162355313074,59,0
70,5.783177062487239,3,43.7085341078513,4.225053672808343,18,0
21,2.24439565674704,0,20.810902942267468,8.990560447084684,45,0
69,3.761802411018521,7,27.33426275496444,10.221493988869714,45,0
15,4.748483798205632,7,20.122331871683446,5.793766298000877,69,1
25,9.058068448758782,5,5.183929036713825,13.257024979879791,38,1
64,3.444756785402407,2,33.97749635669542,10.269909603469813,61,0
43,5.8118670702263415,6,10.811350456388984,13.049907828799913,36,0
38,2.5159301699933403,10,15.550124736634013,10.781782257557104,22,0
23,5.302089034128208,3,3.882038799439064,24.098747071987543,30,0
8,4.853367793134118,0,36.97041149156559,4.665206249764346,51,0
28,6.4625058040885595,1,7.408896411497273,2.356789504181287,69,0
32,2.750055365164453,1,29.690124040480775,29.091563561656358,29,0
45,2.997712455291124,10,9.555935474800132,21.672533879967695,72,1
9,6.641772150280235,1,23.291287661156236,27.913500756636594,73,0
16,8.260655518810704,4,0.8030932490503073,22.792135389320965,60,1
20,8.814729894991581,6,3.157014646369566,12.16797548186786,32,1
55,8.601045341328922,8,28.004584872169776,24.34394818157838,67,0
26,9.436935383005473,4,45.328610533608135,17.416077746996788,56,0
52,7.969658059854709,6,8.804773566529732,26.040506179902437,59,0
5,7.687077733458553,10,47.43721975748555,17.581890162143434,18,0
69,8.241704507440819,7,24.113218062609608,19.167253570630887,61,0
27,6.1032193291775805,4,37.028236162975496,3.0054534638365356,70,0
24,2.195987586141219,8,35.33377668388499,9.955265985138846,45,0
47,5.734256617849503,3,29.224989776539513,20.02119607985359,71,0
39,7.277034931157938,6,12.476218341912432,23.209042137812386,59,0
49,2.3181277199085564,4,41.029937883829334,18.97908838135076,38,0
30,7.98553524783198,6,47.816004669376376,28.265312546310394,64,0
27,7.9387844045800735,10,25.78297029282267,13.873211137277437,30,1
16,2.201135666218182,1,49.02177851351859,15.479785434415431,44,0
68,7.967401670509396,5,47.46043134352561,22.00274388074653,67,0
6,4.739069088268372,4,38.15541818006542,27.310219386335767,58,0
64,6.722284343625278,6,39.33541703536545,6.630723202336386,38,0
63,2.045326516236538,0,17.684834329036697,25.114682803792302,50,0
27,2.472751120626026,8,43.631790127341766,17.606642740351955,44,0
59,2.101719119895148,8,28.69206270522567,25.50100749719935,69,0
14,2.7056136303189655,7,36.65018098141767,10.62760767154838,18,0
50,9.017915657297603,2,8.346553540875073,28.30572872928408,35,0
62,2.6397231548744156,5,13.362631489679766,19.475746323908833,21,0
51,3.3350809428389674,4,13.57192888171001,18.96096016997043,53,0
46,9.051606237400172,7,41.33733840131235,9.285288227298171,22,1
45,3.7170245860704227,1,23.543367811158838,18.990766311587908,65,0
69,6.179553163243716,3,45.78361161308249,10.586269066882434,42,0
30,6.3918435955331345,2,47.02096036503735,15.854226522634496,49,1
52,4.324700478450841,0,3.4167052422802104,6.655260432719858,22,0
5,3.7242389503306548,6,22.310061048877184,10.230818746078073,57,1
71,3.2303291973442487,5,39.10076674664836,6.795396867176246,71,0
1,4.3401207285659344,10,33.21008565358928,1.713921531395919,43,1
22,6.080877699990602,8,11.02442173445532,14.3298737701276,72,1
26,3.0403822600891095,5,25.581785894753857,4.3278543830012275,50,0
39,9.85438954608502,8,36.096461375783974,2.934122560758017,34,0
28,2.2373457845179185,8,17.49724697648199,20.676243890866857,76,0
26,8.301704124221668,1,10.270070423901467,16.82188153196993,29,0
23,3.860410866923041,8,22.745944475379353,2.2034758483093038,43,0
51,8.614519790371352,0,43.05226497516559,18.755997205122302,47,1
24,7.356820929071695,2,35.75193594253419,27.192532586198443,26,0
10,8.313286772709851,3,20.5932370208748,9.909929893583893,46,0
36,2.5970385146966537,5,41.48815601438224,29.7591861278011,41,0
1,4.425552475688368,5,40.89281528275148,19.328557044250655,42,0
72,8.645508084160614,7,18.121566130791457,11.791486242009261,34,0
13,8.261568325953194,10,30.307328246673986,16.68908406890221,53,1
7,5.060210241952066,6,43.77556132763081,9.524523929490028,45,0
69,4.024467462406276,2,33.717448951173445,17.256814461030412,29,0
33,5.825872184384578,0,19.882378979601807,10.633961557472327,20,0
23,2.5174951481210526,9,46.65636172041542,5.815523122964555,71,0
59,6.643800053733397,7,47.14919084080213,8.326734888017313,34,0
21,2.9586320161411708,4,9.140361832845024,7.875456547002862,23,0
29,3.7541916953910057,6,0.7911585998410409,20.733904413206844,51,0
14,6.788252605474925,10,24.077467013792713,3.2204794945726305,76,1
52,8.833087981204034,8,42.39639418816743,5.990494941126166,19,0
51,9.034149279982707,1,43.867780610263004,23.43359095019089,47,0
1,6.726939530168332,0,9.086164661407825,18.190357285235358,22,0
16,4.261965516630096,4,31.251459304260287,21.12036115205494,70,0
63,5.783770768764081,8,0.7754165313296091,4.377857640526775,50,0
1,9.742047016827112,2,1.4752027572602966,5.3699371230241795,30,0
35,9.362377449755261,0,45.06915483209675,23.094624744010872,59,0
35,6.850967555467005,10,47.44229779155652,27.893300237002617,79,1
3,9.849890994754432,6,6.955792444554376,17.075786755870002,28,0
59,4.58800315929179,2,32.14094574000871,9.557098128664972,60,0
31,5.580823522561736,1,40.3594659395594,22.003381297474863,58,0
55,2.0098934380752755,6,42.21243512029092,7.729616451333524,36,0
18,8.54565334998598,2,35.33171317337982,27.557858944169688,49,0
64,3.4641235538778172,3,47.063622412092585,4.401124286212906,62,0
28,4.540251583013896,9,45.30329428431826,13.502259747813145,33,1
8,5.590824573397666,7,26.662569963955125,9.217557997842428,24,0
34,2.0562336305089532,2,5.924617938420029,9.332474778758156,71,0
14,2.1415024769060578,5,21.775381273609533,27.474999138466007,73,1
40,7.771147608850306,0,33.87367074117365,10.91357127944467,45,0
32,4.205758824764418,10,25.07577307398669,7.049062664490471,29,0
32,8.737845970751582,1,38.25801644083832,2.1683794263017213,72,0
66,2.747263775802365,2,27.099503744488295,4.289783696013585,67,0
56,4.128154224043046,4,24.86562230844862,15.088705438466313,52,0
54,4.085706399359332,10,2.302836709497819,2.501790773251689,77,0
48,9.80792679679034,8,39.221042900170886,3.216755970143982,78,0
51,3.2510544352275836,6,8.140752483843189,5.96755377682844,34,0
72,8.715687276006136,6,20.55468044402199,14.750764591887606,58,0
17,6.919825922729059,6,2.2701640734346276,20.0835945319754,30,1
27,9.259041317702776,8,24.217221314575433,7.232579410214856,45,1
60,8.30321590633812,10,5.2404032498786055,21.372161906065596,55,1
5,4.1516715666117685,9,6.369320800016965,9.623484407945696,41,0
15,9.840871939310135,9,18.95638291878235,10.422761037792597,68,0
61,9.837173720271068,7,21.76621107276181,21.233772919045496,42,0
37,2.025342788645614,6,30.949578234929408,3.6479552737954366,58,0
7,8.73576297197367,4,21.874096330410488,26.64629936321685,45,0
58,3.0100302623409076,6,26.287810977956745,28.37392022081728,38,0
37,3.493786366184332,2,36.286295518205165,18.230114019937268,41,0
38,2.9794711868715282,8,10.76721906912763,9.928705078471232,51,0
6,7.900525992742614,0,1.1070737736314729,11.023124813715643,36,0
62,4.833889923558196,2,32.22955873711718,19.77797748045753,22,0
27,8.449567048030326,0,20.38164289898279,20.321767982892116,33,0
35,4.505650088561392,3,35.307925105952705,29.066279391806066,65,0
16,8.076891429598373,9,27.978942723267096,3.4280231975151034,54,1
40,5.553021705326013,2,19.529680379089108,7.025719207889052,70,0
17,5.604776151865072,3,41.568385311098496,10.444859259854644,21,0
14,9.405098640202686,3,0.7871456497838492,1.644335978741832,76,1
8,5.109222389038776,6,2.8851464207949427,10.042261971717291,63,0
65,6.495942779734454,4,9.571384024977124,24.282685060870833,25,0
29,3.3653180683999873,1,27.348162568569407,3.580701730834053,18,0
44,8.464181039252423,5,26.436220954921787,19.134568831422758,26,0
19,3.0507952651592536,10,47.62335583439234,20.221091952081927,76,1
6,7.740576997852755,7,10.362114988443915,7.574028910172786,21,1
24,2.9035456672893885,0,41.68215670719792,10.359070609072514,59,0
9,5.969331072905756,8,1.5428952154036224,7.197246105539524,59,1
45,9.756861814784763,2,32.1288805161817,10.135304708319314,79,0
11,3.765963907622254,3,44.594655162828126,11.487765750390292,56,0
63,4.237628307771834,3,18.558080739287092,20.430943596419436,42,0
30,5.2383874326815985,6,26.536867764341793,2.7427959009669345,37,0
50,6.910219350525592,7,39.25488570478538,27.064848802383082,61,0
12,5.255775277074111,1,14.275439005925577,5.713601636592528,68,0
47,4.371918250266522,1,38.53712654527758,4.693714729988551,70,0
31,9.765999661365361,9,47.64483979989137,1.921576046362409,71,1
52,9.91222686680139,5,37.46952264005795,29.28021930328974,26,0
24,7.394430451272387,0,2.6099314522485817,10.744204710713154,26,0
20,6.400735523665248,6,1.6308974170783253,28.176159402670635,78,0
54,5.888124023820319,6,0.02213907186039421,17.717700689174862,43,0
63,8.558382439877821,5,3.741060259748652,19.18208460133278,68,0
8,6.352132633462013,2,1.3759592570207646,21.106719458306493,56,0
13,2.26706881429105,3,35.043381793071596,11.519854411575409,50,0
66,2.5813669728801303,9,47.126565376005836,26.848227984448663,36,0
33,4.903554174767936,7,28.24921788376268,17.62347263903815,51,0
48,6.9801575658379615,3,14.044098259312188,8.373575711901072,25,0
38,9.255542470678671,6,3.030245385745489,13.587513106347744,57,1
1,7.48729016839891,8,7.1085223351947775,1.2809195994880644,24,0
29,3.804330639405861,7,39.87736802685997,6.638981688518969,44,0
36,7.760064317304905,3,0.5740329874688921,11.202345185900223,54,0
61,5.75795010392547,1,10.397817964469496,9.56856981417602,77,0
5,4.0439467572448375,3,8.704083765571463,1.0390418577403473,29,0
3,6.634130830564215,5,10.861544322650541,17.045428549067,32,1
17,6.258060249191809,4,30.92635293590928,28.886858404338806,37,0
52,4.9877007691533874,4,35.424484874639866,5.62912214153285,39,0
17,6.39070925376047,5,25.985213144724213,15.520616849263469,35,0
33,2.8864636974384563,4,25.636012390631407,20.696775384833913,29,0
22,7.45398915272129,0,43.770281256091714,24.666292227957186,75,0
71,2.3041747858996393,0,45.969370228633636,18.891376794150556,37,0
17,2.7349671016803576,9,21.505143826490002,7.291731130052506,52,0
43,8.948412050562311,3,24.785187511594554,3.2249619787336714,60,0
3,5.994670679828946,1,46.53034024232685,6.026948536283145,37,0
46,9.434059184057833,5,39.47047109567928,19.62050871321957,56,0
29,4.048380520839634,7,21.76968230878678,2.766156059885306,46,1
47,9.00884154078434,5,3.819247249572799,18.968861881402745,50,0
57,6.358782072676125,3,28.18299855143811,28.950871665475734,20,0
64,3.3219364035408256,1,5.503164210055761,2.9712256947627074,62,0
17,2.5003378151789475,2,9.009787706407396,28.4992945959123,19,0
12,7.330455086680318,5,43.88235098253907,13.138886280413185,28,1
54,2.961977812093405,4,14.839334100992529,19.935540085997424,35,0
39,7.049365167653651,7,26.71452759468379,3.5401476247724455,63,0
55,9.646595869766017,4,21.954778262541424,2.7720353609693364,79,0
29,3.6958599272179082,8,4.267066824216243,6.485033900666554,36,0
33,5.431095030888309,9,49.09528490382696,11.050204034679881,23,0
60,7.771376538629854,7,23.407707065051518,23.428050385685243,26,0
16,5.963616827687854,10,26.361633037695633,8.364195385787188,31,1
69,3.33705609176977,5,5.5940308274561925,12.7370268510601,37,0
1,7.977756701936301,10,33.25730971192027,22.203562989192598,48,1
24,4.043307877481756,1,40.237656099484745,5.590813103062816,72,0
29,3.894274474491083,6,30.275238330793826,10.04544526056445,69,0
70,3.0651600334247755,6,38.04271722572478,7.31935253930839,25,0
16,6.524399719371523,5,33.552764192995724,8.188327403124285,50,0
6,7.4533558592129605,1,46.201343521286645,29.327036812,68,0
27,8.534055440956225,9,32.21283618254058,19.915978216072457,71,1
13,3.3250267762261227,0,10.053257602497256,16.22209961504931,33,0
57,4.403915084803459,4,37.389717487968625,17.488015412533752,36,0
36,9.175663443388274,8,44.50285127326263,23.546208548289183,71,1
19,8.132708191773148,8,40.17590542174672,8.670958315676309,42,0
43,5.44269742007137,9,33.77900459751299,25.63649224914914,34,0
45,3.0386115916137406,4,19.164211982110068,3.368350999942791,24,0
48,7.648152061312197,1,35.30965914816793,8.52226362155269,26,0
32,7.765241162264906,4,20.138791661644994,10.084727820837701,59,1
54,7.025904883706251,2,21.480429606618166,28.043793091221076,26,0
63,4.723246746796518,2,16.78369165195298,27.799123761427104,75,0
21,3.053547507776308,7,35.73206374543621,22.184281846986682,56,1
16,2.9790140586014235,1,8.60446146476297,10.73307491635944,51,1
2,2.2903009809080173,3,40.820539248251535,7.2712653174093385,38,0
21,9.827178230404767,10,11.43472047001824,20.759237383999114,50,0
15,5.031282224470515,8,40.6356809946531,29.536913914094775,54,1
42,8.386753505794626,4,2.524447220620396,19.862332215892064,69,0
38,8.575413087519436,10,48.768663857321044,21.969077445440398,34,1
41,8.634659241130269,4,16.512138966820267,22.733354173443452,21,0
21,2.2349132728191385,7,39.338475167856366,4.705464930909724,64,0
60,6.255301652194107,8,20.30059008530553,23.213175670800194,68,0
66,7.0655170081077125,2,35.50677158990329,5.781658520389015,49,0
55,9.104312514880942,0,29.42524675794944,7.327055558204923,51,0
49,5.266450742075609,2,22.165325475858765,21.144959411495087,29,0
30,7.441055448827611,5,17.018537315288135,23.78365000234469,74,1
14,8.893939959346362,0,49.16528284092337,8.847979846114303,67,0
29,3.5648741843561202,4,11.024184673665205,6.32011963335665,44,0
62,8.038702559526783,4,33.7570030574834,22.798608988664657,38,0
64,3.827893974038166,8,44.58554326013729,2.6070607648250883,32,0
40,5.125826924908906,4,18.677740052384095,8.281323006289865,33,0
18,5.794688879249711,10,20.138219923112594,6.297499142950376,69,1
39,8.067400142952888,0,22.534323746945656,4.91732424054706,21,0
17,2.8352330379846515,7,3.8239977749656537,1.423660916157603,64,0
62,3.415097161150835,6,10.249060476340821,9.533735362476316,32,0
47,8.571455933140747,10,6.161628785816243,5.404698997762278,69,1
4,9.285412635481116,1,38.24004862296386,28.290399541112933,63,1
67,6.957595521595326,10,19.53410554929696,10.788441510630749,66,0
33,4.8830225594427805,0,40.292226630891655,15.182037483920979,56,0
8,9.242878994222963,3,39.19936793446777,24.64301360162624,27,0
7,3.309470411722412,6,22.21826746207572,8.243392710949074,61,0
47,2.620917157851527,1,41.08239664808856,28.620043873902663,38,0
33,7.272284273629446,4,10.697851934411846,7.468799784739949,70,1
68,9.968983597115528,9,34.56059046932702,27.332437591874253,75,0
48,6.193273365809298,1,27.335026027838417,4.1208113580359065,42,0
16,4.838730882055123,9,42.7110953170434,5.184966820926488,47,0
9,4.918385753156236,7,17.090185274609127,14.212955536680296,59,1
66,3.183873178926678,4,28.986307854861238,1.3212780252349807,23,0
35,2.842073481576099,5,15.20151362239998,9.29111547936487,28,0
68,2.53907643828418,1,32.73545376781495,8.080686652768437,73,0
49,8.907206134856015,2,27.361876021032156,1.0269530892288707,22,0
56,7.322336815824442,1,19.537757616481855,4.377308983969663,62,0
33,3.2041719333073084,4,2.719537426115559,26.814003549960507,26,0
44,2.97628041699516,6,6.575913345818895,19.948121455881736,47,0
4,7.897441800057945,3,33.80541157072056,18.688305199285498,76,0
45,7.141397261379389,2,37.14124874531581,25.418454183695577,42,0
13,3.809176412719526,7,30.274133460720233,1.6824423380088644,63,0
61,9.766129651798263,2,34.863770952692846,6.235028623380284,62,0
7,2.753215281005583,2,0.3341064611943889,10.390767672170512,46,0
2,5.654869159042949,4,4.135773076217674,28.227953841196975,68,1
59,4.053553826480367,1,17.348132986727922,1.6991956088513378,47,0
19,6.462561535433611,10,43.06598129075454,15.285371151432608,39,1
36,2.7493793656472816,5,4.745422063367311,24.997463507434528,21,0
53,3.0307896960020386,10,45.17792217162652,15.269580192089617,33,1
34,5.90699703186351,1,28.770469364307417,17.81220381789157,76,0
34,7.600274182176835,1,38.840166606994394,17.79035175007021,26,0
9,7.372467548904298,0,23.770330392503684,18.108488601252454,66,1
32,4.123099273505557,0,14.55721238925895,29.560526575045728,47,0
58,2.8330988633622995,3,27.123550173132806,9.830283449719573,48,0
10,4.065386033529354,8,29.050754668755474,1.304315593058389,69,0
3,8.854991488600753,3,17.798551624419716,25.696235259822352,34,1
19,9.17749072771695,4,49.81311432624384,24.373388125159927,43,0
5,4.2823227068585314,4,37.69325369184625,19.21546640606358,37,0
51,2.44908882732968,0,39.10856315456231,4.82699426909489,59,0
23,7.100426115761838,9,17.23020422237798,27.880574043602135,47,0
43,8.824716987229204,9,9.345722030423081,24.99334008995822,69,1
8,8.622947002577384,7,3.6055546464717594,5.092120226619182,61,0
8,9.632265020680325,4,17.510149554536515,18.920015235542643,42,1
52,2.018540383238511,9,31.529047079154616,12.157244718715905,79,0
33,8.758315490288172,8,31.399669130204906,12.823757349291531,40,1
11,6.601306803972999,1,45.55343513836918,17.137229968938236,26,0
21,9.202570144594173,6,42.62924774691714,25.225803378243135,76,1
10,9.576287901909783,4,49.5180890999186,13.891319338454629,28,0
63,3.694042805323827,6,28.532481194046746,13.633698923238786,75,0
18,5.470404098038174,0,18.2177119214116,25.25845622792297,41,0
51,4.495192640034244,9,17.37535412125905,17.641667341275774,36,0
3,7.338803184371427,2,18.849277096314005,26.980641254587127,55,0
15,6.6638754093168195,8,46.252358767150724,6.255541270441577,18,0
42,6.51552872543106,8,11.163169275259815,16.74762149513616,35,0
42,8.294002681235495,0,36.565825985164814,6.731537397142774,49,0
2,6.7424959332273815,7,23.348399998180536,11.763915964566412,66,0
62,5.177430219433688,0,6.286213449611311,24.084214670391216,47,0
14,3.2929584902869715,10,0.10092588741169584,1.1567427865074262,38,1
58,9.929011454570428,4,10.669667398784476,25.88069763653666,54,0
66,6.437258784280765,6,34.926531260456855,10.528186346688155,71,0
31,6.744116002884781,1,1.2483111060028584,12.86346931041141,32,0
9,3.9230591095958705,9,6.396846225589159,4.729298092856023,52,0
67,3.3185974027740963,9,38.824465132550905,1.0054093169492302,21,0
65,9.491593391069284,9,28.7677701625778,9.573981706762073,71,1
6,7.2457893804932505,10,33.58211407730149,14.014585315843828,72,1
34,7.594523001009629,5,22.959461686628092,29.288717821106633,51,1
26,2.9034531414880904,2,22.087324581885355,1.5494166978562827,71,0
47,2.395974827949333,8,27.27925913345739,26.48430824399452,29,0
21,4.172550118008319,7,23.25276241503222,16.232494144665914,30,1
23,6.955982011260701,9,27.4191018097827,5.125401953527647,37,0
57,7.559058989407673,8,21.554343131164472,24.920759257126004,21,0
54,7.4992509130899005,9,41.46571170628797,26.04091695247158,31,0
46,3.205408861679019,3,20.047088123652333,1.845500394640581,78,0
22,7.121345790625329,6,44.78633629630864,17.721806206761816,57,1
1,5.371552332633979,5,39.72428168242453,16.18334380636582,39,0
