id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
2162483,162483 (2000 PJ5),0.9131770255,2.0419259044999998,83076.6888871448,29822831.48095649,Earth,False,17.32,False
3747987,(2016 FD1),0.06376097900000001,0.1425738833,44518.9846659451,14472114.594042933,Earth,False,23.1,False
54017086,(2020 KT),0.042126461100000005,0.0941976306,68980.5098086482,74022323.64304502,Earth,False,24.0,False
3555069,(2010 XY82),0.40230457979999995,0.8995803882,69387.36733711661,58636975.05866347,Earth,False,19.1,False
54235470,(2022 AB1),0.005377185,0.0120237511,21437.9271073355,607492.161702941,Earth,False,28.47,False
2523651,523651 (2011 GA62),0.44111819999999996,0.9863702812999999,28604.2144762598,23198712.31205554,Earth,False,18.9,False
3608565,(2012 RH10),0.1010543415,0.2259643771,47268.13880226349,29090201.55370641,Earth,False,22.1,False
54192165,(2021 RS),0.0273246732,0.0610998267,23442.3869746436,12769938.747033095,Earth,False,24.94,False
3599934,(2012 DY32),0.07701139259999999,0.1722027088,47029.8889154192,39643746.50413258,Earth,False,22.69,False
3283218,(2005 MF5),0.1214940408,0.2716689341,53237.047300207196,19188816.489876494,Earth,False,21.7,False
54187638,(2021 QR),0.1198270801,0.2679414966,86220.61114555941,42853865.73918714,Earth,False,21.73,False
3672360,(2014 KM22),0.013321556699999999,0.0297879063,55384.4859550474,59665077.51916521,Earth,False,26.5,False
3136726,(2002 RP137),0.06676594129999999,0.1492931834,26495.8663211991,19317689.579599448,Earth,False,23.0,False
3826801,(2018 PX21),0.053034072300000006,0.1185877909,50587.6352171425,26847552.986839384,Earth,False,23.5,False
3837638,(2019 AR3),0.08405334019999999,0.1879489824,103031.87854400891,37632520.69598883,Earth,False,22.5,False
3467261,(2009 SL2),0.1010543415,0.2259643771,52607.5007035752,44666256.17134291,Earth,False,22.1,False
54244778,(2022 CA1),0.009173920600000001,0.0205135101,11367.875749204299,8119588.323595947,Earth,False,27.31,False
3607466,(2012 PN6),0.09650614699999999,0.2157943048,66021.056264255,46436363.663130395,Earth,False,22.2,False
54100285,(2020 XY5),0.0649463841,0.1452245297,40432.851690993,46415852.55349108,Earth,False,23.06,False
2481543,481543 (2007 RN7),0.12318419130000001,0.27544822539999997,7011.113598916801,39498677.38053152,Earth,False,21.67,False
3764252,(2016 WA2),0.0699125232,0.1563291544,68566.9846290257,65450359.16957789,Earth,False,22.9,False
3838830,(2019 DJ),0.1214940408,0.2716689341,29849.8622214468,41982701.49729228,Earth,False,21.7,False
3747315,(2016 EM157),0.011080388200000001,0.0247765013,38614.7705237226,50106738.81666266,Earth,False,26.9,False
3773756,(2017 GQ4),0.0492668706,0.1101640716,14622.179176143602,23301794.01092073,Earth,False,23.66,False
3689357,(2014 SJ143),0.11080388210000001,0.24776501260000003,34731.0660569541,39488237.37901804,Earth,False,21.9,False
3785690,(2017 TM2),0.06676594129999999,0.1492931834,42090.4805602,13942920.371760568,Earth,False,23.0,False
54236421,(2022 AO3),0.1474195145,0.3296400556,55189.0262021425,55988877.72768514,Earth,False,21.28,False
3840863,(2019 GH4),0.033462237400000004,0.0748238376,16983.5195571805,49341667.58899735,Earth,False,24.5,False
3625335,(2013 BC70),0.040230458,0.08995803880000001,42090.339651772,13903684.575446533,Earth,False,24.1,False
3659802,(2014 BX32),0.1332155667,0.29787906280000004,85670.122574399,68299854.78725305,Earth,False,21.5,False
54265621,(2022 FJ1),0.0204434871,0.0457130269,23722.066856430298,69257279.95847009,Earth,False,25.57,False
54191243,(2021 QB3),0.0466181437,0.1042413384,23878.3374051618,668730.75289743,Earth,False,23.78,False
3748485,(2016 FR13),0.0253837029,0.0567596853,29856.9936665688,71504029.33206913,Earth,False,25.1,False
3432565,(2008 UF),0.0152951935,0.0342010925,24435.1911180246,6198693.105229842,Earth,False,26.2,False
3772978,(2017 FE101),0.40230457979999995,0.8995803882,129407.4734099882,69169536.30481921,Earth,False,19.1,False
3656792,(2014 BA3),0.0060891262,0.0136157002,12651.7898401516,21164336.89175992,Earth,False,28.2,False
3712947,(2015 EQ),0.0160160338,0.0358129403,76620.4014976834,47989296.03749426,Earth,False,26.1,False
54131214,(2021 EZ2),0.0318093633,0.0711278987,19833.1733215592,21707947.830854602,Earth,False,24.61,False
3414424,(2008 NA),0.048367648799999996,0.1081533507,27539.4979565412,37298828.22571916,Earth,False,23.7,False
3376345,(2007 JB21),0.022108281,0.0494356193,38554.5144341113,27587165.409631506,Earth,False,25.4,False
3797903,(2018 BD5),0.0167708462,0.0375007522,31125.4757485417,2541872.3265480767,Earth,False,26.0,False
3645042,(2013 ND15),0.040230458,0.08995803880000001,67777.320437042,21012443.607002426,Earth,False,24.1,False
3819558,(2018 HS1),0.0921626549,0.2060819612,63557.905889057,38847771.46816097,Earth,False,22.3,False
3076774,(2001 GP2),0.0139493823,0.0311917671,6836.3530092665005,4186096.36724562,Earth,False,26.4,False
54209314,(2021 TB15),0.051826869500000004,0.1158884032,54719.1154322442,55957223.25222696,Earth,False,23.55,False
3717077,(2015 FC345),0.0073207399,0.016369672,59110.465123283,48374886.82130689,Earth,False,27.8,False
3713939,(2015 FW33),0.0183888672,0.0411187571,48859.6369311947,53804873.21631404,Earth,False,25.8,False
3879296,(2019 UO2),0.0183888672,0.0411187571,62483.553589599695,65577547.90696295,Earth,False,25.8,False
54110079,(2021 CU1),0.0050647146,0.011325046100000001,20071.116127299098,24026159.059767555,Earth,False,28.6,False
3837910,(2019 AO13),0.021113244500000003,0.047210649900000005,55402.6019937181,56950886.77211621,Earth,False,25.5,False
3841190,(2019 GC20),0.09650614699999999,0.2157943048,46154.270939847804,64428616.57828325,Earth,False,22.2,False
2164222,164222 (2004 RN9),0.1952337862,0.4365560173,31651.8221739149,42672965.89119005,Earth,False,20.67,False
3404362,(2008 DF5),0.0555334912,0.1241766613,75134.1154870739,4721701.486568537,Earth,False,23.4,False
54016742,(2020 HY5),0.021113244500000003,0.047210649900000005,55143.269085448796,52412273.37638819,Earth,False,25.5,False
3843329,(2019 OE),0.023150212200000003,0.0517654482,24410.1121291561,50343029.50503552,Earth,False,25.3,False
3788893,(2017 UZ44),0.1010543415,0.2259643771,67438.9224819306,17287258.456744246,Earth,False,22.1,False
54050999,(2020 PP1),0.0125474356,0.028056919,11463.1954071515,15263521.68897367,Earth,False,26.63,False
54051288,(2020 QS2),0.010105434200000001,0.0225964377,25567.4704295536,64128060.52989155,Earth,False,27.1,False
3763428,(2016 VT2),0.5815070396,1.30028927,71240.6755904101,43749563.1341748,Earth,False,18.3,False
3766068,(2016 YQ),0.0291443905,0.06516883820000001,23476.403021516202,4705514.278964762,Earth,False,24.8,False
3842872,(2019 LV4),0.0160160338,0.0358129403,41555.925598339105,3155180.419602795,Earth,False,26.1,False
54016713,(2020 HX4),0.014606796399999998,0.0326617897,30418.797449830297,41433310.84449013,Earth,False,26.3,False
2136897,136897 (1998 HJ41),0.5303407232999999,1.1858779086,81553.163527543,72997978.69208321,Earth,False,18.5,False
3685816,(2014 RE11),0.0766575574,0.1714115092,124391.7411785161,58659874.22902118,Earth,False,22.7,False
3724104,(2015 NS13),0.2538370294,0.5675968529,66760.6746934624,34546117.95695768,Earth,False,20.1,False
54135431,(2021 GV3),0.023798795499999997,0.053215724400000004,28966.7180366517,14678110.352400173,Earth,False,25.24,False
54157822,(2015 KX200),0.13018321019999998,0.2910985075,18683.1957097875,49479998.37574001,Earth,False,21.55,False
54269054,(2022 GM1),0.02053785,0.04592402860000001,11854.8527653834,9045769.904864553,Earth,False,25.56,False
54256784,(2022 EK6),0.0163890951,0.036647130800000004,39488.404750047004,59183991.39879148,Earth,False,26.05,False
3479014,(2009 WM105),0.06676594129999999,0.1492931834,21246.286328469,5439306.806061548,Earth,False,23.0,False
3727664,(2015 SB),0.0127219879,0.028447229700000003,33959.0220133891,70171678.89734197,Earth,False,26.6,False
3893491,(2019 WS2),0.08801465210000001,0.1968067451,87644.7987778577,19543741.25119717,Earth,False,22.4,False
3991617,(2020 DM),0.011080388200000001,0.0247765013,26243.9998729342,67957034.01951364,Earth,False,26.9,False
3689349,(2014 SJ142),0.06376097900000001,0.1425738833,48564.632245126,2113638.505334296,Earth,False,23.1,False
3837714,(2019 AQ6),0.1214940408,0.2716689341,13407.5781722677,61039690.30959374,Earth,False,21.7,False
3769816,(2017 DW34),0.0608912622,0.1361570015,110564.2489557791,46842264.18288954,Earth,False,23.2,False
3092124,(1994 GL),0.021113244500000003,0.047210649900000005,51556.7306898641,20037494.032660823,Earth,False,25.5,False
3402204,(2008 CE22),0.0139493823,0.0311917671,32759.9796161178,3175457.88728875,Earth,False,26.4,False
3512285,(2010 FU),0.0305179233,0.0682401509,28625.7229751583,5628211.381765965,Earth,False,24.7,False
54050999,(2020 PP1),0.0125474356,0.028056919,11574.820723758201,10527460.96109446,Earth,False,26.63,False
54054777,(2020 TN),0.012149404099999999,0.0271668934,53826.516782195,44988977.55270082,Earth,False,26.7,False
3765702,(2016 XE18),0.023150212200000003,0.0517654482,34573.4060193987,38399997.36764502,Earth,False,25.3,False
54114210,(2021 CH5),0.011602590800000001,0.0259441818,32552.9304385834,4662311.71561023,Earth,False,26.8,False
3736412,(2015 XX169),0.0088014652,0.0196806745,23161.019858257998,2869387.915725232,Earth,False,27.4,False
3739262,(2016 AO9),0.0921626549,0.2060819612,94152.14091322881,43681712.25728716,Earth,False,22.3,False
54135787,(2021 GD5),0.009650614699999999,0.021579430499999996,89579.9795185598,51972304.87385481,Earth,False,27.2,False
3042555,(2000 LG6),0.0042126461,0.0094197631,16335.934873356799,24651683.10544945,Earth,False,29.0,False
3332535,(2006 JY26),0.0055533491,0.0124176661,14603.8006061094,5349514.948133343,Earth,False,28.4,False
3337834,(2006 OG15),0.2914439045,0.6516883822,48357.8039713982,30147900.576487243,Earth,False,19.8,False
3769409,(2017 DF),0.0127219879,0.028447229700000003,19341.1890654934,802303.205390059,Earth,False,26.6,False
2401857,401857 (2000 PG3),1.6389095149000001,3.6647130843999998,134193.56021154858,66376750.24770364,Earth,False,16.05,False
3600601,(2012 ER3),0.033462237400000004,0.0748238376,45423.11925091981,8590703.297140563,Earth,False,24.5,False
3696300,(2014 WY4),0.042126461100000005,0.0941976306,32443.817957042098,6976965.746531173,Earth,False,24.0,False
54185141,(2021 PA15),0.015507970900000001,0.034676877099999996,54913.865612612404,39454167.45147148,Earth,False,26.17,False
3607683,(2012 PO28),0.0992098919,0.22184006239999998,5729.397319244301,57659718.93948285,Earth,False,22.14,False
54016993,(2020 JG1),0.0183888672,0.0411187571,35487.2817220852,32965219.96621304,Earth,False,25.8,False
54051095,(2020 PU4),0.042126461100000005,0.0941976306,53813.152947860995,22864772.945461225,Earth,False,24.0,False
54130072,(2021 EX),0.0166170902,0.0371569432,13108.6380907077,8746160.900748676,Earth,False,26.02,False
54016296,(2020 FS2),0.0366906138,0.0820427065,29083.888245723,44560727.81427367,Earth,False,24.3,False
3633139,(2013 FQ10),0.0832827346,0.18622585579999998,33166.7219075428,17496198.076786283,Earth,False,22.52,False
3942362,(2019 YK),0.042126461100000005,0.0941976306,50865.1210954055,32239022.91193061,Earth,False,24.0,False
3827142,(2018 QU1),0.0732073989,0.1636967205,45065.3771618924,4188719.027343738,Earth,False,22.8,False
3715907,(2015 GA14),0.0253837029,0.0567596853,22944.3940226276,37837922.26656622,Earth,False,25.1,False
3738929,(2015 YN1),0.16770846220000002,0.3750075218,14039.005672347701,60151683.75606258,Earth,False,21.0,False
2286079,286079 (2001 TW1),0.385971268,0.8630579925,62732.684961060804,43216634.57506256,Earth,False,19.19,False
3590304,(2011 XL1),0.0954014502,0.2133241279,19031.0020178812,53451913.28837772,Earth,False,22.225,False
3670139,(2014 HM178),0.6089126221,1.3615700153999999,77966.1513331535,48750292.36877865,Earth,False,18.2,False
3836088,(2018 VR3),0.011080388200000001,0.0247765013,29205.9020619395,38178893.13696478,Earth,False,26.9,False
3764822,(2016 WY7),0.0802703167,0.1794898848,42214.4008525656,11600924.682214828,Earth,False,22.6,False
54054532,(2020 SO2),0.0291443905,0.06516883820000001,92910.4448782759,66144661.68870016,Earth,False,24.8,False
3459812,(2009 JR2),0.0732073989,0.1636967205,37257.7171338644,22673294.583282813,Earth,False,22.8,False
3837875,(2019 AJ12),0.0201629919,0.04508582059999999,36355.242889142995,4353036.51992324,Earth,False,25.6,False
2523603,523603 (2004 QJ7),0.5041444339,1.1273012246,48603.9867673057,28034433.360714097,Earth,False,18.61,False
3433064,(2008 UN3),0.1010543415,0.2259643771,46251.904331624006,54245486.20143117,Earth,False,22.1,False
54122532,(2021 CD10),0.042126461100000005,0.0941976306,15477.731078496101,34054645.106871985,Earth,False,24.0,False
3724244,(2015 OR21),0.053034072300000006,0.1185877909,6871.9514228326,35930169.93914939,Earth,False,23.5,False
54110072,(2021 CN1),0.027074159100000002,0.0605396602,20961.924938483,14711201.281565875,Earth,False,24.96,False
3648984,(2013 TY68),0.006676594100000001,0.014929318300000001,38951.539889094,2305501.588354981,Earth,False,28.0,False
54236422,(2022 AP3),0.021113244500000003,0.047210649900000005,21198.4022508987,64196320.30263726,Earth,False,25.5,False
3797421,(2018 AF1),0.0664591797,0.1486072436,88379.8819027708,4758425.624403996,Earth,False,23.01,False
3072273,(2001 FR85),0.0291443905,0.06516883820000001,29761.096955049303,39940784.13030018,Earth,False,24.8,False
54130498,(2021 EY1),0.0122618211,0.027418265600000002,40823.4352064605,62114975.51941944,Earth,False,26.68,False
54268444,(2022 GM),0.0056047336,0.0125325654,71774.5582479265,62593117.14979732,Earth,False,28.38,False
3756911,(2016 PD1),0.046190746,0.1032856481,21943.1349377848,69278261.04477781,Earth,False,23.8,False
3309091,(2005 YO3),0.0253837029,0.0567596853,72629.3467666055,57909672.10212708,Earth,False,25.1,False
54100294,(2020 XJ6),0.009216265500000001,0.0206081961,84342.2673647383,69055268.99369667,Earth,False,27.3,False
2369986,369986 (1998 SO),0.20162991940000002,0.4508582062,97722.9121939427,46907322.60609661,Earth,False,20.6,False
54031742,(2020 NF),0.042126461100000005,0.0941976306,70882.8929885138,71056438.59366244,Earth,False,24.0,False
3725655,(2015 PV56),0.0608912622,0.1361570015,10068.0600910996,31399387.16912759,Earth,False,23.2,False
3775041,(2017 KN27),0.022108281,0.0494356193,63582.1693265221,2005012.2456535168,Earth,False,25.4,False
3607086,(2012 PN),0.0305179233,0.0682401509,27334.889235445,7025109.168496915,Earth,False,24.7,False
3749074,(2016 GJ3),0.0555334912,0.1241766613,35276.6024301954,29020105.691503257,Earth,False,23.4,False
3678611,(2014 OA339),0.0366906138,0.0820427065,35447.0667346674,4463119.219586978,Earth,False,24.3,False
3843901,(2019 SZ),0.1838886721,0.41118757100000003,43826.4320212861,39574797.24976383,Earth,False,20.8,False
3794962,(2017 YB1),0.011080388200000001,0.0247765013,22888.4343704328,30634495.27938884,Earth,False,26.9,False
54265886,(2022 FT2),0.011286388,0.0252371308,66269.0806436394,68485276.79934281,Earth,False,26.86,False
3511515,(2010 EG21),0.0350392641,0.0783501764,23672.516643452098,7298312.099066971,Earth,False,24.4,False
3869343,(2019 SO6),0.022108281,0.0494356193,102967.10970983529,930001.652637777,Earth,False,25.4,False
3892652,(2019 VA2),0.0053034072,0.0118587791,70595.708783144,72599317.60220784,Earth,False,28.5,False
3841900,(2019 JD7),0.11131532960000001,0.2489086439,84896.1138511116,71717213.26807988,Earth,False,21.89,False
2352143,352143 (2007 LR32),0.9875406389,2.2082079992,15664.9548154796,48655718.57005653,Earth,False,17.15,False
3659802,(2014 BX32),0.1332155667,0.29787906280000004,32139.977097643798,59480024.17606629,Earth,False,21.5,False
3715533,(2015 GX5),0.20162991940000002,0.4508582062,50468.3554377474,44017125.38729778,Earth,False,20.6,False
3739413,(2016 AU65),0.0766575574,0.1714115092,118750.5098796377,74033734.28041841,Earth,False,22.7,False
54217957,(2021 VP5),0.0361871997,0.0809170384,45596.3707299913,27139407.83968019,Earth,False,24.33,False
3976543,(2020 AZ1),0.0127219879,0.028447229700000003,59355.5273867653,68449252.6149813,Earth,False,26.6,False
3080637,(2001 QJ96),0.0934447651,0.2089488469,54274.8317376071,66676541.07307071,Earth,False,22.27,False
3748335,(2016 FU6),0.0044111820000000005,0.0098637028,36955.0379004628,178854.27664229,Earth,False,28.9,False
3404362,(2008 DF5),0.0555334912,0.1241766613,99590.8871153642,72420048.34107417,Earth,False,23.4,False
3780807,(2017 QR16),0.0732073989,0.1636967205,30905.569576257796,23992633.87790481,Earth,False,22.8,False
3285073,(2005 OU1),0.2538370294,0.5675968529,63837.5839012426,51605651.04113464,Earth,False,20.1,False
3429818,(2008 TC2),0.0555334912,0.1241766613,33442.542444275496,62728889.93264128,Earth,False,23.4,False
3568377,(2011 MQ3),0.0291443905,0.06516883820000001,34714.1697691258,39775484.94657816,Earth,False,24.8,False
3825420,(2018 LU15),0.053034072300000006,0.1185877909,23295.6346780579,14574350.765746873,Earth,False,23.5,False
3840124,(2019 FF),0.014606796399999998,0.0326617897,40421.811937555096,48607352.21734491,Earth,False,26.3,False
3843606,(2019 QX1),0.023150212200000003,0.0517654482,60641.8000963765,7255621.923376977,Earth,False,25.3,False
3160848,(2003 TM1),0.1010543415,0.2259643771,55882.6622199241,11937278.558430946,Earth,False,22.1,False
54225509,(2021 WS4),0.0019613494,0.0043857107,3983.4761187747,11625387.703826152,Earth,False,30.66,False
3653695,(2013 VP13),0.0160160338,0.0358129403,40118.252171592205,2204290.2069399,Earth,False,26.1,False
3578559,(2011 SF3),0.1925550782,0.4305662442,39325.783623026,31149787.01257721,Earth,False,20.7,False
3557784,(2011 BX59),0.0319561887,0.0714562102,47317.292699927806,31351870.54727736,Earth,False,24.6,False
3437805,(2008 VR4),0.06676594129999999,0.1492931834,47038.1824844014,4819178.650832038,Earth,False,23.0,False
3635122,(2013 HU14),0.038419789100000004,0.0859092601,43487.168411696,49151574.75741152,Earth,False,24.2,False
3733145,(2015 VV),0.0350392641,0.0783501764,10469.7747598868,6348016.71745477,Earth,False,24.4,False
2416151,416151 (2002 RQ25),0.1970402621,0.4405954204,50076.657872546,23598248.14555617,Earth,False,20.65,False
3831732,(2018 TW4),0.2757750529,0.6166517648,58475.791459391396,74420347.65543121,Earth,False,19.92,False
3623578,(2013 AQ27),0.0366906138,0.0820427065,17967.819518688102,8795227.910044225,Earth,False,24.3,False
3625129,(2013 BS45),0.0175612318,0.0392681082,52189.2171136904,57282560.11993448,Earth,False,25.9,False
3274695,(2005 FK),0.0555334912,0.1241766613,61852.3691163311,38780381.59206952,Earth,False,23.4,False
3648843,(2013 TQ4),0.0088014652,0.0196806745,22570.0892070161,1901472.238753803,Earth,False,27.4,False
3557533,(2011 CH50),0.1160259082,0.2594418179,51101.2830484084,52523649.12524128,Earth,False,21.8,False
3465951,(2009 QH6),0.08405334019999999,0.1879489824,35722.7021376608,6698401.826691796,Earth,False,22.5,False
3712536,(2015 DC199),0.019255507800000002,0.04305662440000001,26499.382822736803,4600286.733292512,Earth,False,25.7,False
3392366,(2007 VU6),0.013321556699999999,0.0297879063,13410.0357863779,19269473.19875251,Earth,False,26.5,False
2066008,66008 (1998 QH2),1.6617090174,3.7156943217,125805.2028498594,28044364.475153197,Earth,False,16.02,False
3797496,(2018 AW3),0.042126461100000005,0.0941976306,46913.833876064804,8297574.528677988,Earth,False,24.0,False
54051016,(2020 PX1),0.050182810099999996,0.1122121746,56735.5175443876,62440276.73100528,Earth,False,23.62,False
54139092,(2021 HA2),0.0101520787,0.0227007381,37582.7421505115,1293909.152700695,Earth,False,27.09,False
3748484,(2016 FN13),0.009650614699999999,0.021579430499999996,52200.4715974562,56834719.89716,Earth,False,27.2,False
3291100,(2005 SP1),0.058150704000000004,0.130028927,60826.452663418895,2174776.267564405,Earth,False,23.3,False
3467354,(2009 SV17),0.3195618867,0.7145621017,19892.4283388151,21969137.857986428,Earth,False,19.6,False
3370497,(2007 EE26),0.0160160338,0.0358129403,18980.9764129522,3103458.152833255,Earth,False,26.1,False
3406337,(2008 EJ85),0.0253837029,0.0567596853,21017.8919140162,44819569.693398826,Earth,False,25.1,False
3636861,(2013 JE1),0.38419789109999997,0.8590926012000001,76803.0720007954,26463243.92765735,Earth,False,19.2,False
2086878,86878 (2000 HD24),0.7808272775,1.7459828712,60583.7840012971,57711896.46249037,Earth,False,17.66,False
3552577,(2010 WQ7),0.5761757511,1.2883681464,63301.6258875763,71040432.69867711,Earth,False,18.32,False
3714002,(2015 FQ35),0.0201629919,0.04508582059999999,33990.3392823217,868886.8237611391,Earth,False,25.6,False
54266166,(2022 BY39),0.0027450798,0.0061381851000000005,7331.598317197199,11721985.860925108,Earth,False,29.93,False
2376879,376879 (2001 WW1),0.10436502380000001,0.23336728780000002,43673.7267248962,22244662.51757932,Earth,False,22.03,False
3842635,(2019 KU3),0.07880521830000001,0.1762138252,20110.7415791551,19128128.164527226,Earth,False,22.64,False
2358453,358453 (2007 EH88),0.2745079817,0.6138185073,75163.4244870556,38005598.03684999,Earth,False,19.93,False
2367390,367390 (2008 MB5),0.38419789109999997,0.8590926012000001,85321.1601197262,66854086.62266688,Earth,False,19.2,False
3723940,(2015 MO130),0.1214940408,0.2716689341,17365.470198794,38188411.95967416,Earth,False,21.7,False
3795062,(2017 YX4),0.050647145899999996,0.11325046109999999,53952.627241456205,39631349.67272078,Earth,False,23.6,False
3735992,(2015 XH55),0.0038419789,0.008590926,23503.158696307597,43157833.72603908,Earth,False,29.2,False
54123628,(2021 DW1),0.0263363131,0.0588897864,60012.6247903943,63259150.77277695,Earth,False,25.02,False
3756935,(2016 PD2),0.0319561887,0.0714562102,61582.357533582,54364038.53410284,Earth,False,24.6,False
3607529,(2012 PA20),0.09650614699999999,0.2157943048,37269.5797200913,22452944.40066632,Earth,False,22.2,False
3605745,(2012 LA11),0.0160160338,0.0358129403,29281.279939491098,27001772.02480241,Earth,False,26.1,False
3716433,(2015 HA1),0.15295193529999998,0.3420109247,44994.7363802249,24114404.883548453,Earth,False,21.2,False
3799876,(2018 ES3),0.0313729225,0.0701519874,44099.638968532,42339765.20895822,Earth,False,24.64,False
3837710,(2019 AM6),0.1669379118,0.37328451869999996,47927.6390341724,33521391.63614589,Earth,False,21.01,False
3989141,(2020 BY5),0.013321556699999999,0.0297879063,28054.139900988597,4540776.730526086,Earth,False,26.5,False
3802057,(2018 FO3),0.019255507800000002,0.04305662440000001,21591.7838445969,10027546.258325303,Earth,False,25.7,False
3843828,(2019 RR2),0.0127219879,0.028447229700000003,14612.286945278798,24289180.31442605,Earth,False,26.6,False
3842657,(2019 KJ4),0.0088014652,0.0196806745,32605.838225235097,49732330.83266743,Earth,False,27.4,False
54106345,(2021 BM1),0.009216265500000001,0.0206081961,78697.2811099453,72809749.96963589,Earth,False,27.3,False
3769880,(2017 DY35),0.0291443905,0.06516883820000001,35424.1638105293,8639049.663576748,Earth,False,24.8,False
2409342,409342 (2004 XM35),0.2821986791,0.6310154296,8296.2920775086,45950532.40303879,Earth,False,19.87,False
3789616,(2017 WG13),0.046190746,0.1032856481,37694.3496146626,12857092.34180534,Earth,False,23.8,False
3295787,(2005 UN),0.0175612318,0.0392681082,45606.20017656309,44384739.66826292,Earth,False,25.9,False
54246397,(2022 CO5),0.0167708462,0.0375007522,56744.2684598141,3445219.6030954085,Earth,False,26.0,False
3653913,(2013 WC44),0.09650614699999999,0.2157943048,32527.5834584361,56293311.92133914,Earth,False,22.2,False
3553062,(2010 XA11),0.0160160338,0.0358129403,42013.1162462814,1054370.769369071,Earth,False,26.1,False
3408651,(2008 FN6),0.15295193529999998,0.3420109247,31085.7587256811,16912030.452024605,Earth,False,21.2,False
3773931,(2017 GO7),0.2996090839,0.6699462782,34308.9876075971,47723576.06718055,Earth,False,19.74,False
54265879,(2022 FO2),0.0120380177,0.0269178258,62959.147027132996,40027025.86621562,Earth,False,26.72,False
3404763,(2008 ER),0.1460679643,0.32661789739999997,71065.3860650113,66399101.87489736,Earth,False,21.3,False
3685814,(2014 RF11),0.046190746,0.1032856481,23166.6563596058,62785606.40462246,Earth,False,23.8,False
3748227,(2016 FT3),0.2658,0.5943468684000001,54444.755694249696,39696160.07761917,Earth,False,20.0,False
3827336,(2018 RQ2),0.0699125232,0.1563291544,47374.4665033805,7832359.440809791,Earth,False,22.9,False
3541504,(2010 OF101),0.3210369174,0.7178603705,51807.9464497483,41847032.22121458,Earth,False,19.59,False
3781338,(2017 RK),0.021113244500000003,0.047210649900000005,16336.413127349198,4786677.227032857,Earth,False,25.5,False
54016369,(2020 FF5),0.0278326768,0.06223575730000001,19334.5306359773,11760367.01956762,Earth,False,24.9,False
54265773,(2022 FX1),0.0185590173,0.0414992243,49941.387155327,47357842.0070445,Earth,False,25.78,False
3879138,(2019 TL6),0.0802703167,0.1794898848,54061.13659991691,40082037.0571169,Earth,False,22.6,False
3451793,(2009 FJ),0.0278326768,0.06223575730000001,33847.9850731075,1891222.660369049,Earth,False,24.9,False
3771799,(2017 FR63),0.0160160338,0.0358129403,64942.9953696313,70710777.21668811,Earth,False,26.1,False
3512347,(2010 FC6),0.2390864572,0.5346135707,82433.0398861534,71053026.74496093,Earth,False,20.23,False
3485264,(2010 AL30),0.009650614699999999,0.021579430499999996,36331.8538905644,2080080.8607337659,Earth,False,27.2,False
3760082,(2016 TD),0.006376097900000001,0.014257388300000002,76042.4834431249,41822945.87208013,Earth,False,28.1,False
3370284,(2007 ES),0.4836764882,1.0815335068,100300.60010883311,53902683.05632085,Earth,False,18.7,False
