일시,기온,강수량,풍속,습도,증기압,현지기압,전운량,중하층운량,지면온도
2023-01-03 23:00,-5.2,,0.8,50,2.1,1019.2,0,0,-6.7
2023-01-04 00:00,-5.2,,0.8,50,2.1,1019.5,0,0,-6.9
2023-01-04 01:00,-5.2,,0.5,50,2.1,1019.2,0,0,-7.0
2023-01-04 02:00,-5.6,,1.4,52,2.1,1019.0,0,0,-7.1
2023-01-04 03:00,-5.7,,2.0,54,2.2,1019.0,7,7,-7.0
2023-01-04 04:00,-5.1,,2.1,59,2.5,1019.0,8,8,-5.0
2023-01-04 05:00,-4.6,,2.1,59,2.6,1018.9,8,8,-4.2
2023-01-04 06:00,-4.2,,1.5,58,2.6,1019.1,8,8,-4.0
2023-01-04 07:00,-4.0,,1.3,57,2.6,1019.5,8,8,-4.3
2023-01-04 08:00,-4.4,,1.8,58,2.6,1019.9,1,1,-5.7
2023-01-04 09:00,-4.6,,1.9,62,2.7,1020.0,0,0,-5.3
2023-01-04 10:00,-2.6,,2.4,58,2.9,1020.3,0,0,-2.2
2023-01-04 11:00,0.7,,0.9,45,2.9,1020.4,0,0,0.8
2023-01-04 12:00,1.5,,3.0,41,2.8,1020.0,0,0,4.0
2023-01-04 13:00,1.9,,3.5,41,2.9,1019.5,0,0,5.8
2023-01-04 14:00,2.0,,3.8,40,2.8,1019.0,0,0,5.9
2023-01-04 15:00,2.9,,2.6,37,2.8,1018.7,0,0,3.6
2023-01-04 16:00,2.7,,2.6,35,2.6,1018.7,0,0,0.0
2023-01-04 17:00,1.9,,2.6,40,2.8,1018.8,0,0,-0.3
2023-01-04 18:00,0.6,,2.1,46,2.9,1019.1,0,0,-0.6
2023-01-04 19:00,-0.3,,1.7,50,3.0,1019.5,0,0,-1.2
2023-01-04 20:00,-0.9,,1.0,56,3.2,1019.7,0,0,-2.1
2023-01-04 21:00,-2.1,,1.0,52,2.7,1019.8,0,0,-3.1
2023-01-04 22:00,-2.7,,1.5,54,2.7,1019.8,0,0,-4.0
2023-01-04 23:00,-2.8,,1.0,56,2.8,1020.1,1,1,-4.7
2023-01-05 00:00,-3.2,,0.8,61,3.0,1020.3,0,0,-5.3
2023-01-05 01:00,-3.4,,1.1,61,2.9,1020.2,0,0,-5.7
2023-01-05 02:00,-3.7,,0.7,65,3.0,1020.3,0,0,-6.0
2023-01-05 03:00,-3.7,,1.5,65,3.0,1020.7,0,0,-6.2
2023-01-05 04:00,-4.3,,1.1,66,2.9,1020.5,0,0,-6.4
2023-01-05 05:00,-4.7,,2.3,67,2.9,1020.4,0,0,-6.7
2023-01-05 06:00,-5.0,,2.3,69,2.9,1020.6,0,0,-6.9
2023-01-05 07:00,-5.3,,2.5,71,2.9,1020.5,0,0,-7.0
2023-01-05 08:00,-5.6,,2.2,73,3.0,1020.6,0,0,-7.0
2023-01-05 09:00,-4.9,,2.2,73,3.1,1020.9,2,2,-5.0
2023-01-05 10:00,-3.1,,2.4,68,3.3,1021.1,8,8,-1.7
2023-01-05 11:00,-1.2,,2.3,63,3.5,1021.0,7,7,-0.1
2023-01-05 12:00,0.2,,2.2,55,3.4,1020.0,9,9,0.5
2023-01-05 13:00,1.0,,0.7,53,3.5,1019.3,8,8,0.4
2023-01-05 14:00,1.5,,2.4,47,3.2,1018.9,5,5,0.6
2023-01-05 15:00,3.1,,2.3,43,3.3,1018.5,2,2,1.7
2023-01-05 16:00,3.2,,3.1,41,3.1,1018.9,0,0,-0.1
2023-01-05 17:00,2.1,,2.1,40,2.8,1019.1,4,0,-0.3
2023-01-05 18:00,0.9,,2.4,43,2.8,1019.4,2,0,-0.9
2023-01-05 19:00,-0.1,,1.7,46,2.8,1019.5,6,1,-1.9
2023-01-05 20:00,-0.8,,1.4,52,3.0,1019.0,4,1,-3.0
2023-01-05 21:00,-1.1,,1.0,55,3.1,1018.2,7,0,-3.9
2023-01-05 22:00,-1.4,,1.3,56,3.1,1018.5,6,1,-4.4
2023-01-05 23:00,-1.7,,0.3,59,3.2,1018.5,6,2,-4.9
2023-01-06 00:00,-2.1,,1.3,62,3.2,1018.6,7,0,-5.2
2023-01-06 01:00,-2.4,,1.0,66,3.4,1018.5,6,2,-5.4
2023-01-06 02:00,-2.6,,1.8,66,3.3,1018.2,5,5,-5.4
2023-01-06 03:00,-3.2,,2.1,70,3.4,1018.1,5,0,-5.7
2023-01-06 04:00,-3.5,,2.1,74,3.5,1017.5,6,0,-5.6
2023-01-06 05:00,-3.6,,1.8,71,3.3,1017.0,6,0,-5.8
2023-01-06 06:00,-4.0,,1.9,72,3.3,1016.4,2,0,-6.1
2023-01-06 07:00,-4.2,,1.6,77,3.5,1015.7,0,0,-6.2
2023-01-06 08:00,-4.5,,2.1,75,3.3,1015.5,0,0,-6.3
2023-01-06 09:00,-3.6,,2.2,73,3.4,1015.3,0,0,-4.8
2023-01-06 10:00,-1.3,,2.8,65,3.6,1014.7,7,0,-1.7
2023-01-06 11:00,0.9,,1.8,59,3.8,1014.4,6,0,1.0
2023-01-06 12:00,3.1,,1.6,54,4.1,1013.6,8,0,4.3
2023-01-06 13:00,3.7,,2.2,51,4.1,1012.1,9,0,4.7
2023-01-06 14:00,5.2,,1.8,50,4.4,1010.6,5,0,6.1
2023-01-06 15:00,5.3,,2.9,59,5.3,1009.3,2,0,3.8
2023-01-06 16:00,5.2,,1.8,58,5.1,1008.6,0,0,1.4
2023-01-06 17:00,4.5,,1.4,63,5.3,1008.0,8,3,0.5
2023-01-06 18:00,4.3,0.0,2.0,64,5.3,1007.3,9,9,0.3
2023-01-06 19:00,3.8,,3.3,65,5.2,1006.5,9,9,0.0
2023-01-06 20:00,3.0,,3.8,65,4.9,1006.0,9,9,0.0
2023-01-06 21:00,1.6,1.0,2.5,88,6.1,1005.3,10,8,-0.1
2023-01-06 22:00,1.3,,3.2,93,6.2,1004.2,10,8,-0.1
2023-01-06 23:00,0.9,,1.7,95,6.2,1003.8,10,8,-0.1
2023-01-07 00:00,1.0,2.9,1.3,95,6.2,1003.6,10,10,-0.1
2023-01-07 01:00,1.2,,1.7,94,6.2,1003.0,0,0,-0.1
2023-01-07 02:00,1.2,,0.7,95,6.3,1003.2,0,0,-0.1
2023-01-07 03:00,1.6,,1.0,94,6.4,1003.6,10,10,-0.1
2023-01-07 04:00,2.2,,2.0,96,6.9,1003.7,10,9,-0.1
2023-01-07 05:00,2.0,,2.9,98,6.9,1004.1,10,10,-0.1
2023-01-07 06:00,1.8,0.1,3.1,97,6.7,1004.8,10,10,-0.1
2023-01-07 07:00,1.8,,2.8,97,6.7,1005.9,10,10,-0.1
2023-01-07 08:00,1.6,,3.5,92,6.3,1006.9,9,9,-0.1
2023-01-07 09:00,1.6,,2.4,90,6.2,1007.6,9,9,-0.1
2023-01-07 10:00,1.7,,2.9,88,6.1,1008.1,9,9,-0.1
2023-01-07 11:00,2.0,,3.7,84,5.9,1009.0,9,9,0.0
2023-01-07 12:00,2.4,,3.2,75,5.5,1009.0,8,8,0.2
2023-01-07 13:00,3.1,,2.9,71,5.4,1008.4,7,7,3.4
2023-01-07 14:00,3.4,,3.7,68,5.3,1008.7,5,5,2.6
2023-01-07 15:00,3.7,,3.1,66,5.3,1009.0,7,7,2.8
2023-01-07 16:00,3.7,,2.3,66,5.3,1009.4,7,7,2.2
2023-01-07 17:00,2.9,,2.5,68,5.1,1009.9,3,3,-0.6
2023-01-07 18:00,2.0,,1.5,71,5.0,1010.7,1,1,-0.1
2023-01-07 19:00,1.1,,1.1,74,4.9,1011.1,0,0,-0.3
2023-01-07 20:00,0.5,,1.4,78,5.0,1011.6,0,0,-0.4
2023-01-07 21:00,0.2,,1.9,82,5.1,1012.3,0,0,-0.5
2023-01-07 22:00,0.1,,2.4,68,4.2,1012.6,0,0,-0.7
2023-01-07 23:00,-0.9,,1.0,68,3.9,1012.4,0,0,-0.9
2023-01-08 00:00,-1.4,,0.8,72,4.0,1012.5,0,0,-1.0
2023-01-08 01:00,-1.8,,0.7,74,4.0,1012.7,0,0,-1.3
2023-01-08 02:00,-2.0,,1.7,74,3.9,1013.6,8,0,-1.6
2023-01-08 03:00,-2.4,,0.7,77,4.0,1014.1,0,0,-2.1
2023-01-08 04:00,-2.8,,1.5,76,3.8,1013.7,0,0,-2.5
2023-01-08 05:00,-3.1,,1.7,80,3.9,1013.4,0,0,-2.9
2023-01-08 06:00,-3.2,,1.7,86,4.2,1014.1,2,0,-3.2
2023-01-08 07:00,-3.2,,0.2,89,4.3,1014.9,3,0,-3.4
2023-01-08 08:00,-3.7,,2.1,90,4.2,1015.1,0,0,-3.5
2023-01-08 09:00,-3.3,,2.3,90,4.3,1015.4,0,0,-2.6
2023-01-08 10:00,-1.0,,2.2,84,4.8,1015.5,0,0,-0.5
2023-01-08 11:00,1.0,,2.0,76,5.0,1015.1,0,0,0.5
2023-01-08 12:00,2.8,,1.1,67,5.0,1014.6,0,0,1.9
2023-01-08 13:00,4.2,,1.8,54,4.4,1013.9,0,0,3.6
2023-01-08 14:00,4.9,,1.1,52,4.5,1013.3,0,0,5.0
2023-01-08 15:00,5.9,,0.9,47,4.4,1012.8,0,0,3.9
2023-01-08 16:00,5.7,,1.1,49,4.5,1012.7,8,8,1.6
2023-01-08 17:00,4.9,,0.9,54,4.7,1012.9,9,9,0.4
2023-01-08 18:00,4.0,,2.5,59,4.8,1013.2,5,5,-0.1
2023-01-08 19:00,3.5,,2.6,62,4.9,1013.4,8,8,-0.2
2023-01-08 20:00,3.1,,2.9,64,4.9,1013.5,0,0,-0.1
2023-01-08 21:00,3.1,,2.0,64,4.9,1013.7,8,8,0.0
2023-01-08 22:00,3.1,,2.4,64,4.9,1013.6,8,8,0.1
2023-01-08 23:00,3.2,,1.5,63,4.9,1013.4,8,8,0.2
2023-01-09 00:00,3.2,,2.4,64,4.9,1013.1,9,9,0.2
2023-01-09 01:00,3.2,,1.7,65,5.0,1012.6,9,9,0.3
2023-01-09 02:00,3.3,,2.0,65,5.0,1012.3,9,9,0.3
2023-01-09 03:00,3.4,,2.2,66,5.2,1012.3,9,9,0.3
2023-01-09 04:00,3.4,,1.4,66,5.2,1011.7,8,8,0.3
2023-01-09 05:00,3.5,,2.0,66,5.2,1011.6,9,9,0.3
2023-01-09 06:00,3.7,,1.6,66,5.3,1012.0,9,9,0.3
2023-01-09 07:00,3.8,,2.0,74,5.9,1012.5,9,9,0.4
2023-01-09 08:00,3.5,,1.9,72,5.7,1012.8,8,8,0.3
2023-01-09 09:00,3.6,,1.3,74,5.8,1012.9,8,8,0.6
2023-01-09 10:00,4.7,,1.5,72,6.1,1013.1,0,0,2.6
2023-01-09 11:00,5.5,,3.0,65,5.9,1013.3,0,0,6.8
2023-01-09 12:00,6.3,,2.9,59,5.6,1012.8,0,0,8.7
2023-01-09 13:00,6.5,,3.6,51,4.9,1012.4,0,0,8.7
2023-01-09 14:00,6.7,,4.4,51,5.0,1012.1,0,0,8.3
2023-01-09 15:00,5.8,,3.9,51,4.7,1012.3,0,0,5.5
2023-01-09 16:00,5.6,,3.7,46,4.2,1012.9,0,0,1.7
2023-01-09 17:00,4.3,,3.1,45,3.7,1013.5,0,0,-0.1
2023-01-09 18:00,2.8,,3.0,49,3.7,1014.4,0,0,-0.2
2023-01-09 19:00,1.7,,1.1,50,3.5,1015.5,0,0,-0.4
2023-01-09 20:00,0.8,,1.0,53,3.4,1016.1,0,0,-0.5
2023-01-09 21:00,0.6,,2.7,56,3.6,1016.4,0,0,-0.7
2023-01-09 22:00,-0.3,,2.2,58,3.5,1017.0,0,0,-0.8
2023-01-09 23:00,-1.1,,1.7,61,3.5,1017.0,0,0,-1.0
2023-01-10 00:00,-1.3,,1.1,60,3.3,1017.6,0,0,-1.1
2023-01-10 01:00,-2.1,,1.3,62,3.2,1018.0,0,0,-1.2
2023-01-10 02:00,-2.6,,1.4,67,3.4,1018.3,0,0,-1.4
2023-01-10 03:00,-2.8,,2.0,70,3.5,1018.7,0,0,-1.5
2023-01-10 04:00,-3.0,,0.7,72,3.5,1018.9,0,0,-1.7
2023-01-10 05:00,-3.2,,1.8,71,3.4,1018.6,0,0,-1.9
2023-01-10 06:00,-3.8,,2.0,70,3.2,1018.3,0,0,-2.2
2023-01-10 07:00,-3.7,,2.1,73,3.4,1018.7,0,0,-2.5
2023-01-10 08:00,-3.9,,1.6,75,3.5,1019.1,0,0,-2.7
2023-01-10 09:00,-3.2,,2.3,75,3.6,1019.4,0,0,-2.2
2023-01-10 10:00,-0.4,,2.2,66,3.9,1019.6,0,0,-0.4
2023-01-10 11:00,2.2,,2.3,56,4.0,1019.2,0,0,0.9
2023-01-10 12:00,4.5,,1.1,49,4.1,1018.6,0,0,2.2
2023-01-10 13:00,6.4,,0.7,45,4.3,1017.6,0,0,3.9
2023-01-10 14:00,8.2,,1.6,40,4.3,1016.9,0,0,5.5
2023-01-10 15:00,8.8,,1.9,41,4.6,1016.5,0,0,4.7
2023-01-10 16:00,8.5,,2.3,40,4.4,1016.3,0,0,1.5
2023-01-10 17:00,6.8,,2.1,44,4.3,1016.0,1,0,-0.3
2023-01-10 18:00,4.9,,1.6,51,4.4,1016.2,1,0,-0.2
2023-01-10 19:00,4.2,,1.0,52,4.3,1016.7,9,5,-0.2
2023-01-10 20:00,3.5,,1.8,55,4.3,1016.8,10,8,-0.2
2023-01-10 21:00,2.9,,0.4,57,4.3,1016.8,7,0,-0.3
2023-01-10 22:00,2.2,,0.4,62,4.4,1016.2,6,6,-0.3
2023-01-10 23:00,1.9,,0.4,63,4.4,1015.9,6,6,-0.4
2023-01-11 00:00,1.2,,1.8,66,4.4,1016.0,3,0,-0.6
2023-01-11 01:00,0.4,,2.0,70,4.4,1016.0,0,0,-0.7
2023-01-11 02:00,-0.3,,1.6,68,4.1,1016.0,0,0,-0.8
2023-01-11 03:00,-0.6,,0.8,73,4.3,1016.0,0,0,-1.0
2023-01-11 04:00,-0.8,,0.5,78,4.5,1015.9,0,0,-1.2
2023-01-11 05:00,-1.0,,1.4,78,4.4,1016.1,0,0,-1.4
2023-01-11 06:00,-1.1,,0.8,80,4.5,1016.0,0,0,-1.7
2023-01-11 07:00,-1.5,,1.4,83,4.5,1016.4,0,0,-2.1
2023-01-11 08:00,-1.9,,2.1,84,4.5,1016.5,0,0,-2.3
2023-01-11 09:00,-1.5,,2.0,83,4.5,1016.9,0,0,-1.7
2023-01-11 10:00,0.8,,1.3,78,5.0,1017.3,0,0,-0.3
2023-01-11 11:00,3.6,,1.9,65,5.2,1016.5,0,0,0.7
2023-01-11 12:00,5.3,,1.1,56,5.0,1015.8,0,0,2.5
2023-01-11 13:00,7.0,,1.8,47,4.7,1015.2,0,0,4.8
2023-01-11 14:00,8.8,,2.4,35,4.0,1014.7,0,0,6.4
2023-01-11 15:00,8.3,,2.5,33,3.6,1014.5,0,0,5.0
2023-01-11 16:00,8.6,,1.6,35,3.9,1014.3,0,0,1.8
2023-01-11 17:00,7.2,,1.8,41,4.2,1014.2,0,0,-0.2
2023-01-11 18:00,5.4,,1.7,48,4.3,1014.0,4,0,-0.1
2023-01-11 19:00,4.5,,0.6,51,4.3,1013.8,8,6,-0.2
2023-01-11 20:00,3.6,,1.6,56,4.4,1013.6,5,5,-0.3
2023-01-11 21:00,3.2,,0.9,56,4.3,1013.4,7,0,-0.3
2023-01-11 22:00,3.0,,1.3,63,4.8,1013.8,5,5,-0.4
2023-01-11 23:00,2.3,,1.9,64,4.6,1014.0,7,7,-0.5
2023-01-12 00:00,1.5,,2.1,66,4.5,1013.7,0,0,-0.6
2023-01-12 01:00,1.1,,1.6,61,4.1,1013.6,5,3,-0.6
2023-01-12 02:00,0.7,,1.8,61,3.9,1014.0,8,7,-0.7
2023-01-12 03:00,0.5,,2.1,64,4.1,1014.1,3,0,-0.8
2023-01-12 04:00,-0.1,,2.1,68,4.1,1013.7,2,0,-1.0
2023-01-12 05:00,-0.3,,2.0,68,4.1,1013.5,0,0,-1.2
2023-01-12 06:00,-0.3,,1.9,69,4.1,1013.6,0,0,-1.5
2023-01-12 07:00,-0.5,,2.1,70,4.1,1013.8,0,0,-1.7
2023-01-12 08:00,-0.3,,2.9,70,4.2,1014.0,0,0,-1.9
2023-01-12 09:00,1.4,,2.6,61,4.1,1014.2,0,0,-1.2
2023-01-12 10:00,3.8,,2.5,53,4.2,1014.1,0,0,-0.2
2023-01-12 11:00,6.2,,2.4,44,4.2,1013.9,0,0,1.1
2023-01-12 12:00,8.1,,2.3,38,4.1,1012.9,0,0,3.1
2023-01-12 13:00,9.8,,1.7,34,4.1,1011.5,0,0,5.9
2023-01-12 14:00,11.3,,1.7,29,3.9,1010.6,0,0,7.8
2023-01-12 15:00,11.9,,2.4,27,3.8,1010.3,0,0,6.5
2023-01-12 16:00,12.5,,1.9,28,4.1,1010.0,0,0,3.1
2023-01-12 17:00,11.6,,1.2,33,4.5,1009.7,0,0,0.9
2023-01-12 18:00,9.3,,1.9,34,4.0,1009.9,0,0,-0.1
2023-01-12 19:00,8.1,,2.5,38,4.1,1009.4,0,0,-0.2
2023-01-12 20:00,7.5,,1.8,38,3.9,1008.9,1,0,-0.2
2023-01-12 21:00,7.4,,3.1,35,3.6,1008.3,1,1,-0.2
2023-01-12 22:00,7.9,,2.5,35,3.7,1008.1,9,6,-0.1
2023-01-12 23:00,8.5,,2.7,36,4.0,1007.9,7,7,-0.1
2023-01-13 00:00,8.5,0.0,3.1,45,5.0,1007.3,10,6,0.1
2023-01-13 01:00,7.3,,3.0,61,6.2,1006.6,10,8,0.4
2023-01-13 02:00,5.7,,3.4,86,7.8,1005.9,10,9,1.8
2023-01-13 03:00,5.1,10.8,5.2,97,8.5,1005.0,10,9,1.9
2023-01-13 04:00,5.6,,3.9,97,8.8,1004.2,10,8,2.0
2023-01-13 05:00,6.2,,3.9,99,9.3,1002.7,10,8,2.3
2023-01-13 06:00,6.8,6.5,4.6,100,9.8,1001.9,10,8,2.8
2023-01-13 07:00,7.6,,4.4,100,10.4,1000.6,10,9,3.5
2023-01-13 08:00,8.0,,4.8,100,10.6,1000.2,10,8,3.6
2023-01-13 09:00,8.2,18.3,3.7,100,10.8,999.9,10,7,3.7
2023-01-13 10:00,8.4,,2.6,100,10.9,999.6,10,7,3.4
2023-01-13 11:00,8.7,,3.1,100,11.2,999.2,10,8,4.0
2023-01-13 12:00,9.0,0.5,1.3,99,11.3,998.4,10,10,3.6
2023-01-13 13:00,9.2,,2.0,98,11.3,997.8,10,10,3.7
2023-01-13 14:00,9.4,,1.5,100,11.7,997.5,10,10,4.1
2023-01-13 15:00,9.8,0.2,0.5,100,12.0,997.7,10,10,4.2
2023-01-13 16:00,10.0,,1.0,99,12.1,998.2,10,10,4.2
2023-01-13 17:00,10.0,,1.2,100,12.2,998.5,10,10,3.8
2023-01-13 18:00,9.9,0.7,1.1,98,11.9,999.4,10,10,3.2
2023-01-13 19:00,9.7,,1.3,99,11.9,1000.3,10,10,3.0
2023-01-13 20:00,9.4,,1.1,99,11.6,1000.5,10,10,3.1
2023-01-13 21:00,9.2,0.2,1.4,99,11.5,1000.8,10,10,3.1
2023-01-13 22:00,9.1,,1.0,99,11.4,1001.4,10,10,2.7
2023-01-13 23:00,8.9,,1.4,98,11.1,1001.0,10,10,3.1
2023-01-14 00:00,8.4,0.1,1.8,100,10.9,1001.2,10,10,3.2
2023-01-14 01:00,8.3,,1.3,99,10.8,1001.0,10,10,2.8
2023-01-14 02:00,8.1,,1.0,99,10.6,1001.6,10,10,2.8
2023-01-14 03:00,7.8,0.1,1.9,100,10.5,1001.7,10,10,2.7
2023-01-14 04:00,7.8,,0.5,100,10.5,1001.0,10,10,2.3
2023-01-14 05:00,7.8,,0.9,99,10.4,1001.0,10,10,2.5
2023-01-14 06:00,7.8,0.0,0.1,100,10.5,1000.9,10,10,2.5
2023-01-14 07:00,7.9,,1.3,99,10.5,1001.2,10,10,2.5
2023-01-14 08:00,7.6,,1.0,100,10.4,1001.7,10,10,2.6
2023-01-14 09:00,7.7,0.1,1.3,100,10.4,1002.3,10,10,2.9
2023-01-14 10:00,7.9,,2.0,100,10.6,1002.8,10,10,3.3
2023-01-14 11:00,7.9,,2.2,98,10.4,1003.1,10,10,3.8
2023-01-14 12:00,8.0,0.9,2.2,99,10.6,1002.7,10,10,4.5
2023-01-14 13:00,8.0,,2.6,95,10.2,1002.4,10,10,5.4
2023-01-14 14:00,7.6,,4.1,97,10.1,1002.1,10,10,5.8
2023-01-14 15:00,7.3,0.5,4.3,91,9.3,1001.7,9,9,6.0
2023-01-14 16:00,6.7,,4.1,87,8.5,1002.0,9,9,4.3
2023-01-14 17:00,6.4,,4.2,85,8.1,1003.0,9,9,3.4
2023-01-14 18:00,5.9,,3.6,84,7.7,1004.3,9,9,2.7
2023-01-14 19:00,5.4,,3.7,84,7.5,1004.9,10,10,2.2
2023-01-14 20:00,5.0,,3.6,86,7.5,1005.2,9,9,2.0
2023-01-14 21:00,4.7,0.0,3.7,84,7.2,1006.1,10,8,1.7
2023-01-14 22:00,4.3,,3.3,87,7.2,1005.9,10,6,1.5
2023-01-14 23:00,4.0,,4.8,87,7.1,1005.3,10,6,1.4
2023-01-15 00:00,3.8,0.0,3.6,85,6.8,1005.8,10,8,1.3
2023-01-15 01:00,3.7,,3.7,89,7.1,1005.4,10,10,1.2
2023-01-15 02:00,3.2,,2.9,97,7.4,1005.7,10,10,1.2
2023-01-15 03:00,3.0,0.7,3.0,97,7.3,1005.8,10,10,1.1
2023-01-15 04:00,2.9,,1.9,98,7.4,1006.0,10,10,1.0
2023-01-15 05:00,2.8,,2.5,97,7.2,1005.6,10,10,1.0
2023-01-15 06:00,2.6,1.1,2.1,98,7.2,1005.4,10,10,0.9
2023-01-15 07:00,2.2,,2.5,98,7.0,1005.7,10,10,0.7
2023-01-15 08:00,1.4,,2.7,97,6.5,1006.2,10,9,0.2
2023-01-15 09:00,0.8,0.9,3.0,98,6.3,1006.6,10,8,0.0
