일시,기온,강수량,풍속,습도,증기압,현지기압,전운량,중하층운량,지면온도
2022-01-04 21:00,-3.5,,0.8,37,1.7,1017.9,0,0,-3.7
2022-01-04 22:00,-4.4,,1.0,41,1.8,1017.7,0,0,-4.5
2022-01-04 23:00,-5.1,,1.5,42,1.8,1018.0,0,0,-5.2
2022-01-05 00:00,-5.6,,1.3,45,1.8,1018.5,0,0,-5.7
2022-01-05 01:00,-6.0,,1.3,48,1.9,1018.1,6,0,-6.1
2022-01-05 02:00,-6.6,,2.2,49,1.8,1018.2,0,0,-6.2
2022-01-05 03:00,-7.0,,1.0,52,1.9,1018.5,0,0,-6.7
2022-01-05 04:00,-7.2,,1.9,52,1.8,1018.0,0,0,-6.8
2022-01-05 05:00,-7.3,,1.8,54,1.9,1017.8,0,0,-6.7
2022-01-05 06:00,-7.6,,2.4,55,1.9,1018.1,6,0,-6.9
2022-01-05 07:00,-7.7,,2.3,57,2.0,1017.9,7,0,-6.7
2022-01-05 08:00,-7.5,,2.6,58,2.0,1018.2,7,0,-6.2
2022-01-05 09:00,-6.4,,0.9,56,2.1,1018.0,7,0,-4.5
2022-01-05 10:00,-4.4,,1.3,50,2.2,1018.3,8,0,-2.5
2022-01-05 11:00,-2.4,,1.5,46,2.4,1018.3,10,0,-0.3
2022-01-05 12:00,-0.6,,2.3,41,2.4,1017.4,10,0,1.0
2022-01-05 13:00,0.5,,2.0,37,2.3,1016.1,10,0,1.5
2022-01-05 14:00,1.3,,2.3,35,2.3,1015.7,10,0,2.8
2022-01-05 15:00,1.7,,1.5,36,2.5,1015.4,10,0,1.7
2022-01-05 16:00,1.8,,1.3,36,2.5,1015.1,10,0,0.5
2022-01-05 17:00,1.4,,1.2,38,2.6,1015.6,10,0,-0.1
2022-01-05 18:00,0.7,,2.0,42,2.7,1015.7,10,0,-0.3
2022-01-05 19:00,0.1,,1.3,42,2.6,1016.0,10,9,-0.7
2022-01-05 20:00,-0.6,,1.6,44,2.6,1016.0,9,9,-1.2
2022-01-05 21:00,-1.0,,2.0,46,2.6,1016.3,8,8,-1.8
2022-01-05 22:00,-1.3,,2.2,46,2.6,1016.6,7,7,-2.6
2022-01-05 23:00,-1.9,,1.2,48,2.6,1016.4,8,8,-3.1
2022-01-06 00:00,-2.5,,1.7,53,2.7,1016.1,7,0,-3.6
2022-01-06 01:00,-3.1,,1.5,53,2.6,1015.9,0,0,-4.3
2022-01-06 02:00,-3.7,,0.9,55,2.6,1015.7,0,0,-4.8
2022-01-06 03:00,-4.5,,1.6,59,2.6,1016.3,0,0,-5.3
2022-01-06 04:00,-4.8,,2.1,62,2.7,1016.3,0,0,-5.4
2022-01-06 05:00,-4.6,,2.8,62,2.7,1016.3,0,0,-5.4
2022-01-06 06:00,-5.4,,2.2,60,2.5,1016.8,0,0,-5.7
2022-01-06 07:00,-5.5,,1.5,60,2.4,1017.6,0,0,-5.9
2022-01-06 08:00,-5.9,,2.5,62,2.4,1018.1,0,0,-6.0
2022-01-06 09:00,-5.1,,2.3,62,2.6,1018.6,0,0,-5.0
2022-01-06 10:00,-3.0,,2.0,53,2.6,1019.2,0,0,-1.7
2022-01-06 11:00,-1.1,,2.7,41,2.3,1019.1,0,0,1.0
2022-01-06 12:00,0.3,,3.4,35,2.2,1018.3,0,0,5.6
2022-01-06 13:00,1.7,,4.2,33,2.3,1017.4,0,0,7.3
2022-01-06 14:00,2.8,,4.2,31,2.3,1017.1,0,0,6.7
2022-01-06 15:00,2.8,,2.6,31,2.3,1016.9,0,0,4.1
2022-01-06 16:00,3.1,,1.6,31,2.4,1017.0,0,0,0.4
2022-01-06 17:00,2.0,,2.2,33,2.3,1017.5,0,0,-0.4
2022-01-06 18:00,0.7,,2.2,35,2.3,1018.1,0,0,-1.2
2022-01-06 19:00,0.0,,3.2,37,2.3,1018.7,0,0,-1.8
2022-01-06 20:00,-1.2,,1.8,41,2.3,1018.9,0,0,-2.5
2022-01-06 21:00,-1.9,,1.8,43,2.3,1019.2,0,0,-2.9
2022-01-06 22:00,-2.7,,1.7,47,2.4,1019.5,0,0,-3.6
2022-01-06 23:00,-3.4,,1.6,50,2.4,1019.6,0,0,-4.1
2022-01-07 00:00,-4.2,,1.3,52,2.3,1019.6,0,0,-4.8
2022-01-07 01:00,-4.5,,0.9,54,2.4,1019.6,0,0,-5.3
2022-01-07 02:00,-4.8,,1.1,57,2.4,1019.8,0,0,-5.7
2022-01-07 03:00,-5.0,,1.2,56,2.4,1020.0,0,0,-5.9
2022-01-07 04:00,-5.3,,0.6,58,2.4,1019.9,0,0,-6.1
2022-01-07 05:00,-5.4,,1.4,57,2.3,1019.9,0,0,-6.3
2022-01-07 06:00,-5.7,,1.6,59,2.4,1020.0,0,0,-6.5
2022-01-07 07:00,-5.8,,1.3,62,2.5,1020.3,0,0,-6.7
2022-01-07 08:00,-5.8,,1.3,64,2.5,1020.4,0,0,-6.7
2022-01-07 09:00,-5.3,,1.5,63,2.6,1020.7,0,0,-5.6
2022-01-07 10:00,-3.0,,1.1,59,2.9,1020.8,0,0,-1.8
2022-01-07 11:00,0.3,,0.8,48,3.0,1020.4,0,0,1.2
2022-01-07 12:00,1.9,,2.4,37,2.6,1019.4,0,0,5.2
2022-01-07 13:00,2.5,,1.7,32,2.3,1018.7,0,0,8.1
2022-01-07 14:00,3.7,,2.4,24,1.9,1018.1,0,0,7.9
2022-01-07 15:00,4.2,,2.1,24,2.0,1017.7,0,0,4.9
2022-01-07 16:00,4.4,,2.4,21,1.8,1017.6,0,0,0.6
2022-01-07 17:00,2.8,,2.3,25,1.9,1017.5,0,0,-0.3
2022-01-07 18:00,1.4,,2.1,33,2.2,1017.6,0,0,-1.0
2022-01-07 19:00,0.3,,1.8,41,2.6,1017.9,0,0,-1.5
2022-01-07 20:00,-0.5,,1.8,46,2.7,1018.1,0,0,-2.0
2022-01-07 21:00,-1.3,,2.1,50,2.8,1018.0,0,0,-2.6
2022-01-07 22:00,-1.9,,1.8,53,2.8,1017.7,0,0,-3.0
2022-01-07 23:00,-2.2,,1.0,55,2.9,1017.5,0,0,-3.7
2022-01-08 00:00,-2.8,,0.7,55,2.7,1017.2,0,0,-4.3
2022-01-08 01:00,-3.1,,0.8,54,2.6,1016.8,0,0,-4.8
2022-01-08 02:00,-3.3,,0.1,53,2.5,1016.8,0,0,-5.1
2022-01-08 03:00,-3.6,,0.1,54,2.5,1017.0,0,0,-5.4
2022-01-08 04:00,-3.9,,1.9,55,2.5,1016.4,0,0,-5.5
2022-01-08 05:00,-4.3,,1.9,56,2.5,1015.8,0,0,-5.7
2022-01-08 06:00,-4.7,,2.4,59,2.5,1015.7,2,2,-5.8
2022-01-08 07:00,-4.9,,2.0,60,2.6,1015.5,1,1,-5.7
2022-01-08 08:00,-4.9,,2.3,61,2.6,1015.6,1,1,-5.4
2022-01-08 09:00,-4.0,,2.2,60,2.7,1015.4,4,4,-3.8
2022-01-08 10:00,-2.4,,2.1,58,3.0,1015.5,9,9,-1.3
2022-01-08 11:00,-0.8,,2.3,53,3.0,1014.8,9,9,0.0
2022-01-08 12:00,0.6,,1.2,50,3.2,1013.9,8,8,1.6
2022-01-08 13:00,2.3,,1.1,52,3.8,1012.9,9,9,2.0
2022-01-08 14:00,3.1,,0.6,53,4.1,1012.1,9,9,2.0
2022-01-08 15:00,3.2,0.0,1.8,65,5.0,1012.0,9,9,0.9
2022-01-08 16:00,3.5,,2.6,72,5.7,1011.8,9,9,0.7
2022-01-08 17:00,3.7,,2.8,71,5.7,1011.6,9,9,0.2
2022-01-08 18:00,3.6,,2.3,72,5.7,1011.8,6,6,-0.3
2022-01-08 19:00,3.6,,2.3,74,5.8,1011.9,8,8,-0.1
2022-01-08 20:00,3.3,,1.5,76,5.9,1011.9,8,8,-0.3
2022-01-08 21:00,3.4,,1.3,77,6.0,1011.7,9,9,-0.1
2022-01-08 22:00,3.4,,1.0,78,6.1,1011.5,9,9,-0.1
2022-01-08 23:00,3.5,,1.9,78,6.1,1011.2,9,9,0.0
2022-01-09 00:00,3.7,,1.5,77,6.1,1010.8,9,9,0.1
2022-01-09 01:00,3.7,,2.1,80,6.3,1010.5,7,7,0.1
2022-01-09 02:00,3.3,,2.2,82,6.3,1010.6,7,7,0.0
2022-01-09 03:00,2.5,,1.3,83,6.1,1010.9,6,6,-0.6
2022-01-09 04:00,1.4,,2.0,85,5.8,1010.9,3,1,-1.0
2022-01-09 05:00,0.5,,2.6,86,5.5,1011.0,3,1,-1.4
2022-01-09 06:00,-0.1,,2.7,88,5.4,1011.2,5,0,-1.8
2022-01-09 07:00,-0.9,,1.5,88,5.0,1011.5,4,0,-2.2
2022-01-09 08:00,-0.6,,2.0,90,5.3,1011.9,6,6,-1.3
2022-01-09 09:00,-0.6,,1.0,88,5.2,1012.1,6,6,-0.9
2022-01-09 10:00,-0.3,,1.4,89,5.4,1012.4,7,7,-0.3
2022-01-09 11:00,1.0,,1.2,85,5.6,1012.6,7,7,2.1
2022-01-09 12:00,2.2,,2.0,75,5.4,1012.2,8,8,3.5
2022-01-09 13:00,3.3,,1.0,66,5.1,1011.4,5,5,5.4
2022-01-09 14:00,4.9,,1.8,58,5.0,1011.0,3,3,7.2
2022-01-09 15:00,5.4,,1.7,52,4.7,1011.0,0,0,4.9
2022-01-09 16:00,5.3,,1.6,47,4.2,1011.0,0,0,1.8
2022-01-09 17:00,3.8,,2.1,50,4.0,1011.1,1,0,-0.2
2022-01-09 18:00,2.2,,1.1,53,3.8,1011.5,0,0,-0.6
2022-01-09 19:00,1.4,,1.3,57,3.8,1012.0,0,0,-1.0
2022-01-09 20:00,0.8,,1.6,61,4.0,1012.3,0,0,-1.2
2022-01-09 21:00,0.1,,1.4,62,3.8,1012.5,0,0,-1.5
2022-01-09 22:00,-0.3,,1.1,66,4.0,1012.4,0,0,-1.9
2022-01-09 23:00,-0.8,,0.9,68,3.9,1012.2,0,0,-2.3
2022-01-10 00:00,-1.2,,1.5,71,4.0,1012.3,0,0,-2.5
2022-01-10 01:00,-1.6,,1.0,73,4.0,1012.1,0,0,-2.7
2022-01-10 02:00,-1.8,,1.5,75,4.0,1012.0,5,0,-3.0
2022-01-10 03:00,-1.9,,1.1,76,4.1,1012.5,7,0,-3.2
2022-01-10 04:00,-2.1,,0.8,77,4.1,1012.5,2,0,-3.6
2022-01-10 05:00,-2.7,,2.3,80,4.0,1011.9,2,0,-3.7
2022-01-10 06:00,-3.1,,2.3,81,3.9,1012.0,0,0,-4.1
2022-01-10 07:00,-3.3,,2.3,82,3.9,1012.3,0,0,-4.3
2022-01-10 08:00,-3.3,,2.0,84,4.0,1012.0,2,0,-4.5
2022-01-10 09:00,-3.0,,1.6,83,4.1,1012.4,2,0,-3.5
2022-01-10 10:00,-1.0,,1.7,78,4.4,1012.5,5,0,-1.1
2022-01-10 11:00,1.5,,1.9,69,4.7,1011.7,7,0,1.7
2022-01-10 12:00,3.7,,1.1,60,4.8,1010.5,8,0,3.7
2022-01-10 13:00,4.2,,2.4,53,4.4,1009.7,9,0,4.6
2022-01-10 14:00,4.4,,2.1,44,3.7,1009.1,9,3,4.2
2022-01-10 15:00,4.0,,2.8,40,3.2,1008.9,9,6,3.2
2022-01-10 16:00,3.5,,2.1,46,3.6,1008.8,10,10,1.4
2022-01-10 17:00,3.0,,2.5,53,4.0,1008.3,10,10,0.2
2022-01-10 18:00,2.4,,2.1,56,4.1,1008.1,10,6,-0.4
2022-01-10 19:00,2.0,,2.3,55,3.9,1008.5,10,8,-0.1
2022-01-10 20:00,1.8,,2.4,52,3.6,1007.8,10,7,-0.2
2022-01-10 21:00,1.4,0.0,1.9,58,3.9,1007.3,10,6,-0.2
2022-01-10 22:00,1.0,,2.2,66,4.3,1007.1,10,7,-0.2
2022-01-10 23:00,0.3,,1.9,82,5.1,1006.8,10,8,-0.2
2022-01-11 00:00,0.3,0.9,2.8,92,5.8,1006.2,10,8,-0.2
2022-01-11 01:00,-1.2,,4.6,83,4.6,1006.4,10,8,-0.3
2022-01-11 02:00,-2.7,,4.4,72,3.6,1006.4,0,0,-0.6
2022-01-11 03:00,-4.3,0.2,4.5,71,3.2,1006.7,3,3,-1.1
2022-01-11 04:00,-5.9,,5.6,66,2.6,1006.5,0,0,-1.5
2022-01-11 05:00,-7.1,,4.6,67,2.4,1006.5,0,0,-2.1
2022-01-11 06:00,-7.9,,4.7,66,2.2,1007.3,0,0,-2.6
2022-01-11 07:00,-8.7,,3.7,62,2.0,1008.2,0,0,-3.1
2022-01-11 08:00,-9.3,,3.9,62,1.9,1008.5,0,0,-3.6
2022-01-11 09:00,-9.3,,3.2,61,1.8,1009.2,0,0,-3.7
2022-01-11 10:00,-8.5,,3.4,54,1.7,1010.0,0,0,-2.3
2022-01-11 11:00,-7.6,,4.2,50,1.7,1010.1,0,0,-0.7
2022-01-11 12:00,-7.0,,5.7,48,1.7,1009.9,0,0,0.3
2022-01-11 13:00,-5.9,,4.7,47,1.8,1009.3,0,0,2.7
2022-01-11 14:00,-5.4,,4.4,44,1.8,1009.3,0,0,3.9
2022-01-11 15:00,-4.9,,4.1,40,1.7,1009.1,0,0,1.6
2022-01-11 16:00,-4.8,,3.7,39,1.7,1009.8,0,0,-0.2
2022-01-11 17:00,-5.5,,2.9,42,1.7,1010.4,0,0,-1.4
2022-01-11 18:00,-6.7,,3.7,47,1.7,1011.4,0,0,-3.0
2022-01-11 19:00,-7.5,,3.1,49,1.7,1012.4,0,0,-4.3
2022-01-11 20:00,-8.3,,3.1,52,1.7,1013.1,0,0,-5.2
2022-01-11 21:00,-9.0,,2.9,54,1.7,1013.5,0,0,-5.9
2022-01-11 22:00,-9.6,,2.7,56,1.7,1013.9,0,0,-6.5
2022-01-11 23:00,-10.0,,3.0,56,1.6,1013.8,0,0,-6.8
2022-01-12 00:00,-10.2,,2.6,57,1.6,1013.7,0,0,-7.1
2022-01-12 01:00,-10.7,,1.5,57,1.6,1013.5,0,0,-7.4
2022-01-12 02:00,-11.0,,0.6,61,1.6,1013.4,0,0,-7.7
2022-01-12 03:00,-11.3,,1.1,63,1.6,1013.6,0,0,-7.8
2022-01-12 04:00,-11.3,,1.7,63,1.6,1013.3,0,0,-7.9
2022-01-12 05:00,-11.1,,2.3,59,1.6,1012.9,0,0,-8.0
2022-01-12 06:00,-11.0,,2.7,58,1.5,1013.0,0,0,-8.0
2022-01-12 07:00,-11.2,,1.5,59,1.5,1012.9,0,0,-8.1
2022-01-12 08:00,-11.2,,1.8,59,1.5,1013.2,0,0,-8.0
2022-01-12 09:00,-10.2,,3.1,54,1.5,1013.4,0,0,-7.2
2022-01-12 10:00,-8.8,,3.1,48,1.5,1013.4,0,0,-3.4
2022-01-12 11:00,-7.3,,2.5,46,1.6,1013.1,0,0,-0.4
2022-01-12 12:00,-6.6,,2.9,42,1.6,1012.2,0,0,3.0
2022-01-12 13:00,-5.5,,3.0,42,1.7,1011.4,1,0,5.6
2022-01-12 14:00,-3.9,,3.6,36,1.6,1011.0,1,0,5.5
2022-01-12 15:00,-4.1,,3.0,35,1.6,1010.8,3,0,2.7
2022-01-12 16:00,-4.0,,3.5,35,1.6,1010.9,6,0,-0.2
2022-01-12 17:00,-4.6,,2.0,39,1.7,1010.9,7,0,-0.8
2022-01-12 18:00,-5.1,,3.1,41,1.7,1011.2,7,0,-2.3
2022-01-12 19:00,-5.5,,2.9,47,1.9,1011.8,5,0,-3.4
2022-01-12 20:00,-5.8,,3.2,44,1.7,1011.4,8,0,-4.1
2022-01-12 21:00,-5.9,,2.7,43,1.7,1011.2,8,0,-4.1
2022-01-12 22:00,-6.1,,2.6,44,1.7,1010.9,9,0,-4.8
2022-01-12 23:00,-6.5,,2.2,46,1.7,1010.7,3,0,-5.4
2022-01-13 00:00,-7.1,,2.1,46,1.7,1010.3,4,0,-5.9
2022-01-13 01:00,-7.2,,0.8,46,1.6,1009.9,8,0,-5.1
2022-01-13 02:00,-7.3,,0.7,46,1.6,1009.5,9,0,-5.3
2022-01-13 03:00,-7.0,,1.6,44,1.6,1009.3,8,5,-5.2
2022-01-13 04:00,-7.2,,1.3,44,1.6,1008.5,8,6,-5.7
2022-01-13 05:00,-7.4,,1.3,48,1.7,1008.3,7,5,-5.8
2022-01-13 06:00,-7.2,,1.1,52,1.8,1008.6,9,9,-5.3
2022-01-13 07:00,-6.9,,2.4,53,1.9,1009.3,4,4,-6.1
2022-01-13 08:00,-7.2,,4.2,52,1.8,1009.7,0,0,-6.5
2022-01-13 09:00,-6.9,,3.6,49,1.8,1010.4,0,0,-5.8
2022-01-13 10:00,-5.8,,4.4,47,1.9,1010.6,1,1,-2.6
2022-01-13 11:00,-5.0,,5.6,45,1.9,1010.9,1,1,-0.1
2022-01-13 12:00,-4.4,,5.2,40,1.8,1010.5,1,1,3.2
2022-01-13 13:00,-4.1,,4.9,35,1.6,1010.1,0,0,5.6
2022-01-13 14:00,-3.8,,4.4,34,1.6,1009.9,0,0,5.6
2022-01-13 15:00,-3.3,,4.3,33,1.6,1009.8,0,0,2.7
2022-01-13 16:00,-3.8,,4.2,35,1.6,1010.6,0,0,-0.5
2022-01-13 17:00,-4.9,,5.5,40,1.7,1011.1,0,0,-1.5
2022-01-13 18:00,-6.1,,4.5,45,1.7,1011.9,0,0,-3.3
2022-01-13 19:00,-6.8,,4.6,47,1.7,1012.9,0,0,-4.5
2022-01-13 20:00,-7.4,,3.3,49,1.7,1013.4,0,0,-5.3
2022-01-13 21:00,-7.7,,2.7,50,1.7,1013.8,0,0,-6.0
2022-01-13 22:00,-8.1,,1.7,50,1.7,1014.3,0,0,-6.5
2022-01-13 23:00,-8.5,,1.8,51,1.6,1014.3,0,0,-7.0
2022-01-14 00:00,-8.9,,1.1,53,1.7,1014.4,0,0,-7.4
2022-01-14 01:00,-9.5,,1.0,53,1.6,1014.4,0,0,-7.8
2022-01-14 02:00,-9.5,,0.4,53,1.6,1014.6,0,0,-7.9
2022-01-14 03:00,-9.7,,0.7,53,1.6,1014.9,0,0,-8.2
2022-01-14 04:00,-9.7,,1.3,53,1.6,1014.9,0,0,-8.4
2022-01-14 05:00,-9.4,,2.1,52,1.6,1014.8,0,0,-8.4
2022-01-14 06:00,-9.5,,2.8,53,1.6,1015.0,0,0,-8.4
2022-01-14 07:00,-9.7,,2.1,53,1.6,1015.5,0,0,-8.4
2022-01-14 08:00,-10.0,,1.5,56,1.6,1016.1,0,0,-8.4
2022-01-14 09:00,-9.1,,2.2,53,1.6,1016.3,0,0,-7.3
2022-01-14 10:00,-7.2,,1.4,45,1.6,1016.7,0,0,-2.8
2022-01-14 11:00,-4.1,,1.3,39,1.8,1016.9,0,0,1.3
2022-01-14 12:00,-2.3,,1.5,33,1.7,1015.7,0,0,5.8
2022-01-14 13:00,-0.1,,2.1,31,1.9,1015.1,0,0,8.5
2022-01-14 14:00,0.3,,2.9,29,1.8,1014.6,0,0,8.3
2022-01-14 15:00,0.5,,2.7,26,1.6,1014.2,0,0,5.2
2022-01-14 16:00,1.2,,1.8,26,1.7,1013.5,0,0,0.4
2022-01-14 17:00,0.1,,2.2,28,1.7,1013.5,3,0,-0.9
2022-01-14 18:00,-1.5,,1.8,31,1.7,1013.2,5,0,-2.1
2022-01-14 19:00,-2.7,,1.7,33,1.7,1014.0,6,0,-2.9
2022-01-14 20:00,-3.1,,2.0,38,1.8,1014.2,5,0,-3.6
2022-01-14 21:00,-3.1,,2.4,42,2.0,1014.4,7,0,-3.8
2022-01-14 22:00,-3.5,,2.0,41,1.9,1014.7,5,0,-4.1
2022-01-14 23:00,-3.9,,1.4,42,1.9,1014.9,9,0,-4.5
2022-01-15 00:00,-3.9,,0.5,43,2.0,1014.8,9,0,-4.5
2022-01-15 01:00,-4.2,,1.8,46,2.1,1014.3,9,0,-4.5
2022-01-15 02:00,-4.5,,2.2,47,2.1,1014.1,10,9,-4.7
2022-01-15 03:00,-4.8,,2.0,47,2.0,1014.1,8,0,-5.2
2022-01-15 04:00,-5.2,,2.2,49,2.0,1013.6,8,0,-5.7
2022-01-15 05:00,-5.2,,2.4,52,2.2,1013.1,9,0,-5.0
2022-01-15 06:00,-5.0,,2.2,54,2.3,1013.0,9,1,-4.5
