ID,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
34,6.286806948436977,258.30005161775443,13777.37619108904,7.483257698182117,328.68064962605115,563.4347751029119,16.460836876715575,73.51665351167088,4.1048632751894125
35,5.018132384268232,169.3972376732479,29072.03812086268,10.711475410433692,297.01327205054207,467.2180730838075,15.913760931699755,23.792950469435443,4.286478967398262
36,6.376576427120522,177.50998975353576,41243.03802854971,6.669920257654474,,486.80605077046766,13.4907876828986,65.36639188729397,4.161585514695004
39,7.455541163214249,225.31415091536127,16242.0602812753,8.204102140049303,350.108093451594,331.67382444251,13.114965415811469,60.16214812631485,2.9303645961216582
40,,169.04191749811758,36152.8208993245,8.330388898197661,329.03971017616493,590.7487871802913,17.695114357126045,103.15046264537835,3.995973787492761
42,4.891960039961394,153.5062323362838,9559.54739235584,7.847066470239234,349.824390368496,496.8728454764106,11.457623889964566,61.11052919376668,3.9042699551582665
44,9.91709205694149,196.6037461418109,37215.22683519184,7.408017537424175,247.9348552726031,522.5485530728815,5.512039717949506,77.83081603593753,3.3933253802234224
46,5.754212967735088,241.60242960289395,31871.291238837573,7.299301919913234,203.4445207741574,495.9453441622583,22.763707419363584,71.4289784247935,5.920233914738748
48,6.603416523303387,190.83730796195945,19468.790095389904,6.37563198794617,380.73190107021526,456.31546041862254,5.93458832142386,83.55932648367043,4.270816603915842
49,8.805177745264922,157.23198163521266,4728.650671023337,8.848262223584083,356.77363753195107,299.27977468951804,9.439925286404218,61.64059674266319,5.17620506921009
50,6.706695161498074,232.92659800920364,27881.504407398363,7.881448097184417,337.1110166665463,443.20877425682056,14.523389119631815,64.12174012693116,4.371882444533677
51,7.617148870829691,196.60694201188772,27080.26872221177,7.3827548827212,345.17988734636043,329.0166463536928,8.547283221007035,60.1447024187457,2.3915400059994005
52,7.490807653925485,198.9665123195353,6873.559885376127,8.534328845240768,,440.47119760915433,11.047455681181988,60.93598706754863,3.716367554767152
53,9.895889212950532,210.6540406601748,13189.519382976216,4.945127887596356,,481.1367926215352,11.763452965982196,49.85192786633325,3.8134286591434106
54,7.207538608272426,174.80516800528736,15796.3996983279,6.954041336732498,,555.5962106786567,14.171164146051638,60.53126977894993,4.295189193307992
55,,240.13457185335577,38097.32979626167,5.400497252176246,,359.5763336209988,13.514886515832416,72.7710171921469,3.2124926934616096
56,6.020995362815591,178.50029699591676,13095.149160657458,7.944802450122615,,437.2989953181805,13.770783215352822,59.872433044300976,4.806016624928021
57,6.381978996412815,235.94511024999585,18982.95376301964,8.28651389879848,,511.48515728236856,16.183542431277715,77.8395213926506,3.299047219076856
58,6.277277371274439,148.18601327640698,22916.57224177373,5.035633211219156,,474.61795358236793,9.60415496471461,61.835711672536966,3.6193211819201823
59,6.283678794634559,205.3766238408668,19905.436547735968,7.078344555547338,284.20602148145,471.9040319656132,18.02715972843908,64.36260840905938,4.480771310094809
60,10.933110723500878,162.4249184717197,18846.634913196507,7.085260755848939,,593.7257640524164,14.977233245343484,60.69057994930928,3.89498862443327
62,7.442536475327727,180.85909058042748,18223.02707963232,8.577249576739348,405.32001567447753,564.7934853202896,14.768336556220618,57.75755359567784,2.191138421703526
63,6.888842932366855,188.92067056633817,27368.014339003028,8.003186613087149,355.4785627273725,465.3469791339465,12.377083309545412,75.1124935430051,4.512332449397938
64,7.301563449379409,177.66289465631235,23441.2671432942,9.10701724282177,326.2906302400307,478.4670470173596,14.003395764618348,55.18334729018349,2.7749609493035416
65,9.545270521249014,212.0463910751364,25189.8306215794,6.2038687851292345,316.56731934499334,498.2669593558268,20.05151858316617,52.90112725787564,4.983903465009575
66,7.009601694292698,220.56199596960943,18628.696825146977,6.781680397045919,,397.99610295937634,14.80867448166714,77.7635337907762,3.121944851326298
69,6.438421803670398,202.53783528957928,26448.24508746797,5.775932909898134,322.45177397062656,567.2016748697974,12.64196794870628,55.70106704669537,3.3803603938404394
70,9.999807460393496,215.1089780116182,33462.03422070504,6.194121929450104,365.8953376849354,373.9367557334469,13.79203433457917,77.87210194482817,2.6599776617235293
71,,144.99579042512303,16219.4753201797,5.563067208263512,379.9629732706872,374.5430685947028,11.118073198351,72.2907733307725,4.90436657594971
72,6.753128352860487,191.9829945402664,18222.931957438417,3.9209736624247262,296.1966180415413,389.742462140902,9.689143567978247,92.21961522923112,5.102516756563615
73,6.158424006182359,176.03144985330422,26369.026569982736,9.771211536427682,347.8937384892068,453.7059933325262,13.254689080598157,61.05777775559813,5.080497554589536
74,6.931470426933321,156.8411948902071,35793.75778674372,7.286335787828286,384.6548025124508,398.6479442541533,17.858241710204197,72.23652477407961,4.249333174167702
76,5.768868031092238,184.3950027880672,31155.988820087405,8.392833532289163,356.55269711988245,380.0968101298066,10.430339792435744,100.23166781440462,3.0926263788262984
77,10.81783107643296,141.4883911635551,23989.990150726,7.96206646334495,389.39289728587903,361.63205468222696,14.9087253915078,57.1645558215944,3.5908411283530883
78,9.608533593881912,231.3402282351612,4544.841717583644,6.5778340481222415,300.92232972838167,328.90449423468266,11.789619287242203,78.56818211662697,3.042796943791497
80,,180.6805980896203,8692.538151660434,8.671792922162801,396.5287539986979,534.3390860240023,10.29978689572232,87.65201500154626,3.913601839805098
81,6.923636014423605,260.593154348188,24792.525622664085,5.50116404338138,332.23217745927707,607.7735672742027,15.483026737238047,51.53586708137299,4.0133388007039175
82,4.790840540243071,268.720881226567,17862.3690025893,4.5545736271835455,377.2411613367027,608.8468563126532,10.806313106364485,83.70223598882292,3.258858945031528
83,4.923178856199699,208.4066729518673,15990.149227610937,5.648145717519176,349.6551749986112,404.4057627404978,11.403372215685351,84.52577496008485,3.329600783081267
84,,156.77318079614545,23084.066584967768,7.269794984577688,334.9560998008146,378.2538694501863,19.247141172980605,81.57155401918155,5.564901543179248
85,6.2528102107865005,187.56947914835783,27690.47478403692,6.489931491506645,330.9492098830152,303.4963734270565,14.261368981645203,57.95282564495728,2.9217973892390896
87,7.895045662146321,174.69268540353738,10465.261601336148,7.668315445257313,350.5354180037599,472.0429123738178,14.633908965175806,60.86223373450165,3.084431232538585
88,6.336456502432508,185.68000402482804,25927.26543187954,8.199318452874493,321.8176616454779,490.9724264608488,10.665798889605467,51.55230077952525,4.561219815198779
89,,173.81671013134212,26552.97440098385,6.290279267076197,293.17027314789544,366.7187056845937,13.271499488833795,72.12983989978943,3.206995482747466
90,6.268953336634952,185.7066466104881,24769.511393738707,6.717666040541136,318.22794217017383,534.5408374618635,13.628865444568532,69.13921994306932,4.6744959728986775
91,6.795469009842269,187.78302010878767,15300.838671098294,7.486598423987717,316.9569344844357,498.66592804075066,19.60042881086133,55.4011127224508,5.163088153779066
92,6.35651106246199,164.61818523150117,17538.54117200986,8.345192367125113,345.14495757438766,430.9595045415216,15.329437895303954,47.0213818503514,3.41552552539749
93,8.817402774388958,175.7549712209079,23173.31952968372,6.730860948186203,367.1541839092352,552.0745439981175,7.733109270054626,91.44335575809907,3.8640984193819534
96,6.453605209394529,175.47933973972238,25257.64928627955,7.62652961074346,263.40125835281054,376.5248871279276,15.755402036806572,,5.568264940032508
97,,181.3746513093469,14579.82207262586,5.435058194396087,,308.79251460626085,9.545091692868423,60.21464668959234,4.161749271319296
98,6.246117565172954,199.0989732929794,27001.335319183105,7.808013457146303,296.9236255206414,478.7459453005034,17.128023270048516,84.79895625388642,4.755158013341267
100,6.35311030182946,206.2698099355494,18409.037315470432,3.723776180465787,348.20986313265814,389.68323436473815,13.20542544756654,60.29134211114647,2.856175486931272
101,7.440825031061319,183.362712601924,17259.852302409414,4.6102446924534215,335.6264426329922,452.9952927870204,9.700906282901087,80.53706529171714,2.496342612338434
103,7.463915951229467,215.47906830550707,27150.39539959295,7.78291530782294,382.95873682470994,403.70350157171765,14.77709168899088,56.95693886003824,5.0758436044594175
105,7.460147818172523,221.34320946197764,25480.91841000956,6.926943239184043,,438.6196351489,13.089086024524818,58.08399266178712,2.4136288515589506
106,6.629993518356908,209.15702188740988,20487.92382540669,7.278911618857736,332.87757365430787,524.8833293724168,20.75175131002652,60.23684353704005,3.1552136525031926
107,6.745306715080959,218.4246370192336,21871.83870004249,7.165509192468924,,373.05010163921327,16.826619464762302,74.08607997264363,3.9023525898765015
109,6.153368956728868,237.1398277848029,22052.03461898169,8.090493963325427,306.23917986795703,485.0984831368037,17.07526258936946,58.10825855736369,4.030337485422805
110,3.832917408963562,218.72383999456605,23535.0289007381,6.475402064091609,352.5058975751752,421.1834780149268,19.273560508946616,58.9036980330163,4.768660397450635
111,7.130099196200058,275.6797801464157,9480.617796477698,8.415948255041112,295.6188377042756,383.45506826281496,18.32287884547065,94.41630108075182,1.986191593058412
112,8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832
115,4.855587760461034,145.7903698736801,14905.255911832408,9.829674656014388,392.6674818123875,459.28803709314167,10.44659031424169,52.28948387836278,4.697153025520578
117,11.449739296302305,186.6526477450141,12355.344107252762,7.065576303430455,321.83151256825505,503.9641099958293,16.282371267239228,77.15217275097802,5.166903483042415
118,4.083594880123227,201.93864337485672,20555.965488803144,1.92027144925428,341.5971527449922,435.5115290431588,12.226676003135822,69.28977861137756,2.974870902771941
119,6.89792271658945,173.39092815255935,16616.51661653825,6.35293353105966,329.3397676162268,337.4360877112996,12.446975630517784,60.15941276592294,4.490105279441128
120,,158.20764744104997,45243.0289529302,4.064877887005874,247.1800381287815,399.7669648211219,16.086232449405315,53.502085762742944,4.108856703319134
121,7.309596473979961,193.4725961371903,19343.149511401392,7.664060566570742,306.68545533280894,426.5619276201299,12.84436554595942,111.59544769593477,4.048202462876381
122,5.602158585181398,264.57351508085407,29860.275777016297,7.014528281846648,,530.204760125255,16.030179980745345,29.850948197421545,4.067048744823668
124,6.087306100000082,214.55608597404893,11628.336675478404,7.231926684912577,,344.0720281513272,13.232307887943024,98.6866204155442,3.666671803251088
125,9.869231934989052,223.7726613185774,29549.65882291618,7.716922923418477,281.11849034749616,356.1819158560579,14.202664062204065,84.01358459214303,4.736849577023042
126,5.3866379619568105,206.89680588125145,20416.6510300176,7.312751932833271,356.38427191664385,525.1234712711948,10.21818532447918,70.03311942680477,4.32090017506474
127,5.218989651481935,164.79099156176568,27007.8869057916,6.592516958774432,,422.2238018334672,14.070878980982856,73.92031967832119,4.383942553936008
128,4.99353073414005,242.6205031372363,13900.779270942352,6.467744129004743,,429.827818905013,17.274662564433015,61.245788356783336,3.153809336970371
129,8.205447052623702,145.79731742174187,17981.25477626456,6.580460163575968,359.3925666697951,420.39422277709673,15.856797119382918,100.71230585069785,3.7399216697331688
131,5.0977862263181,182.81901536015133,23590.31371232569,9.128797716662024,326.33486294038033,445.5626437926245,15.137781385031872,68.60810286180543,4.829323363639572
132,7.499844501955668,231.538868280166,22452.63556662493,7.821007462504359,,380.9990976356813,14.338248156493592,,4.663869576482976
133,8.029181612754343,158.04039836256337,19663.46942804372,8.433448388281507,283.2704951086299,431.3047160750461,20.6961980569385,59.97292857347223,4.388551011831945
134,6.946717558359831,214.1700432352036,32946.56751781872,5.484258377749063,333.4395700228724,318.883636337187,12.809956214352155,15.68487680401642,4.934986029609845
135,6.3848240094579065,243.6880748737545,39960.298950886354,6.697657120584026,297.1855494832449,437.7279152816007,15.967490194275967,54.93031730064578,4.144998517816148
138,6.328553081263288,192.07651510196663,33315.94708164389,7.050046536157857,,489.745346423778,9.561964300508976,57.77328497920307,3.2658541365015537
139,6.510972334665771,188.882918964652,20081.74536239565,6.559697825911671,368.9857394224101,367.9345550600072,14.807579486368354,101.24825299493676,3.9625251101758447
140,7.386837696427604,189.5958143192247,29122.696996932584,8.420763302362689,321.5677644592065,458.0441705053527,17.19694309507497,56.76991473160852,4.816705216346371
141,,172.73143278552703,28894.476969921525,4.2509167915312815,244.28514512284767,559.6293401265502,21.340849260481207,51.27471187375938,2.959749614118373
142,6.683367696720804,272.111698452723,18989.316768242767,5.33620199356427,336.5551001437835,307.7250090371044,20.178716181851428,75.4022602836187,5.208061134164884
143,4.941972156828116,166.71044045521649,19806.411303229328,8.031864862891307,426.1575185722385,352.0390921282106,15.496886933983603,68.60840186648572,5.076146746327639
144,6.252410004649734,225.78410088181147,23920.25477822358,7.018164992223185,303.7916880582656,484.585791160392,13.433505916692638,67.40138415390149,2.722908160538052
146,6.587464616653873,211.16927685734663,28990.297847067068,8.883665238289803,267.2023922065692,504.9087519621216,14.054690553116243,68.97647486931034,4.096841156438634
147,5.4674012550751785,197.02892616332483,12883.16353093341,9.264883097334067,347.4212658560193,355.17571217513563,12.762546321142736,67.1595324059163,3.7178227183596775
148,7.038092305552901,204.9232849564952,24607.088098483306,8.080155764252272,280.745622901738,365.8452480411531,10.80755684852744,59.9124420538001,4.237697607399104
149,5.848667070247964,210.4412054057976,33095.389596753266,6.095883817488381,312.3757857574458,482.4519329136101,11.81333768964572,61.93507808615879,4.874534245985106
150,8.575673021827997,197.56028281048032,15888.625206780936,4.865462911988274,311.55738096097565,464.7255668404904,18.736926753865248,40.224520831208224,3.506229064263776
151,6.629985035787515,195.7003801179316,21495.537557678614,6.546463536394048,363.6919490870588,335.804710239529,11.395097663487036,66.16522426750954,2.53449947794664
152,7.476689511613987,162.00870309518598,22171.31889817714,9.61159855831238,,401.2348151822703,14.993740060714572,82.86176424061142,4.195539286347104
153,7.280560356935292,228.53954269712443,29690.917157925207,7.871025150780389,322.26966084267,392.5325974868163,15.168189203559225,84.37071294892223,2.919796004979838
154,2.612035914817261,188.80412573040883,34798.25258680311,6.79643915408815,,468.0802666084355,13.1707632092033,49.523769983067695,4.765205370159007
156,7.880685942702883,226.00384439783844,19486.881839128484,6.208574002625104,356.33807937208684,472.3690935108408,11.995239498247372,55.029165524817024,3.579983811082845
157,6.096179889884819,174.87162930711008,16314.23337543478,8.063020678594038,,435.7837749934654,10.658878247311408,62.08358883537714,5.142471131650314
159,,219.7060481397352,22387.315752754752,7.308500571669125,316.97300307263026,327.2895433835891,12.785265313763432,80.75786638068465,4.64936502812178
160,8.52714249773106,217.3947784798229,3413.08163340648,5.670027421051015,337.63107330577736,615.6111669278922,14.926750990277014,82.59015204505819,2.649423905095601
161,3.9782846273167376,160.81847436463886,14433.780495551264,8.41089222279898,311.29532886977574,414.3282148266,20.77148503355562,78.27324004383938,3.751565768898725
162,7.43721665310552,242.7299686282317,20185.58715565257,6.121662233034368,306.16925121160864,413.65595100059136,10.262777634926238,64.52918473942543,3.866874572569852
163,8.251217779681046,167.38535324121165,17617.87630929659,7.044432594927276,323.4000315894216,277.4127111055736,12.493510203318976,61.27523403492364,3.495062986026916
164,7.721032687967833,203.3547883821459,35800.699273176404,7.683399375833114,312.91904442520746,424.9669947448051,18.092608300288305,96.44212931944313,4.168487101902514
165,5.369584180846635,170.83519216307448,27199.64199265838,8.065885726265378,376.0556372888353,401.83303573343926,14.081980959228076,81.74022452363799,3.3574844355981
166,,169.54741070567766,20004.733627551104,6.43767486900497,,349.86503636736944,11.332517654853916,41.70376599451149,3.882003963008942
167,7.846057926337261,224.05887682392927,23264.10996772913,5.92236704115349,300.40262012672275,387.971335796834,13.40673745495127,43.07518646611747,2.487968647002356
168,5.606315225526715,190.3352727655196,12308.233835478626,8.548754210740471,311.6801657822565,399.606494141034,18.524320037260168,67.22633993065205,3.7487405069440447
169,,139.95535042279025,31421.144495479497,6.627704890811055,346.44115535089605,378.7710756220023,17.544484637278742,54.798767433760005,4.536181266097956
170,8.398261060278296,177.34721366797191,18003.257284633095,7.39092401712103,,498.36537661237526,10.351297829521627,55.71566022856655,2.627862469966988
171,8.129585513966727,177.89896662548156,27834.21769634046,9.00600774687328,334.4385388035782,397.0214275538664,15.936261676600791,81.39075849624524,3.3625371351987914
173,5.903993500851966,196.2747258221461,19399.221972076662,7.64189452353631,328.26927214784286,324.0456807548281,18.50537228233788,77.15780159396216,3.820021215890335
174,7.3489371420594365,267.6552225456934,15818.26131979591,10.574681465514006,,541.7550824896753,13.4081464935378,54.61912764176974,4.725746456238614
175,6.527440589533234,181.0729953680779,22444.0817773994,10.474976873226549,271.8627922546852,351.06378758695115,11.996365138774024,,3.567180516708776
176,6.492403121956253,234.9145120239778,18607.213192973988,8.620697294848203,302.1313058651816,442.10420764013503,14.116823608926552,65.6367585787979,4.383394691806273
177,,200.9699224107824,12700.488038605892,7.713783211663833,395.0903643033471,464.024916987614,15.089339139885285,63.62456530163335,3.756100422662207
178,6.028101118266446,262.80847774427167,17150.10054999001,9.378390092203825,380.3013501596972,514.545672099499,20.63759873412932,76.52907700861665,4.080786271348128
181,8.069297892811402,191.0041071514581,16654.509370021242,8.038212717585301,350.57795005359884,418.2000717349236,12.29376978964234,49.00925640494752,3.021381555454751
182,3.641629777473381,183.9087222618269,24752.072459755404,5.538314133481364,286.0595560492713,456.8600959410411,9.03406675271333,73.5946567566564,3.464353035155024
183,5.422445767908819,205.26608040394387,18542.9574510298,5.491962672908565,306.7022267770212,382.0801288333403,10.50402320593031,67.49345000333295,2.911751390260459
184,7.592672300075482,177.08083947966972,14912.22550624187,6.041143671607493,349.24061445133964,355.28444229142696,17.161966066690923,42.115256925159954,3.341426728065969
189,5.4985146932294855,180.8251137620231,21542.83003242949,6.70709459234911,352.25071130398965,419.51295764923873,13.183431560483882,68.9043702218294,3.074815427836984
190,6.707685556382788,199.2853742998247,17435.340205976172,6.809945058547433,,454.7324100176898,14.58729015696406,81.37845107001321,3.8226687145376768
191,,184.9937314899284,19764.62744497329,7.505091882742817,,293.47799814332257,12.934159501881652,,3.0179849706530693
192,,153.03510777751137,28504.997507756485,8.425497503748904,,346.311158574068,15.13865348444483,48.384960463149554,3.830883636685994
193,7.202534415579847,207.82811639312348,11889.250632315909,8.015743172635725,,369.0443258231596,10.371843235532651,62.0377302443214,5.702504528449717
194,,191.5548151527385,22462.113287036183,8.186258380252383,,349.95453401087576,17.247307224770736,76.76779656160039,5.260301115251683
197,,263.8576754130175,16670.99601323444,7.758237006951432,,427.811456301812,17.15196898421368,77.81069948707082,4.30405163167599
198,9.809996386872031,139.11870265383985,16819.42317944786,7.7919819834792445,361.0280385830217,438.1792466789875,10.951138010235638,34.53740890850377,5.538200508227339
199,,178.23365945534152,37861.44001203971,3.912714090018384,,535.0863948480063,17.545439535942705,64.07128834277817,5.11386970579597
200,5.289618437232331,194.0563928951711,21776.170174493604,6.278292699450075,359.099732993792,353.7729296079895,14.181470634875382,33.592030767693856,4.5481003496821
203,9.10733038346176,202.5147113672722,24678.329289092,5.575906369507383,334.7173347045231,467.110761590556,12.937328739572706,46.9352518256491,4.49213994862107
204,8.031055220266794,222.6284244862252,18134.83502046913,8.754513037929026,314.47156580599545,452.9702846516933,12.06596280304268,78.54971218738902,3.338880125546951
205,6.793698634577208,227.22575069016352,14470.053548847103,8.47150895511111,274.44471856196486,360.7556743175364,19.402149401879115,40.2905913672703,4.822958045746834
208,5.58246981997149,172.33158423726564,23512.83795722908,8.011316209784852,364.4834216194262,452.0807653778561,16.472044685086985,95.04565793385632,4.048113258131365
209,7.220165553446549,204.76839051852625,15658.08627988846,3.842731892141713,,407.37504650965445,15.150581553969744,64.98911646521343,4.398685036000153
211,6.277742483390635,149.5632817423873,15751.449149968535,8.257751124841384,317.50143972779523,605.3983749480118,15.218378352136485,82.703470414844,5.255011943220072
212,6.971577181951132,185.90693756838783,27959.987873012346,7.214510211890976,349.7438791134752,414.0673542810895,19.882916973878764,36.17900285842046,3.2263485005753423
215,7.58168757744945,180.74914015853483,11989.2462425416,4.977306609069512,328.17697771424764,617.8835131421284,13.56125295056438,39.21591747967709,4.457282487105634
216,5.343075102966485,211.6620911431769,45166.91214141498,6.651801292027482,279.76749968588933,485.95971744569687,19.682336972782764,70.54686225078603,4.240031707717554
217,6.8117022698952745,261.38956520810007,15149.489870972233,7.0561071672969495,,397.7871189026717,11.993515880123653,66.25764932881599,3.2750084075928307
218,7.958984291884183,171.48362468653875,23625.813886131746,9.537735147164778,259.9799661706749,327.62388101792124,16.117110461678863,107.75404263860524,4.698007916123446
219,,226.5483539155369,13584.49033849808,4.1906962110019705,374.15762079529134,335.37821151987544,9.147436118854102,82.86492862981396,2.364558911796688
220,,208.83771058014372,11609.997158811822,6.445280105828747,,407.0173979114756,7.070771158478237,76.38352082536233,3.813435553007681
222,3.84681432776782,190.9928729784764,26895.25795550062,5.629535947044413,,660.2549462924401,18.12520189926198,78.15357515554805,3.5842019158558904
224,2.9251743203391,260.45804113718805,39233.09883885389,7.6701494862203985,303.40207845554824,403.2437351708769,11.309210335190585,69.23844469184576,3.678588221192268
225,5.870615501212626,186.17837556961345,18909.846005859374,8.494235191534507,328.74731541306977,427.18253097731366,13.300023895523625,52.16241878935162,3.728785236766734
226,,252.6704690341004,29368.67418405221,9.90614662722374,433.9522119479901,465.2166206201478,13.221033634237417,84.19860653327541,5.052736766116998
227,6.486152659745713,224.80945563366924,26807.119511805584,3.26798409150114,319.07435763965367,382.8798437483793,10.665030220511484,63.72769254030566,3.246794304771333
228,7.795957800597176,239.2782545071105,27849.14208822323,6.4759944301482415,356.17070211937454,484.1047844859479,18.692248365256432,50.128415290648505,4.251876169502328
229,6.7370040722130575,220.1001023591604,24694.744205217467,8.37365987599885,,384.3086730249028,6.7480919380226965,8.175876384274268,4.063170288841773
230,4.126581310415113,113.02447173130597,40528.80535252192,6.489951185968773,,392.1091455257916,15.793391696969422,68.79744323944128,3.504750791059393
231,5.810742057236217,151.87617187372092,25419.551655141106,7.874166460655202,313.3647973555195,494.1529743470612,14.646684965981876,77.37381254511361,3.4369668618570386
232,7.025305941689352,202.80908099349176,23502.857795232936,5.239013199777052,335.5487189196007,471.131715895065,13.891519343283107,63.75185483763525,5.989542790855565
233,,163.40981923744118,32865.50952537349,6.066792957232626,317.4674988476398,279.646803827296,10.811672993221237,81.52645740099578,3.574605162201768
234,5.667650646643197,229.9283665401693,16953.89873630931,8.77430610207418,293.5742499094306,554.1205361936269,14.254640735422017,54.4367023778621,3.633213756490487
235,6.153495923977116,163.20554797657982,48175.85209292948,7.15380339665979,299.56675093202745,344.71697552529366,5.159380307579738,55.52894860117351,4.819970457896787
236,,215.43191943883585,19909.938849114144,6.902628164684116,299.08641790230433,371.4829106557067,10.766349203052188,85.2671816033829,4.59253797924015
237,,253.14965119784927,12037.7703855776,4.3843577068519615,325.41324793204274,422.38929182341286,13.168299231900846,40.05215064769633,3.3999454918012777
238,7.961721463165571,224.31676037251503,11551.21568041736,9.492074041013112,367.4660097696296,451.808445959799,14.911190533964998,79.68703918564303,2.2869434947281544
239,,192.6176623449444,36520.65869741918,7.458969893744622,,474.1478985256791,16.986365370742135,82.44020227297665,4.323989597567092
240,7.682872498072526,180.7013754732779,12105.721934269564,5.396716118190096,296.2388768643903,469.8356255488435,15.83176343631834,61.80209510271702,3.778606787628922
241,5.579517092707998,223.61639299672817,13289.201652748288,7.698690079377398,368.897034016997,375.2759694778724,20.2244258107807,104.58088148736014,4.043914692602463
243,7.33347772602672,233.72135507753296,16066.552124395566,8.181988064844402,224.21250304477925,401.7393087132815,15.313977749206288,81.8420621564831,4.772662700779373
244,3.514545528745279,158.73207576140192,23029.66361356364,6.821679099461131,286.5228468169785,307.3791420351913,9.71223191091832,79.85092857457249,3.762615331099367
