ID,Class
605,HOROZ
606,SIRA
607,CALI
608,SEKER
609,CALI
610,DERMASON
612,SIRA
613,SIRA
615,DERMASON
617,DERMASON
618,DERMASON
619,SIRA
620,CALI
621,BARBUNYA
622,DERMASON
623,SIRA
624,DERMASON
626,CALI
627,SEKER
628,CALI
631,DERMASON
632,HOROZ
634,CALI
635,DERMASON
636,SIRA
637,CALI
638,DERMASON
639,DERMASON
641,DERMASON
642,DERMASON
645,SIRA
648,DERMASON
649,SEKER
650,BOMBAY
651,HOROZ
652,SIRA
653,DERMASON
654,DERMASON
655,SEKER
656,SEKER
657,SIRA
658,DERMASON
659,BARBUNYA
660,BOMBAY
661,HOROZ
662,DERMASON
663,DERMASON
665,DERMASON
667,SIRA
668,BARBUNYA
669,DERMASON
670,DERMASON
671,SEKER
672,DERMASON
673,SIRA
674,SIRA
675,BARBUNYA
676,SIRA
677,SEKER
678,SEKER
679,SEKER
681,CALI
682,SIRA
683,SIRA
684,DERMASON
685,BARBUNYA
686,SIRA
687,DERMASON
688,SEKER
689,CALI
691,SEKER
692,SIRA
693,DERMASON
694,SIRA
695,DERMASON
696,SIRA
697,SEKER
699,SIRA
700,SEKER
701,BARBUNYA
703,SIRA
705,DERMASON
707,CALI
708,SIRA
710,DERMASON
711,BOMBAY
713,HOROZ
714,DERMASON
715,DERMASON
716,DERMASON
717,DERMASON
718,SIRA
719,BOMBAY
723,SIRA
724,BARBUNYA
725,DERMASON
726,SIRA
727,DERMASON
728,SIRA
729,DERMASON
730,HOROZ
731,BARBUNYA
732,DERMASON
734,SIRA
735,SIRA
737,BARBUNYA
738,BARBUNYA
739,BARBUNYA
740,DERMASON
741,CALI
742,CALI
743,CALI
745,CALI
746,SIRA
747,DERMASON
748,HOROZ
750,DERMASON
751,SIRA
752,SIRA
753,DERMASON
754,DERMASON
755,SIRA
757,SIRA
758,DERMASON
759,SIRA
760,DERMASON
762,HOROZ
763,SEKER
764,BARBUNYA
765,SEKER
766,DERMASON
767,SEKER
769,BARBUNYA
770,SIRA
774,DERMASON
776,DERMASON
777,HOROZ
779,HOROZ
780,SIRA
782,DERMASON
783,SEKER
785,SIRA
786,HOROZ
787,HOROZ
788,SIRA
790,BARBUNYA
793,DERMASON
794,SIRA
795,SEKER
797,SEKER
798,SEKER
799,SEKER
801,DERMASON
802,DERMASON
804,HOROZ
805,DERMASON
806,DERMASON
807,SIRA
809,SEKER
810,DERMASON
811,SIRA
812,HOROZ
813,CALI
814,SEKER
816,SIRA
817,BARBUNYA
818,CALI
819,SEKER
820,DERMASON
821,DERMASON
822,SIRA
823,SIRA
824,BARBUNYA
826,DERMASON
827,DERMASON
828,SIRA
829,DERMASON
830,SIRA
831,BARBUNYA
832,BARBUNYA
833,SIRA
834,SEKER
835,SEKER
836,SEKER
837,HOROZ
838,DERMASON
839,HOROZ
841,SIRA
842,SIRA
844,HOROZ
845,DERMASON
846,DERMASON
847,SEKER
848,SIRA
849,SEKER
850,SEKER
851,SIRA
852,BOMBAY
853,BARBUNYA
854,DERMASON
855,SEKER
857,DERMASON
858,SIRA
861,HOROZ
862,SIRA
863,SEKER
864,BOMBAY
866,BARBUNYA
867,DERMASON
868,CALI
869,DERMASON
870,CALI
871,DERMASON
872,SEKER
875,BOMBAY
876,SEKER
877,HOROZ
878,DERMASON
879,SIRA
880,DERMASON
881,DERMASON
882,HOROZ
883,SIRA
884,CALI
888,BARBUNYA
889,DERMASON
891,DERMASON
892,BARBUNYA
896,DERMASON
897,DERMASON
898,HOROZ
899,CALI
900,SIRA
901,SEKER
903,DERMASON
904,SEKER
905,SIRA
906,HOROZ
907,DERMASON
908,SIRA
909,SIRA
910,HOROZ
911,DERMASON
912,SEKER
913,BOMBAY
914,SEKER
915,HOROZ
917,CALI
918,SIRA
919,DERMASON
921,HOROZ
922,DERMASON
923,DERMASON
924,HOROZ
925,CALI
926,SEKER
929,DERMASON
930,BOMBAY
931,BARBUNYA
933,SIRA
934,DERMASON
935,SIRA
936,DERMASON
937,SIRA
938,BARBUNYA
939,CALI
940,CALI
941,DERMASON
943,CALI
944,DERMASON
946,DERMASON
947,CALI
948,BARBUNYA
949,DERMASON
951,BARBUNYA
952,BARBUNYA
953,SIRA
954,SIRA
956,CALI
957,BARBUNYA
958,BARBUNYA
959,BOMBAY
961,SEKER
963,CALI
965,SIRA
966,SEKER
967,SEKER
969,DERMASON
970,SIRA
971,SIRA
972,SIRA
974,BOMBAY
976,DERMASON
977,DERMASON
979,HOROZ
980,SIRA
981,SIRA
982,BARBUNYA
986,DERMASON
987,SIRA
988,SEKER
989,SIRA
990,SIRA
991,DERMASON
993,SIRA
994,HOROZ
995,BOMBAY
996,BARBUNYA
997,SIRA
998,HOROZ
999,SEKER
1000,SEKER
1001,BARBUNYA
1002,BARBUNYA
1003,HOROZ
1005,DERMASON
1006,SIRA
1007,CALI
1008,HOROZ
1009,DERMASON
1010,SEKER
1011,SEKER
1012,SEKER
1013,HOROZ
1014,SIRA
1015,SEKER
1016,SEKER
1017,BOMBAY
1018,HOROZ
1019,SIRA
1020,CALI
1021,HOROZ
1022,DERMASON
1023,HOROZ
1024,SEKER
1025,SEKER
1027,BARBUNYA
1028,DERMASON
1029,SEKER
1032,SIRA
1033,CALI
1034,SEKER
1035,SIRA
1038,DERMASON
1039,HOROZ
1040,CALI
1041,SIRA
1043,HOROZ
1044,SIRA
1045,HOROZ
1046,SEKER
1047,DERMASON
1048,HOROZ
1049,DERMASON
1050,HOROZ
1052,SEKER
1054,DERMASON
1055,HOROZ
1056,HOROZ
1057,SIRA
1058,BOMBAY
1060,SIRA
1062,SIRA
1063,SEKER
1065,BARBUNYA
1066,DERMASON
1067,CALI
1068,SIRA
1069,SEKER
1070,DERMASON
1071,DERMASON
1073,BARBUNYA
1077,DERMASON
1078,BARBUNYA
1080,SIRA
1081,BARBUNYA
1082,SEKER
1083,SIRA
1084,BARBUNYA
1085,SIRA
1087,BOMBAY
1088,DERMASON
1089,HOROZ
1090,BARBUNYA
1091,SEKER
1092,HOROZ
1093,BARBUNYA
1094,DERMASON
1096,DERMASON
1098,SIRA
1101,HOROZ
1102,HOROZ
1103,SIRA
1104,SIRA
1105,SIRA
1107,CALI
1109,SEKER
1110,DERMASON
1111,SIRA
1112,HOROZ
1113,CALI
1114,BOMBAY
1115,DERMASON
1116,SEKER
1117,SIRA
1118,SEKER
1119,BARBUNYA
1120,DERMASON
1121,CALI
1122,DERMASON
1124,SIRA
1125,SEKER
1126,SIRA
1127,DERMASON
1131,BARBUNYA
1132,DERMASON
1134,DERMASON
1135,SIRA
1136,HOROZ
1137,CALI
1138,SIRA
1139,SIRA
1140,SIRA
1141,BOMBAY
1143,BOMBAY
1144,BARBUNYA
1145,SEKER
1146,SIRA
1147,HOROZ
1148,DERMASON
1149,DERMASON
1150,BOMBAY
1151,HOROZ
1152,CALI
1156,DERMASON
1157,SEKER
1158,SEKER
1162,DERMASON
1163,HOROZ
1164,SEKER
1165,HOROZ
1166,DERMASON
1167,CALI
1168,SEKER
1169,DERMASON
1170,SIRA
1172,DERMASON
1173,BARBUNYA
1174,CALI
1176,DERMASON
1177,BARBUNYA
1178,HOROZ
1179,SEKER
1182,CALI
1184,SEKER
1185,SEKER
1188,CALI
1189,SIRA
1191,SIRA
1192,SEKER
1193,DERMASON
1194,CALI
1195,CALI
1196,SIRA
1197,CALI
1198,SEKER
1199,DERMASON
1200,BARBUNYA
1201,DERMASON
1203,DERMASON
1204,BOMBAY
1205,DERMASON
1206,BARBUNYA
1208,SIRA
1209,SIRA
1210,DERMASON
1211,SEKER
1212,CALI
1213,SIRA
1214,SEKER
1215,CALI
1216,DERMASON
1218,SEKER
1219,HOROZ
1220,SEKER
1221,SEKER
1222,DERMASON
1223,DERMASON
1224,BOMBAY
1226,HOROZ
1228,BARBUNYA
1229,SIRA
1230,DERMASON
1231,DERMASON
1232,DERMASON
1235,BARBUNYA
1236,CALI
1237,SEKER
1238,DERMASON
1239,DERMASON
1240,CALI
1241,CALI
1244,SEKER
1245,SIRA
1246,DERMASON
1247,SEKER
1248,DERMASON
1249,BOMBAY
1250,SEKER
1251,CALI
1252,HOROZ
1253,DERMASON
1254,BARBUNYA
1255,DERMASON
1256,SIRA
1257,DERMASON
1258,HOROZ
1259,SEKER
1261,SIRA
1262,HOROZ
1263,DERMASON
1264,CALI
1265,SEKER
1266,SIRA
1268,SEKER
1269,HOROZ
1270,DERMASON
1272,HOROZ
1273,SEKER
1274,CALI
1275,CALI
1276,CALI
1277,SEKER
1278,SEKER
1279,DERMASON
1280,SIRA
1281,DERMASON
1282,BARBUNYA
1284,SIRA
1285,CALI
1286,BARBUNYA
1287,BOMBAY
1288,SIRA
1289,SIRA
1290,SIRA
1292,DERMASON
1294,HOROZ
1295,BARBUNYA
1296,DERMASON
1297,BARBUNYA
1298,SIRA
1299,SEKER
1300,DERMASON
1301,SEKER
1303,SEKER
1305,SIRA
1306,SEKER
1307,SEKER
1308,DERMASON
1309,SIRA
1311,SEKER
1312,HOROZ
1313,BARBUNYA
1314,DERMASON
1315,DERMASON
1316,DERMASON
1317,DERMASON
1318,CALI
1320,HOROZ
1321,DERMASON
1322,BARBUNYA
1324,SIRA
1325,SIRA
1326,DERMASON
1327,SEKER
1329,HOROZ
1330,HOROZ
1331,CALI
1332,DERMASON
1333,SEKER
1334,SEKER
1335,BARBUNYA
1336,HOROZ
1337,CALI
1338,HOROZ
1340,BARBUNYA
1341,CALI
1343,CALI
1344,BARBUNYA
1345,HOROZ
1346,CALI
1347,SEKER
1348,SIRA
1349,HOROZ
1350,DERMASON
1351,BARBUNYA
1352,HOROZ
1353,BOMBAY
1354,DERMASON
1355,DERMASON
1357,SIRA
1358,HOROZ
1359,SIRA
1360,SEKER
1361,SEKER
1362,BARBUNYA
1365,CALI
1366,HOROZ
1369,HOROZ
1370,HOROZ
1371,BARBUNYA
1373,DERMASON
1374,HOROZ
1375,SEKER
1376,BARBUNYA
1377,SEKER
1378,SIRA
1380,HOROZ
1381,SIRA
1382,DERMASON
1383,SIRA
1384,CALI
1385,SIRA
1387,SEKER
1388,BOMBAY
1389,SEKER
1390,HOROZ
1392,DERMASON
1393,DERMASON
1394,SIRA
1396,SEKER
1397,DERMASON
1400,DERMASON
1401,HOROZ
1402,CALI
1403,DERMASON
1405,CALI
1406,SIRA
1407,CALI
1408,DERMASON
1409,HOROZ
1410,SIRA
1411,HOROZ
1412,SIRA
1413,SIRA
1414,HOROZ
1415,CALI
1416,SIRA
1417,SIRA
1419,SIRA
1420,DERMASON
1421,HOROZ
1422,BARBUNYA
1423,HOROZ
1425,CALI
1427,DERMASON
1429,DERMASON
1431,SEKER
1432,BARBUNYA
1433,CALI
1434,DERMASON
1435,DERMASON
1437,HOROZ
1438,SIRA
1440,DERMASON
1441,SIRA
1442,DERMASON
1443,DERMASON
1444,SEKER
1445,SEKER
1446,DERMASON
1447,CALI
1448,BARBUNYA
1449,HOROZ
1451,DERMASON
1452,SIRA
1453,HOROZ
1454,DERMASON
1455,DERMASON
1457,BOMBAY
1458,DERMASON
1459,BARBUNYA
1460,SIRA
1461,CALI
1462,CALI
1463,SEKER
1465,CALI
1467,BARBUNYA
1468,DERMASON
1470,BARBUNYA
1472,HOROZ
1473,HOROZ
1474,CALI
1475,HOROZ
1476,SIRA
1477,SIRA
1478,CALI
1479,DERMASON
1481,BARBUNYA
1482,CALI
1483,SIRA
1484,CALI
1486,HOROZ
1487,BOMBAY
1488,SIRA
1489,SIRA
1490,HOROZ
1491,SIRA
1492,CALI
1493,SIRA
1494,HOROZ
1496,HOROZ
1497,SIRA
1498,DERMASON
1499,DERMASON
1502,BARBUNYA
1503,SIRA
1504,SIRA
1506,SEKER
1508,SIRA
1509,SIRA
1510,SIRA
1511,DERMASON
1512,DERMASON
1513,SIRA
1514,DERMASON
1516,SIRA
1518,BARBUNYA
1519,HOROZ
1521,SIRA
1522,DERMASON
1523,HOROZ
1524,HOROZ
1525,CALI
1526,DERMASON
1527,SIRA
1528,BOMBAY
1529,HOROZ
1530,SEKER
1532,HOROZ
1533,SIRA
1534,HOROZ
1535,SEKER
1536,DERMASON
1538,SIRA
1539,SIRA
1540,SIRA
1542,HOROZ
1543,BARBUNYA
1544,SEKER
1545,DERMASON
1546,DERMASON
1548,DERMASON
1549,SIRA
1551,SEKER
1552,HOROZ
1553,DERMASON
1554,DERMASON
1555,SIRA
1556,DERMASON
1557,HOROZ
1558,DERMASON
1559,HOROZ
1560,SIRA
1561,SIRA
1562,DERMASON
1563,HOROZ
1564,DERMASON
1565,SIRA
1566,SIRA
1568,BOMBAY
1569,SIRA
1570,DERMASON
1572,SEKER
1573,SIRA
1577,BARBUNYA
1578,BARBUNYA
1579,DERMASON
1580,DERMASON
1581,HOROZ
1582,SIRA
1585,BARBUNYA
1586,DERMASON
1587,DERMASON
1588,BARBUNYA
1589,BARBUNYA
1590,SIRA
1591,CALI
1593,HOROZ
1594,DERMASON
1596,DERMASON
1597,SIRA
1598,DERMASON
1599,SIRA
1600,DERMASON
1601,HOROZ
1602,HOROZ
1604,CALI
1605,SIRA
1606,DERMASON
1607,DERMASON
1608,HOROZ
1610,SEKER
1611,CALI
1612,HOROZ
1613,DERMASON
1614,SEKER
1617,BOMBAY
1618,SEKER
1619,SIRA
1620,DERMASON
1621,CALI
1622,BARBUNYA
1623,BARBUNYA
1624,DERMASON
1625,SIRA
1627,DERMASON
1628,SEKER
1630,HOROZ
1631,BOMBAY
1632,BARBUNYA
1633,DERMASON
1634,CALI
1637,DERMASON
1638,DERMASON
1639,HOROZ
1640,SIRA
1641,SIRA
1642,SIRA
1644,SIRA
1645,DERMASON
1646,DERMASON
1652,SIRA
1654,SEKER
1656,DERMASON
1658,SIRA
1660,DERMASON
1661,HOROZ
1663,DERMASON
1664,BARBUNYA
1665,SIRA
1666,HOROZ
1667,SEKER
1668,SIRA
1669,SEKER
1671,BARBUNYA
1672,HOROZ
1673,BARBUNYA
1674,HOROZ
1675,HOROZ
1676,DERMASON
1677,BARBUNYA
1679,DERMASON
1681,DERMASON
1682,HOROZ
1683,BARBUNYA
1685,SIRA
1686,HOROZ
1687,HOROZ
1688,DERMASON
1689,SIRA
1690,BARBUNYA
1692,BARBUNYA
1693,HOROZ
1694,BARBUNYA
1695,BARBUNYA
1696,SEKER
1697,BARBUNYA
1698,SIRA
1699,BARBUNYA
1700,SEKER
1701,HOROZ
1702,BARBUNYA
1703,SIRA
1704,DERMASON
1705,SIRA
1706,BOMBAY
1708,SIRA
1709,DERMASON
1712,DERMASON
1714,DERMASON
1715,BARBUNYA
1716,BARBUNYA
1717,DERMASON
1718,HOROZ
1719,DERMASON
1720,DERMASON
1721,SEKER
1722,SIRA
1723,CALI
1724,SEKER
1725,HOROZ
1726,HOROZ
1727,CALI
1728,SEKER
1729,HOROZ
1730,SEKER
1731,BOMBAY
1733,DERMASON
1734,DERMASON
1736,HOROZ
1737,DERMASON
1738,CALI
1739,HOROZ
1740,BOMBAY
1741,HOROZ
1742,SIRA
1744,SEKER
1745,DERMASON
1746,SEKER
1747,SEKER
1748,SIRA
1750,DERMASON
1751,DERMASON
1752,BARBUNYA
1753,SIRA
1754,DERMASON
1755,SIRA
1757,BARBUNYA
1758,DERMASON
1759,SIRA
1762,HOROZ
1763,DERMASON
1764,DERMASON
1765,DERMASON
1766,DERMASON
1767,HOROZ
1768,BOMBAY
1769,HOROZ
1771,BARBUNYA
1772,SIRA
1773,SIRA
1774,DERMASON
1775,DERMASON
1776,SEKER
1779,SIRA
1780,CALI
1781,SEKER
1782,HOROZ
1783,DERMASON
1784,SIRA
1785,HOROZ
1786,BOMBAY
1787,SEKER
1788,DERMASON
1789,BARBUNYA
1790,CALI
1792,BARBUNYA
1793,BARBUNYA
1794,HOROZ
1795,HOROZ
1796,SIRA
1797,SIRA
1798,BARBUNYA
1799,BARBUNYA
1800,BOMBAY
1802,DERMASON
1803,SIRA
1804,SIRA
1805,SIRA
1806,DERMASON
1807,SIRA
1808,SIRA
1810,BARBUNYA
1811,SIRA
1812,SEKER
1813,SIRA
1814,SIRA
1815,CALI
1816,SIRA
1817,CALI
1819,SEKER
1820,DERMASON
1821,BARBUNYA
1822,SIRA
1823,SEKER
1824,DERMASON
1825,SIRA
1826,DERMASON
1827,HOROZ
1829,SIRA
1830,DERMASON
1831,HOROZ
1832,DERMASON
1833,DERMASON
1835,HOROZ
1836,SIRA
1837,DERMASON
1838,CALI
1839,HOROZ
1840,DERMASON
1842,BARBUNYA
1843,BOMBAY
1844,DERMASON
1845,CALI
1846,HOROZ
1847,BARBUNYA
1848,SEKER
1849,DERMASON
1850,SEKER
1851,DERMASON
1852,SEKER
1853,BARBUNYA
1854,CALI
1855,DERMASON
1856,CALI
1857,SEKER
1858,SIRA
1859,DERMASON
1861,BARBUNYA
1862,HOROZ
1863,DERMASON
1864,DERMASON
1865,HOROZ
1866,DERMASON
1867,HOROZ
1869,BARBUNYA
1870,CALI
1871,CALI
1872,SEKER
1873,BOMBAY
1874,BARBUNYA
1875,DERMASON
1876,SIRA
1877,SIRA
1878,HOROZ
1879,HOROZ
1880,CALI
1884,CALI
1885,SIRA
1886,BARBUNYA
1887,HOROZ
1890,SIRA
1891,CALI
1893,DERMASON
1894,BOMBAY
1895,BARBUNYA
1896,SIRA
1898,SIRA
1899,SIRA
1900,DERMASON
1901,BARBUNYA
1902,DERMASON
1903,DERMASON
1904,SIRA
1905,SEKER
1906,SEKER
1907,CALI
1908,BOMBAY
1909,DERMASON
1910,HOROZ
1911,DERMASON
1912,BARBUNYA
1913,SEKER
1914,SEKER
1916,BARBUNYA
1917,DERMASON
1918,SEKER
1922,DERMASON
1925,SIRA
1926,CALI
1927,SEKER
1928,BOMBAY
1929,SEKER
1930,SIRA
1931,DERMASON
1932,HOROZ
1933,BARBUNYA
1934,DERMASON
1935,SEKER
1937,HOROZ
1938,BARBUNYA
1939,DERMASON
1941,SIRA
1942,BARBUNYA
1943,HOROZ
1945,DERMASON
1946,BARBUNYA
1947,CALI
1948,SIRA
1949,BOMBAY
1950,BARBUNYA
1952,SIRA
1954,CALI
1955,HOROZ
1956,DERMASON
1957,CALI
1958,SIRA
1959,SEKER
1960,DERMASON
1961,SEKER
1962,SIRA
1963,BARBUNYA
1964,DERMASON
1965,BOMBAY
1966,SEKER
1967,HOROZ
1968,SEKER
1969,DERMASON
1971,SIRA
1972,SIRA
1974,CALI
1975,SEKER
1976,SEKER
1977,CALI
1978,DERMASON
1980,SEKER
1981,BARBUNYA
1982,SIRA
1983,SIRA
1984,HOROZ
1985,SEKER
1986,SIRA
1987,DERMASON
1988,BARBUNYA
1989,SEKER
1990,SEKER
1992,SIRA
1993,SIRA
1994,CALI
1995,DERMASON
1997,BARBUNYA
1998,DERMASON
1999,DERMASON
2001,BARBUNYA
2003,SIRA
2004,SIRA
2006,SIRA
2007,BARBUNYA
2008,DERMASON
2009,SEKER
2010,SIRA
2011,CALI
2012,DERMASON
2014,HOROZ
2015,BOMBAY
2016,DERMASON
2017,SEKER
2018,DERMASON
2019,SIRA
2020,SEKER
2021,DERMASON
2024,DERMASON
2025,SIRA
2026,SEKER
2028,HOROZ
2031,SEKER
2032,SEKER
2033,DERMASON
2034,DERMASON
2036,SEKER
2037,DERMASON
2038,HOROZ
2039,HOROZ
2040,CALI
2043,HOROZ
2044,SIRA
2045,CALI
2047,DERMASON
2048,SIRA
2049,HOROZ
2050,CALI
2052,SIRA
2053,HOROZ
2054,HOROZ
2055,BOMBAY
2057,SEKER
2058,SIRA
2059,DERMASON
2060,HOROZ
2062,SIRA
2066,BOMBAY
2067,DERMASON
2068,BOMBAY
2069,BARBUNYA
2070,SIRA
2071,BOMBAY
2073,BOMBAY
2075,CALI
2076,DERMASON
2080,CALI
2081,HOROZ
2082,DERMASON
2083,DERMASON
2084,DERMASON
2085,DERMASON
2086,DERMASON
2087,DERMASON
2088,DERMASON
2089,SIRA
2090,CALI
2091,HOROZ
2092,HOROZ
2093,BOMBAY
2094,SEKER
2096,DERMASON
2097,DERMASON
2098,SIRA
2099,HOROZ
2100,HOROZ
2101,SIRA
2102,BOMBAY
2103,HOROZ
2104,BOMBAY
2105,SEKER
2106,SEKER
2107,SEKER
2108,DERMASON
2109,HOROZ
2111,SIRA
2112,SIRA
2114,SIRA
2115,DERMASON
2116,SEKER
2117,SIRA
2118,SEKER
2119,SEKER
2121,DERMASON
2122,CALI
2124,HOROZ
2125,HOROZ
2126,DERMASON
2127,CALI
