ID,Response
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,0
687,0
688,1
689,0
690,0
691,0
693,0
694,0
695,0
696,0
698,0
700,0
701,0
702,0
703,1
704,1
705,0
708,0
709,0
710,0
711,0
712,0
714,0
715,0
717,1
719,0
721,0
722,0
723,0
724,0
726,0
727,1
728,0
729,0
730,0
731,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
742,0
743,0
744,0
745,1
746,0
747,0
748,0
750,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
761,0
764,1
765,0
766,0
767,0
768,0
769,0
770,1
771,1
772,0
773,0
774,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
788,0
789,0
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
804,0
806,0
807,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,1
825,0
826,0
827,1
828,0
829,0
830,0
831,0
832,1
834,0
836,1
837,0
838,0
839,0
841,0
843,0
844,0
845,1
846,0
847,0
848,0
849,0
850,1
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
860,0
861,0
862,0
863,0
864,0
865,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
891,0
893,0
894,0
895,0
897,0
898,0
899,0
900,0
901,0
902,0
903,1
904,0
905,0
906,0
908,0
909,0
911,0
912,0
913,0
915,0
916,0
919,0
920,0
921,1
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,0
931,0
932,1
933,1
934,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,0
964,0
965,0
966,1
967,0
968,0
970,1
971,1
972,0
973,0
974,0
975,0
976,0
979,0
980,0
982,1
984,0
985,0
987,0
988,0
989,0
990,0
991,0
993,0
994,0
996,0
998,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,0
1011,0
1012,0
1013,1
1017,0
1018,0
1019,0
1021,0
1022,0
1023,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1034,0
1035,0
1036,0
1038,0
1039,0
1040,0
1041,0
1042,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,1
1072,0
1073,0
1074,0
1075,0
1078,0
1080,0
1081,0
1083,0
1084,0
1085,0
1086,0
1088,0
1089,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1099,0
1100,0
1101,0
1102,0
1103,0
1105,0
1106,0
1107,0
1108,1
1109,1
1110,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,1
1121,0
1122,0
1123,0
1124,0
1125,0
1127,0
1128,1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1138,0
1139,0
1141,0
1142,1
1143,0
1144,0
1147,0
1148,1
1149,0
1150,0
1151,1
1153,0
1154,0
1155,0
1156,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,0
1167,0
1168,1
1169,0
1170,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1183,0
1184,0
1189,0
1190,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1216,0
1217,0
1218,0
1219,0
1221,0
1222,0
1223,0
1224,0
1226,0
1227,0
1228,1
1230,0
1231,0
1233,0
1234,0
1235,0
1237,0
1238,0
1241,0
1242,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1268,0
1269,0
1271,0
1272,1
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1281,0
1282,0
1284,0
1286,0
1287,0
1288,1
1290,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,1
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1322,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1334,0
1336,0
1337,1
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1356,1
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1365,0
1367,0
1368,1
1369,0
1370,0
1371,0
1372,1
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1405,0
1406,1
1407,0
1409,0
1410,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1423,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1435,0
1436,1
1438,0
1440,0
1441,0
1442,0
1443,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1457,0
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,0
1466,0
1468,0
1469,0
1472,0
1473,0
1474,0
1475,1
1477,0
1478,0
1479,0
1480,1
1481,0
1482,0
1484,1
1485,0
1487,0
1488,0
1489,0
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,1
1500,0
1501,0
1503,0
1504,1
1505,0
1507,0
1508,0
1509,0
1510,0
1512,0
1513,0
1514,0
1515,0
1516,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1526,0
1528,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,0
1542,0
1543,0
1545,0
1546,0
1547,0
1548,0
1549,0
1552,1
1553,0
1554,1
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1563,0
1564,0
1565,1
1566,0
1567,1
1568,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,0
1585,0
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,0
1598,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1608,1
1609,0
1610,0
1611,0
1612,0
1614,0
1615,0
1616,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1640,0
1641,1
1642,0
1643,1
1644,0
1645,0
1647,0
1648,1
1649,0
1650,0
1651,0
1652,0
1653,1
1654,0
1656,0
1657,0
1658,1
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1672,0
1673,1
1675,0
1676,1
1677,0
1678,0
1679,1
1680,0
1681,0
1682,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1693,1
1695,0
1696,0
1697,0
1700,0
1701,0
1702,0
1705,0
1706,0
1707,0
1710,0
1712,0
1714,0
1716,0
1717,0
1718,0
1720,0
1721,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1730,0
1731,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1742,0
1743,0
1744,0
1745,0
1747,0
1748,0
1749,0
1751,1
1753,0
1754,0
1755,0
1756,0
1758,0
1759,0
1760,1
1761,0
1763,0
1766,0
1767,0
1768,0
1769,0
1770,1
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1779,0
1780,0
1781,0
1782,0
1784,0
1785,0
1786,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1812,0
1813,1
1814,1
1816,0
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,0
1825,1
1826,0
1827,0
1829,0
1830,0
1831,0
1833,0
1834,0
1835,1
1836,0
1837,0
1838,0
1840,0
1841,0
1842,0
1843,0
1844,0
1846,0
1848,0
1849,0
1852,0
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,0
1861,0
1862,1
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1877,0
1878,0
1879,0
1880,0
1882,0
1883,0
1884,0
1885,0
1887,0
1888,0
1892,0
1893,0
1896,0
1899,0
1900,0
1902,0
1903,0
1904,0
1905,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,1
1920,0
1921,0
1922,0
1923,0
1924,0
1928,0
1929,1
1931,0
1932,0
1934,0
1935,0
1936,1
1937,1
1939,1
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1953,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,1
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,1
1985,0
1986,1
1988,0
1989,0
1990,0
1991,0
1992,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,1
2008,0
2009,1
2010,0
2011,0
2013,0
2014,1
2015,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,1
2029,0
2032,0
2033,1
2034,0
2035,0
2036,0
2037,1
2038,0
2040,1
2041,0
2042,0
2045,1
2047,0
2048,0
2049,0
2051,0
2052,0
2053,1
2054,1
2055,1
2057,0
2058,0
2059,1
2060,1
2061,0
2063,0
2064,0
2065,1
2066,0
2067,0
2068,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2079,1
2080,0
2081,1
2082,0
2084,0
2085,0
2086,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2110,0
2111,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,0
2120,0
2121,0
2122,0
2123,0
2126,0
2127,0
2129,0
2130,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2142,0
2143,0
2145,0
2147,0
2148,0
2149,0
2151,0
2152,0
2154,0
2155,0
2157,0
2158,1
2159,0
2160,0
2161,0
2162,0
2163,0
2164,1
2165,1
2167,0
2168,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2185,0
2186,0
2187,0
2188,0
2191,1
2192,0
2194,0
2195,1
2196,0
2198,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,1
2209,0
2211,0
2212,0
2213,0
2214,0
2215,0
2217,0
2218,0
2219,0
2221,0
2222,0
2223,0
2224,0
2225,1
2226,0
2227,0
2228,0
2230,0
2231,0
2233,0
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2262,0
2265,0
2266,0
2267,0
2268,0
2270,1
2271,0
2273,1
2275,0
2276,0
2278,0
2280,0
2281,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2290,0
2293,0
2294,1
2296,0
2297,0
2298,0
2300,0
2301,0
2302,0
2304,1
2305,0
2306,0
2307,1
2308,0
2310,1
2311,1
2312,0
2313,0
2316,0
2317,0
2318,0
2319,0
2320,0
2322,0
2324,0
2325,0
2327,0
2328,0
2329,0
2330,1
2331,0
2332,0
2333,0
2334,0
2335,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2351,0
2352,0
2353,0
2354,1
2356,0
2357,0
2360,0
2361,0
2362,0
2363,0
2364,1
2365,0
2366,0
2369,0
2370,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2380,0
2381,0
2382,1
2383,0
2384,0
2385,1
2386,0
2388,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2404,0
2405,0
2406,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,1
2414,0
2415,0
2418,0
2419,0
2420,1
2422,0
2423,1
2425,0
2429,0
2430,0
2431,1
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2444,0
2445,1
2446,0
2447,0
2448,0
2450,0
2452,0
2453,1
2457,0
2458,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,1
2468,0
2469,0
2471,0
2472,0
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,1
2486,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2497,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,1
2505,0
2506,0
2507,0
2508,0
2510,0
2511,0
2512,0
2513,0
2514,1
2515,0
2519,1
2521,0
2523,0
2524,0
2525,0
2528,0
2529,0
2530,0
2531,1
2532,0
2533,0
2535,0
2538,0
2540,0
2541,0
2542,0
2543,0
2544,0
2546,0
2547,0
2548,0
2549,0
2553,0
2555,0
2556,0
2558,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,1
2568,0
2569,0
2570,1
2571,0
2572,0
2574,0
2575,0
2579,0
2580,0
2582,1
2584,0
2585,0
2586,0
2587,0
2588,0
2590,0
2591,0
2592,0
2593,1
2594,0
2595,0
2596,0
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,0
2626,1
2627,0
2628,0
2629,0
2630,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2639,0
2640,0
2644,0
2645,0
2647,0
2648,0
2650,0
2652,0
2653,1
2654,0
2655,1
2657,0
2658,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2670,0
2671,1
2672,0
2673,0
2674,0
2675,1
2677,1
2678,0
2680,0
2681,0
2682,0
2683,0
2684,0
2686,0
2687,0
2688,0
2689,0
2690,0
2692,0
2693,0
2694,0
2695,0
2696,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2711,0
2713,0
2714,0
2718,0
2719,0
2720,0
2721,0
2722,1
2723,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2734,0
2735,0
2737,0
2738,0
2739,1
2741,0
2742,0
2743,0
2744,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2757,1
2758,0
2759,0
2760,0
2762,0
2763,0
2767,0
2768,0
2769,0
2771,0
2772,0
2776,0
2777,1
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2792,0
2793,0
2794,0
2795,0
2797,0
2798,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2812,0
2813,0
2814,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2825,0
2826,0
2827,0
2828,0
2829,0
2831,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2841,0
2843,0
2846,1
2847,0
2849,0
2851,0
2852,0
2854,0
2856,0
2857,0
2858,0
2859,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,1
2881,0
2882,0
2883,0
2885,1
2886,0
2887,0
2888,1
2890,1
2891,0
2892,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2905,0
2907,0
2908,0
2909,0
2910,0
2911,1
2912,0
2913,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2922,0
2923,0
2924,0
2925,0
2928,0
2929,0
2930,0
2931,0
2933,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,0
2946,0
2947,0
2949,0
2950,0
2951,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,0
2959,0
2961,0
2962,0
2963,0
2964,0
2966,0
2967,0
2968,0
2969,1
2970,0
2971,0
2972,1
2973,0
2974,0
2975,0
2976,0
2977,1
2978,0
2979,1
2980,0
2981,0
2982,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
2998,0
3000,1
3002,0
3004,0
3005,1
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3014,1
3016,0
3017,0
3018,0
3019,0
3022,0
3023,0
3024,0
3025,1
3026,0
3027,0
3029,0
3030,0
3031,0
3032,1
3033,0
3034,0
3035,0
3036,0
3038,0
3039,1
3040,0
3041,0
3042,0
3043,0
3044,0
3045,1
3050,0
3052,0
3053,0
3054,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3064,0
3065,1
3066,0
3067,1
3068,0
3069,1
3070,0
3071,0
3072,0
3073,1
3075,0
3076,0
3077,0
3078,0
3080,0
3082,0
3083,0
3087,0
3088,0
3089,0
3091,1
3093,0
3094,0
3096,0
3097,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,0
3114,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3150,1
3151,0
3152,1
3153,0
3154,0
3155,1
3157,0
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,0
3177,0
3178,1
3179,0
3181,1
3182,0
3184,0
3185,0
3186,0
3187,0
3188,0
3190,1
3191,1
3192,0
3193,0
3194,0
3195,0
3196,1
3197,0
3198,0
3200,0
3202,0
3203,1
3204,0
3206,0
3207,0
3210,0
3211,0
3212,0
3213,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3223,0
3225,0
3227,0
3228,0
3229,0
3230,0
3231,1
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,0
3240,0
3241,0
3242,0
3243,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3254,0
3255,0
3257,0
3258,1
3259,0
3260,0
3262,0
3263,0
3264,0
3265,0
3266,1
3268,0
3269,0
3270,0
3271,0
3272,0
3273,0
3275,0
3276,1
3277,0
3278,0
3279,0
3280,0
3281,0
3282,0
3283,0
3285,0
3287,0
3288,0
3291,0
3293,0
3295,0
3296,0
3297,0
3298,0
3299,0
3300,0
3301,0
3302,0
3303,0
3305,0
3306,0
3307,0
3308,1
3309,0
3310,0
3312,0
3313,0
3314,0
3315,0
3318,0
3319,0
3320,0
3321,0
3324,0
3325,0
3326,0
3329,0
3332,0
3333,0
3334,0
3335,0
3336,1
3337,1
3338,0
3339,1
3340,0
3341,0
3342,0
3344,0
3345,0
3346,0
3348,0
3349,0
3350,0
3351,0
3352,0
3353,0
3354,1
3355,0
3356,0
3358,0
3359,0
3360,0
3361,0
3364,0
3365,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3375,0
3376,0
3377,0
3378,0
3380,0
3381,0
3382,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,1
3405,0
3407,0
3410,0
3411,0
3413,0
3414,0
3416,0
3417,0
3418,1
3420,0
3421,0
3422,0
3423,0
3424,1
3426,0
3427,0
3428,0
3430,0
3432,1
3433,0
3434,0
3435,0
3436,1
3437,0
3438,0
3439,0
3440,0
3442,0
3444,0
3445,0
3446,1
3447,0
3449,0
3450,0
3451,0
3452,1
3453,0
3454,0
3455,1
3456,0
3457,1
3460,0
3462,0
3463,0
3464,0
3465,0
3467,0
3468,0
3471,0
3472,1
3473,0
3474,0
3475,0
3476,1
3477,0
3479,0
3481,0
3482,0
3483,1
3484,0
3485,0
3486,0
3487,1
3488,0
3491,1
3492,0
3493,0
3495,0
3496,0
3498,0
3499,0
3500,0
3501,0
3502,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3514,0
3515,0
3517,0
3519,0
3520,0
3521,0
3522,0
3524,0
3525,0
3526,0
3528,0
3529,0
3531,0
3532,1
3534,0
3535,0
3536,0
3538,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3547,0
3548,0
3550,0
3552,0
3553,1
3556,0
3557,0
3559,0
3560,0
3563,1
3564,0
3565,0
3566,0
3567,0
3569,0
3571,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,1
3579,0
3582,0
3583,0
3584,0
3585,0
3588,0
3589,0
3591,0
3592,0
3593,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3604,1
3605,0
3606,0
3607,0
3608,0
3609,0
3610,1
3612,0
3613,1
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3622,0
3623,0
3624,0
3625,1
3626,0
3627,0
3628,0
3629,0
3630,0
3632,0
3633,0
3634,0
3635,0
3636,0
3638,0
3639,0
3640,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,1
3649,0
3651,1
3652,1
3655,0
3656,0
3657,0
3658,0
3659,1
3660,0
3661,1
3662,0
3663,1
3665,0
3667,1
3668,1
3669,0
3670,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,1
3679,0
3681,0
3682,0
3683,0
3684,1
3685,0
3686,0
3688,0
3689,0
3690,0
3692,0
3693,0
3694,0
3695,0
3697,0
3698,0
3699,0
3700,0
3701,0
