C1,C2,C3,C4,Date,Weekday,Temperature,Humidity,Wind_Speed,Precipitation,Pressure,Visibility,Y
X_0,Y_4,Z_4,W_7,2023-09-15,4,23.566262209935037,74.2702057150337,7.920782061532684,13.55921505230826,1031.4445142296056,8.14841331445416,78
X_1,Y_0,Z_2,W_7,2023-07-08,5,18.92357155851258,45.15934931825114,1.8516001453964632,12.38864500062476,1046.4370026351778,3.915251726434229,63
X_0,Y_1,Z_3,W_4,2023-12-30,5,1.228483591376854,21.76687938163095,3.7766389834075498,5.880582452147463,1011.808411711134,1.1992584856998352,0
X_1,Y_3,Z_6,W_5,2023-08-27,6,12.8293325305842,18.02375735423114,8.442928009220084,16.739183144873376,975.656351956162,6.142790929143256,-2
X_2,Y_3,Z_2,W_7,2023-11-30,3,-4.170081800777697,33.83523669832313,8.747811833558403,11.033723987502482,952.5106639505176,3.2200957921004054,10
X_2,Y_0,Z_3,W_0,2023-10-31,1,29.221871792820245,73.84124149635619,8.653588553173048,9.797023464336064,972.2926490720548,8.570853985223593,75
X_1,Y_4,Z_6,W_4,2023-04-01,5,6.105413849554157,39.15678783517148,1.1550523875932397,19.74127608469749,1017.5273197953624,2.289296839517007,67
X_2,Y_1,Z_6,W_3,2023-07-03,0,18.172001170957245,22.79178882351505,11.305438389521314,5.670158134129537,1042.6274823343012,4.913207641533253,18
X_1,Y_0,Z_5,W_3,2023-01-17,1,-2.8550671170731983,42.3292945236928,13.6414229848351,10.560606097903465,982.0903667308264,3.278171832499106,-17
X_2,Y_4,Z_2,W_10,2023-01-12,3,-0.7225819915956802,54.4249245829646,7.657784215948499,13.646491572159828,1037.5704330289295,7.206414572989732,14
X_0,Y_1,Z_4,W_1,2023-06-15,3,34.63803668614184,12.366734691041108,10.782439301577943,2.504518658664672,989.4898248341156,5.936778184216794,52
X_2,Y_3,Z_4,W_9,2023-05-26,4,23.88888774985982,60.21134411521385,13.710232380548268,7.084794482930708,980.8271249368552,8.118889473237363,68
X_0,Y_1,Z_0,W_0,2023-10-09,0,33.28873413983319,41.608060241183146,9.639341324220238,16.033774319946524,1000.8844242805818,5.12751317701287,75
X_2,Y_2,Z_3,W_5,2023-02-06,0,3.3133024345419866,10.77807001049555,10.114885866465766,4.735164691996601,994.2273492409616,1.0432758838995602,14
X_0,Y_1,Z_0,W_6,2023-03-11,5,-2.5946705521080826,63.91115191571047,10.82106620075932,9.865807298072134,1041.379986851702,2.936768324855461,17
X_2,Y_2,Z_1,W_4,2023-06-18,6,12.638080856547392,66.99101084501186,3.907536771810977,12.61261211965942,996.8256947408128,9.992413973748462,46
X_0,Y_1,Z_4,W_7,2023-12-01,4,12.260072700230452,60.30718308469463,8.740168120752411,13.423247066152,977.7335387223076,4.648104903785592,41
X_1,Y_2,Z_3,W_8,2023-06-19,0,-2.127406880890546,37.35441740787378,12.632626718166843,14.566208840956518,1034.2565577501905,6.582115970976029,2
X_1,Y_3,Z_5,W_10,2023-09-10,6,22.99488063116346,52.36838832527689,4.442440953911261,17.319546340858885,1049.8749511659566,9.144384472528817,91
X_0,Y_4,Z_0,W_10,2023-12-12,1,6.279989049743033,40.97261649067483,13.457557493952905,7.857188860672752,1014.8171419181324,1.184717639305796,-3
X_2,Y_2,Z_5,W_1,2023-10-24,1,-1.6135646081267223,66.04973841277555,9.30572924648448,14.132638519277124,975.046136893636,6.9364665675765576,-7
X_0,Y_2,Z_5,W_10,2023-05-22,0,4.939252754447978,56.68641489869509,6.347622771495844,14.64349295540503,973.881507701318,3.595392765805931,44
X_2,Y_3,Z_5,W_3,2023-09-30,5,15.36464148357568,16.543929106195982,9.347744421004396,6.0054826025398045,955.770669621526,3.513234298171884,15
X_1,Y_2,Z_0,W_10,2023-08-13,6,22.691191948119943,61.447484657519794,6.027898585336145,19.363159004232823,957.7293038514084,3.023662629234762,84
X_2,Y_0,Z_1,W_8,2023-07-02,6,11.685089872586804,64.97907314702412,12.57053402772262,17.30438347044124,1041.4983095182763,8.404562946620437,41
X_1,Y_3,Z_6,W_4,2023-08-09,2,13.651774542276808,39.65617444917595,7.234778701013957,5.797226573991281,959.6487107049552,4.35652959201845,24
X_2,Y_0,Z_6,W_2,2023-02-22,2,-3.747432882576322,80.06286247677635,13.51820039631505,13.501373533739752,998.4343848276778,1.6040488443438317,3
X_2,Y_3,Z_0,W_5,2023-04-28,4,31.161091611870447,77.44114838759701,7.647121212717397,14.35601268918588,1019.812177969318,1.871660420948468,137
X_2,Y_2,Z_6,W_2,2023-12-31,6,31.792588909642,24.013321911979027,9.905525844560808,8.629672725507586,1035.0354782773602,2.337529264181218,59
X_0,Y_0,Z_2,W_4,2023-06-08,3,20.75419656881017,82.34130467886948,14.96616631510276,17.274865718819328,967.1270950253728,9.090348285258328,77
X_0,Y_2,Z_6,W_2,2023-05-16,1,-9.206586597968888,45.2697897196062,2.204487615128117,13.804587070180794,993.7778679125356,4.846990838566082,44
X_1,Y_3,Z_4,W_5,2023-03-18,5,14.168339715649672,67.89997221074347,11.050937231001084,13.163093703054365,975.1480195013778,9.244444056395688,81
X_1,Y_2,Z_0,W_11,2023-12-02,5,18.31485374398761,75.12776055737888,2.083083418739004,4.416807445694364,975.58230899666,8.35731525485912,66
X_0,Y_0,Z_6,W_9,2023-02-14,1,34.75944003311495,50.40899368557519,12.582995486465943,8.15684622699165,980.3839307486676,8.540943591320632,74
X_1,Y_0,Z_0,W_4,2023-01-18,2,34.82301298376586,41.92815514966526,8.946800717430175,8.678449782646997,1008.7116214418468,3.581486300186494,95
X_0,Y_2,Z_1,W_8,2023-12-21,3,28.59250558965008,83.23610948920786,14.072393409096888,14.67322193158041,951.6577471685588,3.4418297143858214,82
X_2,Y_1,Z_2,W_2,2023-07-24,0,-7.127605358824891,28.468284234833856,12.989349029173026,12.367890905151048,990.8766286315528,6.040615418540452,-35
X_1,Y_3,Z_0,W_5,2023-11-20,0,32.897437585042844,30.55760621753156,1.1230805620323514,1.717211812525341,968.6830135232792,4.761324657909557,95
X_1,Y_3,Z_4,W_7,2023-03-24,4,17.56975612183996,38.92962512107496,2.0595381251829137,6.153959037744801,1046.7118508512635,5.58154619470312,65
X_0,Y_2,Z_6,W_6,2023-02-19,6,26.03990467156307,78.75726223764525,9.017563929102378,9.460950089230913,1008.272915925031,1.4788378167192953,86
X_1,Y_1,Z_4,W_5,2023-10-08,6,8.323678235863412,85.10306113704607,7.774719599131123,14.73465891713986,1036.8095468830322,9.744311721362752,63
X_1,Y_0,Z_6,W_1,2023-06-15,3,4.38512620555654,27.605417180388947,2.5284769592016687,14.87138260159348,969.5689986769612,1.523519270561108,32
X_2,Y_4,Z_0,W_6,2023-08-31,3,10.84598654677136,79.10961181049963,1.940388424074747,9.810866171432735,1031.0015699323787,2.609481678956986,69
X_1,Y_4,Z_5,W_7,2023-06-13,1,-3.3906469164027886,30.656236757485544,8.459861751624198,2.338647645213552,991.4782461305232,7.103804723517323,-3
X_2,Y_2,Z_6,W_0,2023-11-20,0,6.067976243898773,87.65129973999105,0.7338232196249922,5.858068067456781,967.7694688849402,2.399513965557248,54
X_0,Y_1,Z_5,W_8,2023-02-25,5,28.592787489572537,57.792631358526585,13.106029544301586,5.093847644941385,1026.1245202388234,1.961829349370101,59
X_1,Y_1,Z_2,W_3,2023-02-08,2,-8.292228118260333,10.566917395790592,12.106243797039308,15.620528206164824,1026.2011097615282,2.3825834323382997,-25
X_2,Y_3,Z_4,W_7,2023-11-15,2,-3.2104878928927985,12.73039232569423,11.78054957566634,3.5997262801130714,1049.588790686406,1.5572821889476818,-31
X_0,Y_0,Z_5,W_9,2023-05-08,0,-4.369772815773152,21.79876246437668,0.239957205611116,9.298424447903844,1028.0937261798165,3.261868662325099,0
X_1,Y_1,Z_4,W_6,2023-05-02,1,8.138399421510261,25.005852625500538,0.7146141511910692,13.4143760702878,964.5267247927128,3.4400734391333314,78
X_0,Y_4,Z_6,W_9,2023-09-04,0,34.86441054008878,71.40952982612774,8.24758681726093,19.29572305900074,982.2544741785728,5.487598787934895,97
X_1,Y_0,Z_6,W_6,2023-07-05,2,-2.19889314048778,27.821270113355997,14.916385333412666,19.9848116044888,995.1726917291146,4.948502654842976,-6
X_0,Y_0,Z_2,W_1,2023-07-27,3,-3.4532807680332924,87.53132960398878,5.134743014570276,19.05844287110878,962.6652805709796,5.263420736339606,32
X_0,Y_2,Z_6,W_0,2023-11-11,5,31.177507839926957,60.88896457623506,5.16562224608016,14.3648469050707,1028.8038974447811,6.544355537880124,87
X_2,Y_1,Z_2,W_3,2023-10-31,1,29.692273263468454,65.40140074028142,2.01416950292975,14.928816660441832,1002.6698537912588,3.0786528812458944,93
X_0,Y_2,Z_5,W_11,2023-08-27,6,-8.549183350155051,27.4253215428166,10.115037056092522,15.184201952180349,1044.4449569095757,2.212337179827057,-28
X_1,Y_1,Z_6,W_1,2023-08-03,3,23.826768208069176,81.41650512760678,9.700150334910084,17.252097530925802,1008.930814452582,8.909904507809891,88
X_1,Y_3,Z_0,W_7,2023-10-19,3,19.49595656643933,63.42516582559451,1.519836245687386,19.03570925704416,1002.2899083738254,6.705472056120561,83
X_2,Y_2,Z_3,W_9,2023-08-12,5,24.548336443371905,79.15244994734911,7.011184306025267,8.914122890406551,957.1425152932864,1.5459696454131966,60
X_1,Y_2,Z_1,W_6,2023-03-29,2,12.252610465816495,86.51848777849816,10.006123632329617,8.330217560842538,964.9345904944578,9.649464849107382,75
X_1,Y_4,Z_3,W_7,2023-01-25,2,34.6120648301733,20.05127816876772,7.402742044828906,9.209289247572611,1034.952607676415,7.237616520415679,93
X_1,Y_2,Z_3,W_10,2023-08-08,1,-8.026884158006656,17.726978421515653,10.115453727971332,13.196343429131884,1049.0675977825808,2.3653417787831046,-18
X_0,Y_1,Z_4,W_5,2023-10-02,0,0.5467213881712585,74.27262612717085,12.244055961472348,15.508907925555294,991.517913589827,9.722209885087606,10
X_0,Y_4,Z_2,W_0,2023-05-15,0,7.844569413812678,79.29008472753362,10.287231496826514,17.410887818026584,1031.008608372493,4.288666089246698,67
X_1,Y_2,Z_4,W_11,2023-08-21,0,10.240007370456642,56.700913670238855,9.241713537457857,9.124215085652112,1012.7585766330652,9.860590718782932,31
X_2,Y_2,Z_5,W_8,2023-03-07,1,31.46153312147834,39.28004382004165,12.803853854167398,7.267452523602589,1045.9059273671714,1.9294806645395963,61
X_0,Y_3,Z_1,W_5,2023-03-21,1,15.200196383476648,62.2103708860179,13.508828518046824,19.66705229404453,973.8137235444092,2.4397229533194613,79
X_2,Y_2,Z_5,W_11,2023-09-12,1,-7.970005201582275,34.45312580739659,5.833296557637063,4.637752420144525,1004.4835743007944,6.916775957873598,-17
X_1,Y_0,Z_0,W_9,2023-05-05,4,8.353833354154784,29.070855372277453,2.5987483158582894,4.4400967050495455,990.8795818342596,1.1992911864946592,32
X_1,Y_4,Z_1,W_0,2023-05-26,4,8.742068556608146,49.05161676218124,12.267906060120758,14.308149096529911,1004.1715975943016,1.168206770964121,16
X_0,Y_0,Z_4,W_0,2023-04-13,3,33.44709222970032,27.29230620851037,3.206296609492248,3.5931459120528464,976.8858083418856,8.127845490024104,82
X_1,Y_4,Z_6,W_7,2023-10-04,2,16.963869095949867,48.69628866521383,13.934260046236286,7.988179994922449,999.7746162715744,2.5100229856583827,21
X_0,Y_3,Z_6,W_5,2023-05-04,3,18.604298202152247,86.52852043708576,0.3431691783285517,5.847736446285039,1012.4804146724764,9.269109933288464,103
X_1,Y_2,Z_4,W_7,2023-09-24,6,22.09638640630719,77.18272284939124,13.819067739289553,3.3742091351389725,958.1215883999492,4.833065459542345,31
X_1,Y_2,Z_5,W_7,2023-10-05,3,24.651769205695544,85.33047356000179,8.837744889180941,11.594144781957873,1024.2987254807624,8.862871188693482,67
X_0,Y_2,Z_4,W_10,2023-04-21,4,18.57729815911201,74.50631798778869,11.62113174769322,7.470229815092577,1020.6522963160418,4.759872256778756,33
X_0,Y_4,Z_4,W_7,2023-11-09,3,0.6737458010270974,38.380074875702135,5.977388805966068,9.244683456968922,1038.0457601451485,5.77207004474926,15
X_0,Y_2,Z_3,W_9,2023-03-30,3,29.332066145352385,74.96361908412473,14.875744378633202,3.91726009651032,992.5856551809926,3.848627455087715,47
X_1,Y_0,Z_0,W_6,2023-06-07,2,22.94539101847836,83.83325948425713,3.4132714134943565,15.35733605343513,956.1669132614718,6.922687759803416,104
X_1,Y_2,Z_6,W_6,2023-08-04,4,23.38417182936301,85.76286302696435,3.9651549395726216,6.294241669014915,996.1461129021689,3.863810493487595,73
X_2,Y_3,Z_3,W_9,2023-10-28,5,34.84505326556371,64.65582805479977,0.771486660562094,6.854363580537976,963.7609172061962,3.008530880650444,106
X_0,Y_0,Z_4,W_3,2023-02-05,6,26.11369406884922,26.909331505209053,14.107100445921574,5.043079242002253,1014.7446813521816,1.729425807664307,35
X_1,Y_2,Z_2,W_8,2023-03-28,1,27.311813141981894,13.178332269175268,6.840439553980142,8.688071442380675,954.7131524131306,1.5190241304506205,57
X_1,Y_2,Z_3,W_11,2023-04-28,4,32.81324820695713,21.776018252812463,10.122786220790235,9.27153254477344,987.3996406227697,3.7537691788206,70
X_0,Y_1,Z_4,W_1,2023-11-24,4,-3.198970006799776,87.24375343151563,10.31161091194261,10.593338326590304,958.2842898487496,7.628260107243299,25
X_2,Y_4,Z_6,W_10,2023-07-01,5,12.397731941513054,46.967745935421554,13.117531384240165,19.351365639638797,950.3366434071604,2.850580597092547,33
X_0,Y_0,Z_4,W_8,2023-03-09,3,16.125516061585444,78.3988811865646,9.97387875969614,18.09383616091407,1046.0557223901592,3.693047051255469,44
X_2,Y_1,Z_0,W_9,2023-12-25,0,4.8174078150105935,47.20353228466329,8.430317734562808,12.187852619741072,1049.612734802628,9.146542766699117,46
X_1,Y_3,Z_5,W_2,2023-06-08,3,27.77315047525275,62.86540667678715,10.654777862865654,0.77806935526195,1005.5502951531812,6.752417462301886,62
X_2,Y_4,Z_1,W_1,2023-10-12,3,24.308882974057557,11.931262169786692,11.264561985046896,12.24520681753469,973.8955849945484,9.277501504797788,34
X_1,Y_0,Z_3,W_3,2023-06-13,1,22.439738352865582,29.98919541754934,2.7889191937272297,1.793372135282325,1041.1099036808655,9.201034306032708,45
X_0,Y_2,Z_3,W_4,2023-12-27,2,34.87172478911751,44.90154240340714,1.6450055846512952,14.206884770374945,1042.303659707611,1.5706961423712094,94
X_0,Y_0,Z_3,W_1,2023-03-14,1,1.6721618033775734,60.45048377233306,1.122732757283447,7.801552931618612,1035.4508891170706,9.595083924355285,42
X_0,Y_2,Z_4,W_0,2023-04-29,5,23.09557632539396,23.72169504425428,5.61080241783805,16.753929831370375,1004.4369984567384,1.460601631551301,97
X_2,Y_4,Z_0,W_9,2023-12-07,3,14.813201370765526,71.1641171416392,7.470003597566178,18.85058490530261,957.4702160896028,9.330570259736382,58
X_1,Y_2,Z_4,W_10,2023-07-14,4,4.084513212224424,39.15237649089899,9.234748474347912,8.342206829312179,958.8438927536798,5.920600929910443,14
X_0,Y_3,Z_4,W_4,2023-03-30,3,-2.773590817459338,75.39482153871076,14.370517795344153,9.211105909474924,1039.6619787712657,5.798706245896524,33
X_0,Y_2,Z_5,W_8,2023-12-11,0,30.314772668039623,17.837527231605385,4.961817303105094,11.802951620257003,1037.5826847457229,7.419376563578371,63
X_1,Y_3,Z_2,W_11,2023-03-17,4,16.795496721853038,64.38052701458975,11.413110781159116,3.9426544371610106,993.4397249181218,8.91290143685557,48
X_0,Y_4,Z_0,W_11,2023-08-09,2,27.12202269383576,33.466266656520816,7.970364293923274,18.546656816567225,982.8154619476426,6.553041000951312,53
X_1,Y_4,Z_3,W_4,2023-05-19,4,14.54052428006952,73.63065392980943,3.301348981303753,8.659998530027453,1014.4123920144102,4.828598684031894,92
X_1,Y_0,Z_1,W_11,2023-08-29,1,-0.101031370569121,42.17363416339285,9.229581436931388,3.3364067183201462,1030.6987948255526,2.007004086862961,-21
X_1,Y_3,Z_3,W_10,2023-06-03,5,5.189696589514636,63.22797058108532,14.507642674345554,15.254636668377678,1023.168494205182,8.102883753053908,30
X_1,Y_3,Z_4,W_9,2023-02-22,2,7.1692479113095935,84.74442149091787,1.8646244887690864,4.383027448879703,1011.5602938050706,2.1546414322372462,36
X_1,Y_1,Z_0,W_8,2023-05-22,0,33.7820665626666,11.650130561101149,7.609196468238434,2.8705855014371,973.1511044444832,7.537292750793187,65
X_2,Y_1,Z_6,W_11,2023-11-16,3,-9.746502472837788,10.88934258674989,0.7741253122579234,11.257441509880142,976.2504869220716,5.7513245120382335,-14
X_0,Y_1,Z_0,W_9,2023-01-31,1,34.35497103610282,71.62234017413708,4.818244483445434,13.429905105831816,1022.40674813977,4.472523322822616,111
X_2,Y_2,Z_0,W_5,2023-08-11,4,34.12077357994238,61.71144412064625,9.309040163909868,11.391254813298326,1030.261985245103,6.516877476280309,65
X_0,Y_1,Z_2,W_2,2023-10-19,3,34.82678557385614,33.43837764035462,12.615854040461318,13.130212978947265,961.613518809959,7.951204774670887,58
X_2,Y_3,Z_3,W_3,2023-09-23,5,11.446468051383562,49.55173622194099,10.954926325891066,2.310480246154889,968.7297047711306,9.470256566055587,-13
X_1,Y_2,Z_2,W_3,2023-10-09,0,33.37140363294498,13.3548532479095,6.942851673232108,9.520360757682148,1018.0470262177372,3.3822719455401997,35
X_0,Y_4,Z_6,W_0,2023-10-03,1,7.801963183242229,25.395648428899264,13.6383413565622,7.1403728817708245,988.89865874714,9.524171441905285,-21
X_0,Y_0,Z_6,W_2,2023-02-13,0,-8.816750169922598,43.9597099621734,4.540719975356559,19.46737232480244,1006.3292867271032,9.648532413890129,25
X_2,Y_1,Z_5,W_2,2023-03-03,4,0.0956233867294038,76.72355329771858,11.309751153377496,0.9924786835893484,1011.4814952655636,8.32267463031712,5
X_2,Y_4,Z_1,W_0,2023-07-20,3,32.538331022182305,48.37337462880679,7.110135326214937,5.9658840611984605,1027.6203467267333,8.932934574481141,71
X_0,Y_3,Z_5,W_8,2023-12-01,4,-9.380588799907,56.909000362078295,13.479536320091634,18.83724388183444,1030.5716950716908,7.231847623454545,-13
X_2,Y_0,Z_4,W_10,2023-01-09,0,14.569736094033878,79.90030335950243,11.961492324806402,19.66992366368659,978.0096245261456,1.351874979381562,55
X_2,Y_4,Z_2,W_0,2023-03-12,6,-6.597928499739442,34.70551308710762,13.522044919606428,16.49803215454267,1004.1296728922172,6.175706902348529,0
X_2,Y_0,Z_2,W_8,2023-03-31,4,2.8878460292410324,66.05594568816447,3.2137177341311007,1.5199648803281862,962.352393862188,7.724841066646948,47
X_1,Y_1,Z_5,W_0,2023-01-24,1,-6.0358217179651,78.93338069426026,10.02225648174312,11.227100566870806,1034.2015168697549,9.475328212357017,28
X_1,Y_3,Z_4,W_1,2023-05-20,5,28.67878795008754,26.20925605569414,11.0769511212246,8.002459853409343,1034.5447938333195,6.134066623169863,68
X_2,Y_0,Z_0,W_1,2023-11-12,6,16.598181934146762,38.5182532118266,11.136213979238905,16.129051353908032,979.9505718999455,8.147806104316452,34
X_2,Y_4,Z_4,W_5,2023-12-06,2,30.59479095732408,88.38481391114841,7.560006757010063,1.1004847114266658,966.0620207422044,7.345348457900446,66
X_1,Y_1,Z_3,W_6,2023-03-19,6,20.975893979310275,88.65748518369688,0.1687578352192881,3.9425750328940414,957.0091778200268,3.5272259969282365,103
X_1,Y_1,Z_5,W_10,2023-08-02,2,33.69631090602949,27.85839442351503,3.921461758036124,9.78390132445259,1007.4976441911584,2.392552676362227,72
X_0,Y_4,Z_4,W_0,2023-01-16,0,12.944494464218296,15.31566711141025,4.849513125065716,3.152953258956539,959.142810039988,7.758147958101103,27
X_0,Y_4,Z_0,W_2,2023-01-29,6,18.74197617932936,31.67372890480423,12.780549259226422,13.854302853885963,1018.05948446206,3.1039152506155663,42
X_1,Y_0,Z_4,W_1,2023-10-18,2,15.933896895007546,41.81855658429498,12.613287256563304,16.415344422795965,1017.8126401034148,3.2022239916712683,26
X_2,Y_2,Z_2,W_7,2023-02-12,6,11.791719325097574,45.28044807449309,1.570201560566749,14.090397872552868,1011.3987407131624,6.795516148305828,42
X_2,Y_1,Z_1,W_8,2023-12-18,0,28.06817144403557,59.50450458643389,14.247538226568864,8.805674272799646,1037.6560501863094,8.101616176265756,66
X_2,Y_0,Z_2,W_1,2023-02-22,2,19.003631105166207,81.96022081052371,2.7368622997723646,17.567753325052923,987.8280692729132,6.240988835751126,87
X_2,Y_4,Z_6,W_1,2023-10-03,1,26.059051918496277,36.42784095257299,6.2153917695138166,2.753722634398834,1040.226958262458,8.96484838491164,28
X_0,Y_0,Z_1,W_9,2023-08-20,6,25.3863771471086,77.99876283993667,3.2273544916613317,5.206771677980178,953.6925368846132,2.90298942325607,80
X_1,Y_4,Z_6,W_8,2023-07-31,0,-1.4029677705117116,17.478313674130153,12.904987032440362,9.790793705046068,961.2756987921408,3.2717298658666563,-30
X_2,Y_3,Z_4,W_3,2023-01-08,6,19.257358963293967,13.349975917857178,11.241030477889678,1.2267719775850394,991.2205562518444,6.732599537417,13
X_0,Y_4,Z_3,W_4,2023-05-02,1,-1.0158391368399649,50.3236146498769,5.30293210331706,1.9137156313309456,1009.3993018688574,8.464313661564674,17
X_2,Y_4,Z_4,W_10,2023-02-11,5,16.24942152096969,14.772977866448391,10.228179390390832,7.9488674344474415,953.2375636639366,5.854166215104101,28
X_1,Y_4,Z_0,W_8,2023-11-29,2,20.48456080008352,41.39918409873842,2.765503262573135,18.87772593469108,1006.7434471424264,1.0934341597229156,76
X_0,Y_2,Z_4,W_5,2023-08-21,0,34.87557822144141,81.74224934953875,5.734456385640025,18.168273865540005,980.7398316483032,7.09248816286247,118
