ID,연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
ID_5043,202201,한식 음식점업,법인,알수없음,147937,168076.0,9663.524215
ID_5044,202201,한식 음식점업,제주도민,남성,193668,208892.0,7660.994018
ID_5045,202201,한식 음식점업,제주도민,여성,97374,103441.0,3453.745609
ID_5046,202201,한식 음식점업,중국,알수없음,44,51.0,4.1578
ID_5047,202201,호텔업,기타외국,알수없음,172,181.0,42.200746
ID_5048,202201,호텔업,내국인,남성,5147,5414.0,1046.71154
ID_5049,202201,호텔업,내국인,여성,4690,4900.0,847.436775
ID_5050,202201,호텔업,동남아,알수없음,1052,1090.0,290.85578
ID_5051,202201,호텔업,법인,알수없음,3927,6785.0,2587.141878
ID_5052,202201,호텔업,제주도민,남성,1626,1789.0,205.851477
ID_5053,202201,호텔업,제주도민,여성,1322,1494.0,150.77182
ID_5054,202201,화장품 및 방향제 소매업,내국인,남성,1143,1295.0,56.6427
ID_5055,202201,화장품 및 방향제 소매업,내국인,여성,2030,2265.0,68.03228
ID_5056,202201,화장품 및 방향제 소매업,법인,알수없음,584,643.0,89.08604
ID_5057,202201,화장품 및 방향제 소매업,제주도민,남성,1327,1390.0,99.702438
ID_5058,202201,화장품 및 방향제 소매업,제주도민,여성,3106,3313.0,259.96102
ID_5059,202202,건강보조식품 소매업,내국인,남성,97,101.0,15.2896
ID_5060,202202,건강보조식품 소매업,내국인,여성,126,130.0,15.599
ID_5061,202202,건강보조식품 소매업,법인,알수없음,158,171.0,44.53755
ID_5062,202202,건강보조식품 소매업,제주도민,남성,301,308.0,40.790427
ID_5063,202202,건강보조식품 소매업,제주도민,여성,292,304.0,35.1323
ID_5064,202202,기타 대형 종합 소매업,내국인,남성,7888,8939.0,580.27671
ID_5065,202202,기타 대형 종합 소매업,내국인,여성,7038,8036.0,493.30091
ID_5066,202202,기타 대형 종합 소매업,법인,알수없음,5728,6730.0,637.27979
ID_5067,202202,기타 대형 종합 소매업,제주도민,남성,18233,20675.0,1269.82689
ID_5068,202202,기타 대형 종합 소매업,제주도민,여성,21750,25494.0,1452.70785
ID_5069,202202,기타 대형 종합 소매업,중국,알수없음,136,178.0,28.16052
ID_5070,202202,면세점,내국인,남성,29278,44115.0,3906.90817
ID_5071,202202,면세점,내국인,여성,24448,36258.0,3218.428205
ID_5072,202202,면세점,법인,알수없음,6376,11000.0,1447.76242
ID_5073,202202,면세점,제주도민,남성,2606,3375.0,247.0886
ID_5074,202202,면세점,제주도민,여성,1914,2579.0,218.71105
ID_5075,202202,면세점,중국,알수없음,48,113.0,19.97845
ID_5076,202202,비알콜 음료점업,기타외국,알수없음,33,40.0,0.3791
ID_5077,202202,비알콜 음료점업,내국인,남성,20511,22253.0,223.161464
ID_5078,202202,비알콜 음료점업,내국인,여성,19430,21081.0,217.314284
ID_5079,202202,비알콜 음료점업,법인,알수없음,12447,14002.0,236.70916
ID_5080,202202,비알콜 음료점업,제주도민,남성,34834,39691.0,305.47013
ID_5081,202202,비알콜 음료점업,제주도민,여성,34414,38700.0,333.327834
ID_5082,202202,빵 및 과자류 소매업,내국인,남성,17499,18831.0,358.999025
ID_5083,202202,빵 및 과자류 소매업,내국인,여성,24028,26006.0,491.015045
ID_5084,202202,빵 및 과자류 소매업,법인,알수없음,10849,11957.0,377.702057
ID_5085,202202,빵 및 과자류 소매업,제주도민,남성,21989,23456.0,345.053539
ID_5086,202202,빵 및 과자류 소매업,제주도민,여성,29045,30916.0,437.469148
ID_5087,202202,서양식 음식점업,기타외국,알수없음,50,59.0,0.98751
ID_5088,202202,서양식 음식점업,내국인,남성,43642,47769.0,1091.811562
ID_5089,202202,서양식 음식점업,내국인,여성,53426,58634.0,1229.255624
ID_5090,202202,서양식 음식점업,법인,알수없음,20130,22440.0,785.608857
ID_5091,202202,서양식 음식점업,제주도민,남성,29645,32517.0,610.126496
ID_5092,202202,서양식 음식점업,제주도민,여성,31637,34512.0,603.201367
ID_5093,202202,슈퍼마켓,기타외국,알수없음,48,60.0,2.53013
ID_5094,202202,슈퍼마켓,내국인,남성,28336,32268.0,768.037505
ID_5095,202202,슈퍼마켓,내국인,여성,19969,22603.0,536.878394
ID_5096,202202,슈퍼마켓,법인,알수없음,45263,59419.0,4078.461161
ID_5097,202202,슈퍼마켓,제주도민,남성,147085,175003.0,4462.961651
ID_5098,202202,슈퍼마켓,제주도민,여성,114488,137086.0,3955.670004
ID_5099,202202,슈퍼마켓,중국,알수없음,77,101.0,2.830059
ID_5100,202202,스포츠 및 레크레이션 용품 임대업,내국인,남성,3224,3587.0,247.91914
ID_5101,202202,스포츠 및 레크레이션 용품 임대업,내국인,여성,1981,2256.0,140.547575
ID_5102,202202,스포츠 및 레크레이션 용품 임대업,법인,알수없음,1930,2158.0,441.199185
ID_5103,202202,스포츠 및 레크레이션 용품 임대업,제주도민,남성,6229,6775.0,609.38213
ID_5104,202202,스포츠 및 레크레이션 용품 임대업,제주도민,여성,4130,4444.0,565.15465
ID_5105,202202,여관업,기타외국,알수없음,87,96.0,11.973024
ID_5106,202202,여관업,내국인,남성,11169,11870.0,1055.162849
ID_5107,202202,여관업,내국인,여성,8838,9372.0,762.793321
ID_5108,202202,여관업,동남아,알수없음,56,90.0,109.649385
ID_5109,202202,여관업,법인,알수없음,7096,11770.0,3242.71904
ID_5110,202202,여관업,제주도민,남성,3568,3833.0,240.066338
ID_5111,202202,여관업,제주도민,여성,1294,1394.0,79.818657
ID_5112,202202,전시 및 행사 대행업,기타외국,알수없음,21,25.0,0.5553
ID_5113,202202,전시 및 행사 대행업,내국인,남성,13575,15616.0,386.41192
ID_5114,202202,전시 및 행사 대행업,내국인,여성,13471,15548.0,342.85274
ID_5115,202202,전시 및 행사 대행업,법인,알수없음,2413,2884.0,120.44102
ID_5116,202202,전시 및 행사 대행업,제주도민,남성,1407,1635.0,57.41288
ID_5117,202202,전시 및 행사 대행업,제주도민,여성,1429,1691.0,44.65774
ID_5118,202202,체인화 편의점,기타외국,알수없음,20,21.0,0.442
ID_5119,202202,체인화 편의점,내국인,남성,150016,168215.0,1647.42526
ID_5120,202202,체인화 편의점,내국인,여성,96422,106123.0,1024.471527
ID_5121,202202,체인화 편의점,법인,알수없음,57022,64903.0,862.0824
ID_5122,202202,체인화 편의점,제주도민,남성,291636,337929.0,3024.034544
ID_5123,202202,체인화 편의점,제주도민,여성,131143,149124.0,1429.34708
ID_5124,202202,체인화 편의점,중국,알수없음,73,82.0,1.30076
ID_5125,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15112,16191.0,227.90626
ID_5126,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12569,13431.0,184.27917
ID_5127,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,9979,10903.0,351.8227
ID_5128,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,28854,31316.0,397.30596
ID_5129,202202,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,23850,25689.0,322.638601
ID_5130,202202,한식 음식점업,기타외국,알수없음,69,74.0,3.4045
ID_5131,202202,한식 음식점업,내국인,남성,138822,145279.0,6602.463448
ID_5132,202202,한식 음식점업,내국인,여성,108492,113723.0,4711.066919
ID_5133,202202,한식 음식점업,법인,알수없음,127842,143282.0,8293.782483
ID_5134,202202,한식 음식점업,제주도민,남성,162016,173180.0,6422.456328
ID_5135,202202,한식 음식점업,제주도민,여성,78588,82805.0,2779.954636
ID_5136,202202,한식 음식점업,중국,알수없음,34,48.0,2.6124
ID_5137,202202,호텔업,기타외국,알수없음,143,146.0,52.049712
ID_5138,202202,호텔업,내국인,남성,4935,5204.0,1050.370956
ID_5139,202202,호텔업,내국인,여성,4235,4474.0,749.93642
ID_5140,202202,호텔업,동남아,알수없음,840,849.0,301.124018
ID_5141,202202,호텔업,법인,알수없음,3399,6217.0,2363.970806
ID_5142,202202,호텔업,제주도민,남성,1431,1604.0,230.591046
ID_5143,202202,호텔업,제주도민,여성,1051,1152.0,115.204957
ID_5144,202202,화장품 및 방향제 소매업,내국인,남성,1105,1259.0,47.27244
ID_5145,202202,화장품 및 방향제 소매업,내국인,여성,1824,2073.0,59.03686
ID_5146,202202,화장품 및 방향제 소매업,법인,알수없음,506,546.0,73.31655
ID_5147,202202,화장품 및 방향제 소매업,제주도민,남성,999,1072.0,81.161292
ID_5148,202202,화장품 및 방향제 소매업,제주도민,여성,2422,2551.0,197.08908
ID_5149,202203,건강보조식품 소매업,내국인,남성,117,122.0,25.420371
ID_5150,202203,건강보조식품 소매업,내국인,여성,180,190.0,37.5829
ID_5151,202203,건강보조식품 소매업,법인,알수없음,168,183.0,45.865042
ID_5152,202203,건강보조식품 소매업,제주도민,남성,316,325.0,48.12032
ID_5153,202203,건강보조식품 소매업,제주도민,여성,413,427.0,51.55512
ID_5154,202203,기타 대형 종합 소매업,내국인,남성,7727,8874.0,596.08464
ID_5155,202203,기타 대형 종합 소매업,내국인,여성,7236,8366.0,519.15422
ID_5156,202203,기타 대형 종합 소매업,법인,알수없음,6270,7358.0,670.32238
ID_5157,202203,기타 대형 종합 소매업,제주도민,남성,21390,24755.0,1516.66768
ID_5158,202203,기타 대형 종합 소매업,제주도민,여성,25313,30012.0,1699.36482
ID_5159,202203,기타 대형 종합 소매업,중국,알수없음,129,193.0,42.9826
ID_5160,202203,면세점,내국인,남성,31672,47733.0,4264.543865
ID_5161,202203,면세점,내국인,여성,26165,38804.0,3474.39645
ID_5162,202203,면세점,법인,알수없음,6778,11280.0,1473.373238
ID_5163,202203,면세점,제주도민,남성,2913,3844.0,300.82508
ID_5164,202203,면세점,제주도민,여성,2014,2760.0,236.42975
ID_5165,202203,면세점,중국,알수없음,33,72.0,13.40143
ID_5166,202203,비알콜 음료점업,기타외국,알수없음,41,47.0,0.7715
ID_5167,202203,비알콜 음료점업,내국인,남성,20064,21709.0,205.46799
ID_5168,202203,비알콜 음료점업,내국인,여성,19594,21167.0,205.726744
ID_5169,202203,비알콜 음료점업,법인,알수없음,14055,15906.0,228.351895
ID_5170,202203,비알콜 음료점업,제주도민,남성,41655,47685.0,360.23356
ID_5171,202203,비알콜 음료점업,제주도민,여성,41826,47138.0,393.989
ID_5172,202203,빵 및 과자류 소매업,기타외국,알수없음,22,25.0,0.36995
ID_5173,202203,빵 및 과자류 소매업,내국인,남성,17314,18784.0,362.426103
ID_5174,202203,빵 및 과자류 소매업,내국인,여성,24121,26363.0,477.59806
ID_5175,202203,빵 및 과자류 소매업,법인,알수없음,12093,13386.0,380.277501
ID_5176,202203,빵 및 과자류 소매업,제주도민,남성,27992,29986.0,419.731245
ID_5177,202203,빵 및 과자류 소매업,제주도민,여성,36577,39112.0,528.001501
ID_5178,202203,서양식 음식점업,기타외국,알수없음,85,93.0,2.38275
ID_5179,202203,서양식 음식점업,내국인,남성,41772,45456.0,983.493232
ID_5180,202203,서양식 음식점업,내국인,여성,50262,54575.0,1104.140916
ID_5181,202203,서양식 음식점업,법인,알수없음,20714,23220.0,782.100271
ID_5182,202203,서양식 음식점업,제주도민,남성,35958,39525.0,724.335338
ID_5183,202203,서양식 음식점업,제주도민,여성,36894,40402.0,671.660981
ID_5184,202203,슈퍼마켓,기타외국,알수없음,55,68.0,2.391422
ID_5185,202203,슈퍼마켓,내국인,남성,29753,34418.0,776.093744
ID_5186,202203,,내국인,여성,21544,24869.0,576.496201
ID_5187,202203,슈퍼마켓,법인,알수없음,50178,66789.0,4201.683874
ID_5188,202203,슈퍼마켓,일본,알수없음,28,30.0,0.44702
ID_5189,202203,슈퍼마켓,제주도민,남성,172564,208921.0,5176.326715
ID_5190,202203,슈퍼마켓,제주도민,여성,137504,167254.0,4762.451543
ID_5191,202203,슈퍼마켓,중국,알수없음,94,117.0,3.609735
ID_5192,202203,스포츠 및 레크레이션 용품 임대업,내국인,남성,3578,3900.0,260.016095
ID_5193,202203,스포츠 및 레크레이션 용품 임대업,내국인,여성,2057,2234.0,178.74398
ID_5194,202203,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2065,2264.0,469.310575
ID_5195,202203,스포츠 및 레크레이션 용품 임대업,제주도민,남성,7716,8334.0,786.08684
ID_5196,202203,스포츠 및 레크레이션 용품 임대업,제주도민,여성,5214,5679.0,703.813535
ID_5197,202203,여관업,기타외국,알수없음,69,73.0,7.533682
ID_5198,202203,여관업,내국인,남성,10080,11069.0,1065.685234
ID_5199,202203,여관업,내국인,여성,7785,8597.0,774.224506
ID_5200,202203,여관업,동남아,알수없음,26,60.0,57.065375
ID_5201,202203,여관업,법인,알수없음,6993,11923.0,2422.48172
ID_5202,202203,여관업,제주도민,남성,3915,4259.0,303.435046
ID_5203,202203,여관업,제주도민,여성,1507,1694.0,125.621499
ID_5204,202203,전시 및 행사 대행업,기타외국,알수없음,33,48.0,0.8755
ID_5205,202203,전시 및 행사 대행업,내국인,남성,9788,11236.0,272.609
ID_5206,202203,전시 및 행사 대행업,내국인,여성,10018,11674.0,266.16317
ID_5207,202203,전시 및 행사 대행업,법인,알수없음,1605,1874.0,89.7276
ID_5208,202203,전시 및 행사 대행업,제주도민,남성,1410,1701.0,46.12938
ID_5209,202203,전시 및 행사 대행업,제주도민,여성,1489,1829.0,64.529395
ID_5210,202203,체인화 편의점,기타외국,알수없음,68,71.0,0.54839
ID_5211,202203,체인화 편의점,내국인,남성,157623,178691.0,1692.209661
ID_5212,202203,체인화 편의점,내국인,여성,98611,109244.0,1021.201589
ID_5213,202203,체인화 편의점,법인,알수없음,66242,76655.0,952.32739
ID_5214,202203,체인화 편의점,제주도민,남성,364753,430133.0,3787.561835
ID_5215,202203,체인화 편의점,제주도민,여성,168557,194552.0,1838.637623
ID_5216,202203,체인화 편의점,중국,알수없음,65,78.0,1.61542
ID_5217,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,42,52.0,0.55655
ID_5218,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,14206,15175.0,195.38756
ID_5219,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,11844,12615.0,161.041215
ID_5220,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,10813,11919.0,326.303691
ID_5221,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,33195,36145.0,439.469223
ID_5222,202203,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,28131,30557.0,360.99294
ID_5223,202203,한식 음식점업,기타외국,알수없음,115,124.0,4.5591
ID_5224,202203,한식 음식점업,내국인,남성,133138,139106.0,6020.501946
ID_5225,202203,한식 음식점업,내국인,여성,105194,109597.0,4438.009078
ID_5226,202203,한식 음식점업,법인,알수없음,139425,157081.0,8259.361215
ID_5227,202203,한식 음식점업,제주도민,남성,199898,213944.0,7813.830005
ID_5228,202203,한식 음식점업,제주도민,여성,97057,102501.0,3447.94288
ID_5229,202203,한식 음식점업,중국,알수없음,29,33.0,2.364836
ID_5230,202203,호텔업,기타외국,알수없음,195,203.0,63.786808
ID_5231,202203,호텔업,내국인,남성,4818,5034.0,1020.261428
ID_5232,202203,호텔업,내국인,여성,4047,4203.0,745.124298
ID_5233,202203,,동남아,알수없음,1073,1102.0,381.04568
ID_5234,202203,호텔업,법인,알수없음,3201,6124.0,2025.410395
ID_5235,202203,호텔업,제주도민,남성,1446,1580.0,300.785387
ID_5236,202203,호텔업,제주도민,여성,1115,1291.0,160.124251
ID_5237,202203,화장품 및 방향제 소매업,내국인,남성,907,1000.0,42.084275
ID_5238,202203,화장품 및 방향제 소매업,내국인,여성,1501,1683.0,48.51869
ID_5239,202203,화장품 및 방향제 소매업,법인,알수없음,485,524.0,73.130644
ID_5240,202203,화장품 및 방향제 소매업,제주도민,남성,1231,1295.0,83.959994
ID_5241,202203,화장품 및 방향제 소매업,제주도민,여성,2845,3041.0,239.2995
ID_5242,202204,건강보조식품 소매업,내국인,남성,182,191.0,40.7482
ID_5243,202204,건강보조식품 소매업,내국인,여성,291,298.0,69.3242
ID_5244,202204,건강보조식품 소매업,법인,알수없음,199,207.0,57.52197
ID_5245,202204,건강보조식품 소매업,제주도민,남성,428,448.0,66.334325
ID_5246,202204,건강보조식품 소매업,제주도민,여성,455,472.0,69.890935
ID_5247,202204,기타 대형 종합 소매업,내국인,남성,8069,10644.0,688.44355
ID_5248,202204,기타 대형 종합 소매업,내국인,여성,7870,10499.0,629.43829
ID_5249,202204,기타 대형 종합 소매업,법인,알수없음,6362,9017.0,861.09868
ID_5250,202204,기타 대형 종합 소매업,제주도민,남성,20089,28420.0,1685.35608
ID_5251,202204,기타 대형 종합 소매업,제주도민,여성,24393,36635.0,2021.55635
ID_5252,202204,기타 대형 종합 소매업,중국,알수없음,121,149.0,26.81228
ID_5253,202204,면세점,내국인,남성,38298,58467.0,5413.498034
ID_5254,202204,면세점,내국인,여성,34824,51887.0,4838.716616
ID_5255,202204,면세점,법인,알수없음,8297,13829.0,1898.713655
ID_5256,202204,면세점,제주도민,남성,3570,4674.0,370.8957
ID_5257,202204,면세점,제주도민,여성,2675,3656.0,335.13698
ID_5258,202204,면세점,중국,알수없음,43,117.0,23.43002
ID_5259,202204,비알콜 음료점업,기타외국,알수없음,65,73.0,0.4987
ID_5260,202204,비알콜 음료점업,내국인,남성,24703,26963.0,269.521446
ID_5261,202204,비알콜 음료점업,내국인,여성,24554,26863.0,281.26047
ID_5262,202204,비알콜 음료점업,법인,알수없음,16429,18826.0,297.899562
ID_5263,202204,비알콜 음료점업,제주도민,남성,46462,53592.0,412.10618
ID_5264,202204,비알콜 음료점업,제주도민,여성,48109,54769.0,478.51904
ID_5265,202204,비알콜 음료점업,중국,알수없음,20,23.0,0.1137
ID_5266,202204,빵 및 과자류 소매업,기타외국,알수없음,53,62.0,1.1755
ID_5267,202204,빵 및 과자류 소매업,내국인,남성,19259,20831.0,406.140346
ID_5268,202204,,내국인,여성,27979,30597.0,575.504991
ID_5269,202204,빵 및 과자류 소매업,법인,알수없음,13114,14634.0,468.644299
ID_5270,202204,빵 및 과자류 소매업,제주도민,남성,26631,28720.0,409.503665
ID_5271,202204,빵 및 과자류 소매업,제주도민,여성,36879,39858.0,549.47085
ID_5272,202204,빵 및 과자류 소매업,중국,알수없음,26,36.0,0.39925
ID_5273,202204,서양식 음식점업,기타외국,알수없음,153,176.0,3.63855
ID_5274,202204,서양식 음식점업,내국인,남성,53831,59294.0,1401.816057
ID_5275,202204,서양식 음식점업,내국인,여성,65830,72653.0,1555.736478
ID_5276,202204,서양식 음식점업,동남아,알수없음,24,26.0,0.5909
ID_5277,202204,서양식 음식점업,법인,알수없음,26858,30446.0,1158.235202
ID_5278,202204,서양식 음식점업,제주도민,남성,41204,45844.0,878.035356
ID_5279,202204,서양식 음식점업,제주도민,여성,45986,51014.0,859.021126
ID_5280,202204,서양식 음식점업,중국,알수없음,20,34.0,2.5837
ID_5281,202204,슈퍼마켓,기타외국,알수없음,52,57.0,2.54153
ID_5282,202204,슈퍼마켓,내국인,남성,34122,39844.0,882.416442
ID_5283,202204,슈퍼마켓,내국인,여성,26446,30721.0,715.835674
ID_5284,202204,슈퍼마켓,법인,알수없음,55924,76584.0,5045.240227
ID_5285,202204,슈퍼마켓,일본,알수없음,31,37.0,0.44252
ID_5286,202204,슈퍼마켓,제주도민,남성,177727,219533.0,5543.111328
ID_5287,202204,슈퍼마켓,제주도민,여성,145206,180388.0,5201.708665
ID_5288,202204,슈퍼마켓,중국,알수없음,74,91.0,2.819636
ID_5289,202204,스포츠 및 레크레이션 용품 임대업,내국인,남성,4493,4984.0,294.513075
ID_5290,202204,스포츠 및 레크레이션 용품 임대업,내국인,여성,2885,3182.0,199.54232
ID_5291,202204,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2617,2916.0,693.138087
ID_5292,202204,스포츠 및 레크레이션 용품 임대업,제주도민,남성,9652,10611.0,944.424266
ID_5293,202204,스포츠 및 레크레이션 용품 임대업,제주도민,여성,7242,7860.0,930.528787
ID_5294,202204,여관업,기타외국,알수없음,125,143.0,13.898117
ID_5295,202204,여관업,내국인,남성,12090,12789.0,1147.887445
ID_5296,202204,여관업,내국인,여성,9848,10569.0,861.492156
ID_5297,202204,여관업,동남아,알수없음,99,138.0,91.121506
ID_5298,202204,여관업,법인,알수없음,8535,14757.0,3108.191339
ID_5299,202204,여관업,제주도민,남성,3983,4263.0,291.613623
ID_5300,202204,여관업,제주도민,여성,1537,1663.0,120.566951
ID_5301,202204,전시 및 행사 대행업,기타외국,알수없음,42,55.0,1.2082
ID_5302,202204,전시 및 행사 대행업,내국인,남성,14593,17570.0,435.39868
ID_5303,202204,전시 및 행사 대행업,내국인,여성,16059,19195.0,461.43518
ID_5304,202204,전시 및 행사 대행업,법인,알수없음,2743,3350.0,216.8736
ID_5305,202204,전시 및 행사 대행업,제주도민,남성,2146,2673.0,91.11122
ID_5306,202204,전시 및 행사 대행업,제주도민,여성,2347,3094.0,87.895135
ID_5307,202204,체인화 편의점,기타외국,알수없음,77,83.0,0.89424
ID_5308,202204,체인화 편의점,내국인,남성,186939,212874.0,1963.366975
ID_5309,202204,체인화 편의점,내국인,여성,122823,136833.0,1256.350854
ID_5310,202204,체인화 편의점,법인,알수없음,73972,86052.0,1069.93415
ID_5311,202204,체인화 편의점,제주도민,남성,381593,456708.0,3815.548955
ID_5312,202204,체인화 편의점,제주도민,여성,181479,214410.0,1822.702229
ID_5313,202204,체인화 편의점,중국,알수없음,86,101.0,2.72979
ID_5314,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,41,43.0,0.64635
ID_5315,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15989,17236.0,225.504021
ID_5316,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13982,15099.0,201.986352
ID_5317,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,11309,12657.0,349.40557
ID_5318,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,32825,36370.0,430.290026
ID_5319,202204,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,29534,32831.0,372.897008
ID_5320,202204,한식 음식점업,기타외국,알수없음,206,216.0,9.88265
ID_5321,202204,한식 음식점업,내국인,남성,158962,166787.0,7916.035476
ID_5322,202204,한식 음식점업,내국인,여성,133586,140141.0,6386.710036
ID_5323,202204,한식 음식점업,동남아,알수없음,29,30.0,1.5914
ID_5324,202204,한식 음식점업,법인,알수없음,159239,179880.0,8848.259925
ID_5325,202204,한식 음식점업,제주도민,남성,215260,231787.0,9050.938776
ID_5326,202204,한식 음식점업,제주도민,여성,110424,117163.0,4234.783914
ID_5327,202204,한식 음식점업,중국,알수없음,41,49.0,2.8713
ID_5328,202204,호텔업,기타외국,알수없음,195,201.0,88.35529
ID_5329,202204,호텔업,내국인,남성,6073,6781.0,1395.113004
ID_5330,202204,호텔업,내국인,여성,5482,6052.0,1144.931306
ID_5331,202204,호텔업,동남아,알수없음,1190,1233.0,445.720577
ID_5332,202204,호텔업,법인,알수없음,4233,8240.0,3350.348126
ID_5333,202204,호텔업,제주도민,남성,1406,1623.0,317.598332
ID_5334,202204,호텔업,제주도민,여성,1261,1469.0,230.638553
ID_5335,202204,화장품 및 방향제 소매업,내국인,남성,1156,1283.0,55.40108
ID_5336,202204,화장품 및 방향제 소매업,내국인,여성,1907,2169.0,71.0492
ID_5337,202204,화장품 및 방향제 소매업,법인,알수없음,623,703.0,132.48545
ID_5338,202204,화장품 및 방향제 소매업,제주도민,남성,1390,1479.0,103.103104
ID_5339,202204,화장품 및 방향제 소매업,제주도민,여성,3089,3327.0,258.70451
ID_5340,202205,건강보조식품 소매업,내국인,남성,175,185.0,47.49573
ID_5341,202205,건강보조식품 소매업,내국인,여성,275,292.0,74.36725
ID_5342,202205,건강보조식품 소매업,법인,알수없음,181,187.0,59.94642
ID_5343,202205,건강보조식품 소매업,제주도민,남성,408,418.0,72.264355
ID_5344,202205,,제주도민,여성,569,589.0,79.215546
ID_5345,202205,기타 대형 종합 소매업,내국인,남성,8802,10210.0,694.77263
ID_5346,202205,기타 대형 종합 소매업,내국인,여성,8388,9864.0,591.36683
ID_5347,202205,기타 대형 종합 소매업,법인,알수없음,6914,8295.0,808.82606
ID_5348,202205,,제주도민,남성,22770,26777.0,1670.2991
ID_5349,202205,기타 대형 종합 소매업,제주도민,여성,28206,34270.0,1942.7294
ID_5350,202205,기타 대형 종합 소매업,중국,알수없음,116,149.0,26.97184
ID_5351,202205,면세점,내국인,남성,38880,59455.0,5553.594715
ID_5352,202205,면세점,내국인,여성,33954,50696.0,4695.437903
ID_5353,202205,면세점,법인,알수없음,8435,14364.0,2013.29927
ID_5354,202205,면세점,제주도민,남성,3925,5243.0,415.54465
ID_5355,202205,면세점,제주도민,여성,3084,4249.0,393.955075
ID_5356,202205,면세점,중국,알수없음,47,96.0,18.90965
ID_5357,202205,비알콜 음료점업,기타외국,알수없음,192,209.0,1.4923
ID_5358,202205,비알콜 음료점업,내국인,남성,27293,29822.0,315.201775
ID_5359,202205,비알콜 음료점업,내국인,여성,27436,30010.0,330.051601
ID_5360,202205,비알콜 음료점업,동남아,알수없음,27,27.0,0.1546
ID_5361,202205,비알콜 음료점업,법인,알수없음,17914,20455.0,341.100579
ID_5362,202205,비알콜 음료점업,제주도민,남성,51550,59089.0,467.54155
ID_5363,202205,비알콜 음료점업,제주도민,여성,55951,63403.0,549.951859
ID_5364,202205,빵 및 과자류 소매업,기타외국,알수없음,105,114.0,1.83385
ID_5365,202205,빵 및 과자류 소매업,내국인,남성,20767,22501.0,431.571319
