ID,pose
1000,1
1002,0
1003,0
1004,0
1005,0
1007,1
1008,0
1010,0
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,1
1020,0
1021,0
1023,1
1024,0
1025,0
1026,0
1027,0
1031,1
1032,0
1033,1
1034,0
1035,0
1036,1
1038,0
1040,0
1041,0
1042,1
1044,0
1045,1
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,1
1056,0
1057,0
1058,1
1059,0
1061,0
1063,1
1064,0
1065,0
1066,0
1069,0
1070,0
1071,0
1072,1
1073,0
1074,0
1075,1
1076,1
1077,0
1078,1
1079,0
1080,1
1081,1
1082,1
1083,0
1085,0
1086,1
1087,1
1088,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,1
1096,1
1097,0
1098,0
1100,1
1102,0
1103,1
1104,1
1105,0
1106,1
1107,1
1108,0
1109,1
1110,1
1111,0
1112,1
1113,1
1115,0
1117,0
1118,0
1119,1
1120,1
1121,1
1122,0
1123,0
1124,1
1125,1
1126,1
1127,0
1128,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,0
1136,1
1137,0
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,1
1146,0
1147,1
1148,1
1149,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,1
1157,0
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1168,1
1169,0
1170,0
1171,0
1172,1
1173,1
1174,1
1176,1
1177,0
1178,0
1179,0
1180,0
1181,0
1182,1
1183,1
1185,0
1187,0
1188,1
1190,1
1192,1
1194,1
1195,0
1197,1
1200,0
1201,1
1202,0
1204,0
1205,1
1206,1
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,1
1215,0
1216,0
1218,0
1219,1
1220,1
1222,1
1223,1
1224,0
1225,1
1227,1
1228,0
1229,1
1230,1
1231,1
1234,1
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,0
1248,1
1249,0
1250,0
1252,0
1253,1
1254,0
1255,1
1257,1
1258,1
1261,1
1262,0
1263,1
1264,1
1267,1
1268,0
1269,1
1270,0
1271,0
1272,1
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,1
1281,0
1282,0
1284,1
1285,1
1286,0
1287,0
1288,1
1290,1
1291,1
1292,0
1294,0
1296,0
1297,0
1298,0
1299,0
1301,0
1302,0
1303,0
1304,0
1306,1
1307,0
1308,1
1309,0
1310,0
1311,0
1312,0
1313,1
1314,0
1315,1
1316,0
1317,0
1318,0
1319,1
1321,1
1322,0
1323,0
1325,0
1326,1
1327,0
1328,1
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,0
1343,0
1345,0
1346,0
1347,1
1348,0
1349,1
1350,0
1351,1
1352,1
1353,1
1354,0
1356,0
1357,1
1358,1
1359,1
1361,0
1362,0
1363,1
1364,1
1365,1
1368,1
1371,1
1372,1
1373,1
1374,0
1375,0
1376,1
1377,0
1379,0
1380,1
1381,1
1384,1
1385,1
1386,1
1388,1
1389,1
1390,1
1391,0
1392,1
1393,0
1394,0
1397,0
1398,1
1400,1
1401,1
1402,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,0
1411,1
1412,1
1413,1
1414,0
1415,0
1417,1
1418,0
1419,0
1421,0
1422,1
1423,1
1424,0
1425,1
1426,1
1427,0
1429,1
1430,0
1431,0
1434,0
1435,0
1436,1
1437,1
1438,0
1439,0
1440,0
1441,0
1442,0
1444,1
1445,0
1446,0
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0
1456,1
1457,1
1458,0
1459,1
1461,0
1463,1
1464,0
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1483,0
1484,0
1485,1
1486,1
1487,1
1488,1
1489,0
1491,0
1492,0
1494,0
1495,1
1497,1
1498,1
1499,1
1502,1
1505,0
1506,0
1508,0
1509,1
1510,0
1511,1
1512,0
1514,0
1516,0
1518,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,1
1528,0
1529,0
1530,0
1531,0
1532,1
1533,1
1534,0
1537,0
1540,0
1541,1
1543,1
1544,0
1545,1
1547,1
1548,0
1549,0
1550,0
1551,0
1553,1
1554,1
1555,0
1556,1
1558,0
1560,1
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,1
1569,1
1570,1
1571,0
1572,1
1573,1
1574,1
1575,1
1577,0
1580,0
1581,0
1582,0
1583,1
1584,1
1585,1
1586,1
1588,0
1590,0
1591,0
1592,1
1593,0
1595,1
1596,0
1597,1
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1610,0
1612,1
1613,1
1614,0
1615,0
1616,0
1617,1
1618,1
1619,0
1620,1
1622,1
1623,0
1624,1
1625,0
1626,0
1627,1
1628,1
1629,0
1630,0
1631,0
1632,0
1634,1
1635,1
1636,1
1637,1
1638,1
1639,0
1642,1
1643,1
1644,1
1646,1
1647,1
1648,0
1649,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,1
1660,1
1662,0
1663,1
1664,0
1665,1
1666,1
1667,1
1668,0
1670,0
1671,1
1672,1
1673,0
1674,0
1677,1
1678,0
1679,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,1
1687,1
1688,0
1690,1
1691,1
1692,1
1693,0
1694,0
1695,0
1696,0
1697,1
1698,1
1700,1
1701,1
1703,1
1705,1
1706,0
1707,0
1708,0
1710,0
1711,1
1712,0
1713,0
1714,0
1715,0
1718,0
1719,0
1720,1
1722,1
1723,1
1724,1
1726,1
1727,0
1728,1
1730,0
1731,1
1732,0
1733,1
1736,0
1737,1
1739,1
1740,0
1741,0
1742,1
1744,1
1745,1
1746,1
1748,0
1749,1
1750,1
1751,0
1752,0
1753,0
1754,0
1755,1
1756,1
1757,0
1758,0
1759,0
1760,1
1762,1
1763,0
1764,0
1765,1
1766,0
1767,1
1768,1
1770,0
1771,1
1772,1
1773,0
1774,0
1775,1
1776,1
1777,1
1779,0
1780,0
1781,1
1782,0
1783,1
1784,0
1785,1
1786,0
1787,0
1788,0
1790,0
1791,0
1792,1
1793,1
1794,1
1795,0
1796,0
1797,0
1798,0
1800,1
1801,0
1802,0
1803,0
1804,0
1805,1
1807,0
1808,1
1809,1
1810,0
1813,0
1814,0
1815,0
1816,1
1817,0
1818,0
1820,0
1821,1
1822,0
1823,1
1825,1
1827,0
1828,0
1830,1
1832,0
1833,1
1834,0
1835,0
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,0
1844,1
1845,1
1846,0
1847,1
1848,1
1849,1
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,1
1858,0
1859,1
1861,0
1862,1
1863,1
1865,0
1866,1
1867,0
1868,1
1869,1
1870,1
1871,0
1873,1
1874,0
1875,0
1876,0
1879,0
1880,0
1881,1
1882,0
1884,1
1885,1
1886,1
1887,1
1888,1
1889,0
1890,1
1891,0
1892,0
1893,0
1894,1
1895,1
1896,1
1897,1
1898,0
1899,1
1900,0
1901,0
1902,0
1903,0
1904,0
1905,1
1906,0
1907,1
1909,0
1910,1
1913,0
1915,1
1916,0
1917,1
1918,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1928,0
1929,0
1931,1
1933,0
1934,1
1935,0
1936,0
1937,1
1938,0
1939,1
1940,0
1941,0
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,0
1949,1
1950,0
1951,0
1953,0
1954,0
1955,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,1
1964,0
1966,0
1968,1
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,1
1979,1
1980,0
1981,0
1982,0
1983,0
1984,1
1985,0
1986,1
1987,0
1989,0
1990,1
1991,0
1992,0
1993,0
1994,1
1995,1
1996,0
1997,1
2000,0
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,0
2008,1
2009,0
2010,1
2011,0
2012,0
2013,0
2014,1
2015,0
2016,1
2017,1
2018,0
2020,0
2021,1
2022,1
2026,1
2027,1
2028,0
2029,0
2030,1
2031,0
2032,0
2033,1
2035,1
2036,1
2038,0
2040,0
2041,1
2043,1
2044,1
2045,0
2046,0
2047,1
2048,1
2049,0
2050,0
2051,1
2052,1
2053,1
2054,1
2055,0
2056,1
2058,1
2059,0
2062,1
2063,0
2064,0
2065,1
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,0
2081,1
2082,0
2084,1
2087,0
2088,1
2090,0
2092,0
2094,1
2095,1
2096,0
2099,1
2100,1
2101,0
2102,0
2105,0
2107,1
2108,1
2109,0
2110,0
2112,1
2113,0
2114,1
2115,1
2116,0
2117,0
2118,0
2119,0
2121,1
2122,0
2123,1
2124,1
2125,0
2127,0
2128,1
2129,1
2130,1
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,0
2138,1
2139,0
2140,0
2141,1
2142,0
2144,1
2145,1
2147,0
2148,1
2149,0
2150,0
2151,0
2152,1
2153,0
2154,0
2156,0
2158,1
2159,0
2160,0
2161,0
2162,0
2163,0
2166,0
2167,0
2168,0
2169,1
2170,0
2171,0
2173,1
2174,0
2175,0
2176,0
2177,0
2179,1
2180,1
2182,1
2183,0
2184,0
2185,0
2186,1
2187,1
2188,0
2189,1
2190,1
2191,1
2192,0
2193,1
2194,0
2195,0
2196,1
2197,1
2198,1
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,1
2206,0
2207,0
2210,0
2211,1
2212,1
2213,1
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2221,1
2223,0
2226,0
2227,0
2228,1
2229,0
2230,0
2234,0
2235,1
2236,1
2237,1
2238,1
2239,0
2240,1
2241,1
2242,1
2243,0
2244,0
2245,0
2247,1
2249,0
2251,0
2252,0
2253,0
2254,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,0
2273,0
2274,0
2275,1
2276,0
2278,0
2279,1
2280,0
2281,1
2282,0
2283,1
2284,0
2285,1
2286,1
2287,0
2288,0
2289,1
2290,1
2291,0
2292,1
2293,1
2296,0
2299,0
2300,0
2302,1
2303,0
2304,1
2305,1
2306,1
2307,0
2308,0
2310,0
2313,1
2315,1
2316,0
2317,0
2318,1
2319,0
2320,0
2322,1
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,0
2331,1
2332,0
2333,1
2335,0
2336,0
2338,1
2339,1
2341,0
2344,1
2345,1
2347,1
2348,1
2350,0
2351,0
2352,1
2353,1
2355,1
2356,1
2357,0
2358,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,1
2367,1
2368,1
2369,0
2370,0
2371,0
2372,0
2373,1
2375,1
2376,1
2378,1
2380,0
2382,0
2383,1
2384,0
2387,1
2388,1
2389,1
2390,1
2391,0
2392,0
2393,1
2394,0
2398,0
2399,1
2401,1
2403,1
2404,0
2405,1
2406,1
2407,0
2409,0
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,1
2417,0
2419,0
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2426,0
2427,0
2429,0
2430,0
2431,1
2432,0
2433,1
2434,0
2435,1
2436,1
2437,1
2439,0
2440,1
2443,0
2444,0
2445,0
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2456,1
2458,0
2459,0
2460,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,1
2469,0
2471,1
2472,0
2473,0
2474,1
2475,0
2476,1
2477,0
2479,1
2480,0
2481,0
2482,1
2483,1
2484,1
2486,1
2487,0
2488,1
2489,0
2492,1
2494,1
2495,0
2496,1
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2504,1
2505,1
2506,0
2507,0
2509,1
2510,1
2511,0
2512,0
2513,1
2514,1
2515,0
2516,0
2517,0
2519,1
2521,0
2522,1
2524,1
2526,0
2527,0
2529,1
2530,0
2531,0
2533,1
2535,0
2538,1
2540,0
2541,1
2542,1
2543,1
2544,0
2545,1
2546,1
2547,0
2548,0
2549,0
2550,1
2551,1
2552,0
2554,1
2555,1
2556,0
2557,1
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,0
2565,1
2566,1
2567,1
2569,0
2571,0
2572,1
2573,0
2576,1
2577,1
2579,1
2580,1
2582,0
2583,0
2584,0
2586,0
2587,1
2588,0
2590,1
2592,0
2593,0
2594,1
2595,1
2596,0
2597,0
2598,0
2599,1
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2608,0
2609,0
2610,0
2611,1
2612,1
2613,1
2614,0
2615,0
2616,1
2618,1
2619,0
2620,0
2621,0
2622,1
2623,0
2624,1
2625,0
2626,1
2627,1
2628,1
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2637,0
2638,1
2639,0
2640,1
2641,1
2642,0
2643,0
2644,1
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,0
2654,1
2655,1
2657,1
2659,0
2660,1
2662,0
2664,1
2665,1
2666,0
2667,1
2668,0
2670,1
2671,1
2673,1
2674,1
2675,1
2676,1
2677,0
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2685,0
2686,1
2687,1
2688,1
2689,1
2691,0
2692,1
2693,1
2694,0
2695,1
2697,1
2698,1
2699,1
2700,1
2701,1
2702,1
2703,0
2705,0
2706,1
2707,1
2709,1
2710,0
2711,1
2712,0
2713,0
2714,1
2715,0
2716,1
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,0
2728,1
2730,0
2732,0
2733,1
2735,1
2736,1
2738,0
2740,1
2741,0
2742,1
2745,0
2746,0
2748,0
2750,0
2752,1
2753,1
2754,1
2755,1
2756,0
2757,1
2758,0
2759,1
2760,1
2763,1
2765,0
2766,1
2767,1
2768,1
2769,0
2771,1
2772,0
2774,1
2775,1
2776,1
2777,1
2778,0
2780,1
2781,1
2783,0
2784,1
2785,1
2786,0
2787,0
2788,1
2789,1
2790,0
2791,0
2792,0
2793,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,1
2801,1
2803,0
2805,1
2806,1
2807,1
2808,1
2809,1
2811,1
2814,0
2815,0
2816,0
2817,0
2818,0
2819,1
2820,0
2821,0
2822,1
2823,1
2825,0
2826,0
2828,1
2830,1
2831,0
2832,0
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,1
2842,0
2844,0
2845,0
2846,0
2847,0
2848,0
2852,1
2853,1
2854,0
2855,1
2857,1
2859,0
2860,0
2861,0
2863,1
2864,0
2865,0
2866,0
2867,0
2868,1
2869,0
2871,1
2872,1
2874,1
2877,1
2878,0
2879,0
2881,1
2882,0
2883,1
2885,1
2886,0
2887,1
2888,0
2890,0
2891,0
2892,1
2893,0
2894,0
2895,1
2896,1
2898,1
2899,1
2900,0
2901,0
2902,0
2904,0
2905,0
2906,1
2907,0
2908,1
2910,1
2911,0
2912,1
2914,1
2915,0
2916,1
2917,0
2920,0
2921,0
2922,0
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,1
2930,0
2931,0
2932,1
2934,1
2936,0
2937,1
2938,0
2939,0
2940,1
2941,0
2942,1
2943,0
2945,0
2946,0
2947,1
2948,0
2950,1
2951,1
2952,0
2954,0
2955,1
2956,1
2957,1
2959,1
2960,1
2962,0
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,0
2970,1
2971,1
2972,0
2973,1
2975,0
2976,1
2977,0
2978,1
2979,1
2981,0
2983,0
2984,1
2985,0
2986,0
2987,0
2988,0
2990,0
2992,1
2993,0
2994,1
2995,1
2996,1
2997,1
2998,1
2999,0
3001,1
3003,1
3004,0
3005,0
3006,0
3007,0
3008,0
3010,1
3011,0
3012,0
3013,1
3015,0
3016,1
3017,1
3018,1
3019,0
3020,0
3021,0
3022,0
3023,1
3024,1
3025,1
3027,1
3028,0
3029,1
3030,1
3032,1
3033,0
3035,1
3036,1
3037,0
3038,0
3039,1
3040,1
3041,0
3042,1
3043,1
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,1
3052,1
3053,0
3054,1
3055,0
3056,0
3057,0
3059,1
3060,0
3061,1
3062,1
3066,1
3067,1
3068,0
3070,1
3072,0
3074,1
3077,1
3078,1
3079,0
3082,0
3083,0
3085,0
3086,0
3088,1
3089,0
3090,1
3091,1
3092,0
3093,1
3095,1
3096,1
3097,1
3098,0
3099,1
3100,1
3101,0
3102,1
3103,1
3104,1
3105,1
3106,0
3107,1
3108,0
3109,1
3110,0
3112,1
3114,1
3115,1
3116,0
3117,1
3119,0
3122,1
3124,1
3125,1
3126,0
3127,0
3128,0
3130,1
3131,0
3133,0
3134,0
3135,0
3136,0
3137,1
3138,0
3139,0
3141,0
3142,1
3143,1
3144,1
3145,1
3146,1
3147,0
3148,1
3149,1
3150,1
3151,1
3152,0
3154,0
3155,0
3156,0
3157,1
3158,0
3159,1
3160,0
3161,1
3162,0
3163,0
3164,0
3165,0
3167,0
3168,0
3169,1
3170,0
3171,1
3172,0
3173,0
3174,1
3175,0
3176,1
3178,0
3180,1
3183,1
3185,1
3186,0
3187,1
3188,1
3189,0
3192,1
3193,0
3194,0
3195,1
3196,0
3198,0
3199,1
3201,0
3203,1
3204,1
3205,1
3206,0
3207,1
3208,1
3209,0
3210,1
3211,1
3215,0
3219,0
3220,0
3221,1
3223,1
3224,0
3225,0
3226,1
3227,1
3228,1
3229,1
3231,0
3232,1
3233,1
3234,1
3236,0
3237,0
3238,0
3239,0
3240,0
3243,0
3244,0
3245,0
3246,1
3247,0
3249,0
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,0
3258,1
3259,0
3260,1
3261,0
3263,1
3264,0
3265,1
3266,0
3267,1
3268,0
3269,0
3272,1
3273,1
3274,1
3275,1
3276,0
3277,0
3279,0
3282,1
3283,0
3284,1
3285,1
3286,0
3287,0
3288,0
3289,1
3291,1
3292,0
3293,0
3294,0
3295,1
3296,1
3299,0
3300,1
3301,0
3303,1
3305,1
3306,1
3307,0
3309,0
3310,0
3311,1
3312,0
3313,1
3315,0
3316,0
3317,1
3318,1
3321,0
3322,1
3323,1
3325,1
3326,0
3327,0
3328,1
3329,0
3330,0
3331,1
3332,1
3333,1
3335,0
3336,0
3337,1
3339,1
3340,0
3341,0
3343,0
3346,1
3347,0
3348,1
3349,0
3350,0
3351,1
3352,0
3357,1
3359,0
3360,0
3361,0
3363,1
3364,1
3365,0
3366,0
3367,0
3368,1
3370,0
3371,1
3372,1
3373,0
3375,1
3376,1
3377,1
3378,1
3381,0
3382,1
3383,1
3384,1
3385,0
3386,0
3387,0
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0
3396,1
3397,0
3398,0
3399,0
3400,0
3401,0
3402,1
3403,0
3404,1
3406,1
3408,1
3409,1
3410,1
3411,1
3412,0
3413,1
3414,1
3415,1
3416,1
3417,1
3418,0
3419,0
3421,0
3423,0
3424,0
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,0
3434,0
3435,1
3436,0
3437,0
3438,1
3439,0
3440,1
3441,0
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3452,1
3453,0
3454,1
3455,0
3456,1
3457,1
3458,1
3459,1
3460,0
3461,0
3464,1
3465,0
3466,1
3467,0
3468,1
3469,0
3470,0
3471,0
3472,0
3473,0
3475,1
3476,1
3477,0
3478,0
3479,0
3481,0
3482,0
3484,1
3486,0
3487,0
3488,0
3489,1
3491,0
3492,0
3493,0
3494,0
3495,1
3496,1
3497,1
3498,0
3499,1
3500,0
3504,0
3505,0
3506,0
3507,1
3508,1
3509,0
3510,1
3511,0
3512,0
3513,0
3515,0
3516,1
3517,1
3518,0
3519,0
3520,0
3521,1
3522,1
3523,1
3524,0
3525,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,0
3540,0
3541,1
3543,1
3544,1
3545,1
3547,0
3549,0
3550,1
3551,0
3553,0
3554,0
3555,1
3556,0
3557,0
3558,0
3560,1
3561,1
3562,1
3564,0
3565,0
3568,0
3569,0
3570,0
3572,0
3573,1
3574,1
3575,1
3576,0
3577,1
3578,1
3579,0
3580,0
3581,0
3582,1
3583,1
3586,0
3587,0
3588,0
3589,1
3591,0
3592,0
3593,1
3594,1
3595,0
3596,0
3597,0
3598,1
3599,1
3600,1
3601,0
3603,1
3604,0
3605,0
3607,1
3608,0
3609,1
3610,1
3611,0
3612,0
3613,0
3614,1
3615,1
3616,1
3617,0
3618,1
3620,1
3621,0
3624,0
3625,0
3626,0
3627,1
3628,0
3629,0
3630,0
3633,1
3635,0
3636,1
3637,0
3638,1
3640,1
3641,0
3643,1
3644,1
3645,1
3646,0
3647,1
3648,1
3649,0
3650,1
3651,0
3652,0
3653,1
3654,0
3655,0
3656,1
3657,1
3658,0
3659,0
3661,0
3662,1
3663,0
3664,0
3665,1
