ID,motion_0,motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,motion_7,motion_8,motion_9,motion_10,motion_11,motion_12,motion_13,motion_14,motion_15,motion_16,motion_17,motion_18,motion_19,motion_20,motion_21,motion_22,motion_23,motion_24,motion_25,motion_26,motion_27,motion_28,motion_29,motion_30,motion_31,motion_32,motion_33,motion_34,motion_35,motion_36,motion_37,motion_38,motion_39,motion_40,motion_41,motion_42,motion_43,motion_44,motion_45,motion_46,motion_47,motion_48,motion_49,motion_50,motion_51,motion_52,motion_53,motion_54,motion_55,motion_56,motion_57,motion_58,motion_59,motion_60,motion_61,motion_62,motion_63
14,14.0,-1.0,-3.0,-6.0,9.0,-1.0,-30.0,-15.0,-57.0,-1.0,7.0,12.0,-8.0,15.0,21.0,23.0,7.0,2.0,1.0,4.0,14.0,2.0,-5.0,-10.0,10.0,-1.0,-4.0,-6.0,7.0,-8.0,-23.0,-6.0,54.0,-4.0,-7.0,-11.0,-3.0,1.0,14.0,15.0,-19.0,-2.0,-2.0,11.0,6.0,-4.0,2.0,-8.0,-11.0,0.0,0.0,-6.0,-9.0,1.0,-9.0,-12.0,-37.0,-6.0,-3.0,3.0,3.0,-3.0,45.0,30.0
15,-2.0,5.0,2.0,7.0,-18.0,-30.0,0.0,-5.0,-2.0,-4.0,-4.0,-2.0,3.0,17.0,-3.0,-3.0,-30.0,-3.0,0.0,0.0,-21.0,-3.0,-5.0,-8.0,24.0,1.0,-2.0,0.0,30.0,24.0,1.0,0.0,4.0,1.0,0.0,-3.0,37.0,1.0,-1.0,2.0,5.0,1.0,2.0,3.0,-29.0,-32.0,-1.0,0.0,-25.0,-5.0,-5.0,-4.0,23.0,14.0,3.0,-4.0,-4.0,-2.0,-3.0,0.0,-19.0,-10.0,-6.0,-5.0
16,-5.0,-9.0,-4.0,-9.0,1.0,12.0,-32.0,-33.0,10.0,10.0,1.0,11.0,-2.0,-8.0,31.0,33.0,-8.0,-2.0,-3.0,-14.0,3.0,2.0,-11.0,-13.0,1.0,-5.0,-3.0,-11.0,-1.0,-3.0,-17.0,4.0,2.0,9.0,-1.0,4.0,-25.0,5.0,21.0,0.0,2.0,-5.0,-2.0,-4.0,27.0,12.0,12.0,15.0,-5.0,-13.0,3.0,2.0,-1.0,3.0,-8.0,-15.0,-37.0,13.0,-3.0,-1.0,-11.0,-12.0,-42.0,3.0
17,10.0,-5.0,-4.0,-5.0,25.0,9.0,-36.0,-18.0,11.0,1.0,6.0,7.0,-7.0,36.0,63.0,28.0,-17.0,-2.0,-6.0,-3.0,9.0,4.0,-11.0,11.0,8.0,-3.0,0.0,-4.0,-8.0,-3.0,-4.0,-3.0,-6.0,-2.0,0.0,3.0,-4.0,-15.0,35.0,18.0,-9.0,-3.0,-3.0,-5.0,8.0,-3.0,-40.0,-25.0,12.0,3.0,3.0,19.0,13.0,-7.0,13.0,14.0,-48.0,-2.0,-7.0,-24.0,-9.0,10.0,51.0,-13.0
18,-27.0,-4.0,0.0,-1.0,-7.0,-4.0,-4.0,-10.0,4.0,0.0,-2.0,-6.0,-27.0,1.0,-1.0,-9.0,23.0,-3.0,-5.0,2.0,40.0,30.0,0.0,4.0,14.0,1.0,4.0,2.0,-26.0,-27.0,1.0,1.0,-6.0,-2.0,-4.0,-10.0,4.0,8.0,2.0,11.0,12.0,0.0,4.0,6.0,7.0,-18.0,-6.0,-5.0,-14.0,-2.0,-1.0,-1.0,-10.0,4.0,-1.0,-3.0,5.0,-1.0,-2.0,1.0,6.0,9.0,-1.0,-5.0
19,14.0,0.0,-2.0,-4.0,8.0,-1.0,-3.0,2.0,-13.0,1.0,1.0,2.0,-68.0,-65.0,-1.0,1.0,-9.0,-4.0,-3.0,-4.0,18.0,5.0,-1.0,2.0,-6.0,-6.0,-3.0,-3.0,0.0,-1.0,-1.0,-8.0,3.0,-5.0,-5.0,-4.0,17.0,56.0,3.0,1.0,-3.0,2.0,3.0,0.0,-16.0,-32.0,0.0,2.0,5.0,-1.0,-3.0,-1.0,-1.0,0.0,-2.0,0.0,-26.0,-4.0,0.0,-3.0,-12.0,-1.0,-2.0,-5.0
21,5.0,0.0,0.0,0.0,3.0,7.0,-108.0,-5.0,-20.0,3.0,4.0,12.0,0.0,28.0,-9.0,12.0,-24.0,-1.0,4.0,13.0,-8.0,-48.0,-89.0,-45.0,-73.0,-7.0,-6.0,-21.0,-16.0,-73.0,-128.0,-127.0,74.0,11.0,3.0,6.0,12.0,61.0,127.0,121.0,15.0,7.0,2.0,-3.0,26.0,54.0,51.0,41.0,-4.0,-4.0,0.0,7.0,-10.0,5.0,-48.0,-8.0,-19.0,-3.0,3.0,11.0,10.0,-3.0,-80.0,-27.0
22,-36.0,-3.0,6.0,22.0,-11.0,-25.0,-80.0,-8.0,57.0,3.0,-5.0,-13.0,7.0,-6.0,-12.0,14.0,-15.0,-3.0,-9.0,-15.0,18.0,23.0,54.0,46.0,-10.0,0.0,0.0,3.0,-11.0,16.0,-50.0,-5.0,52.0,3.0,2.0,10.0,0.0,0.0,-15.0,23.0,-44.0,-6.0,-2.0,3.0,-10.0,-25.0,-128.0,-54.0,-2.0,-2.0,-2.0,-3.0,12.0,-22.0,25.0,-9.0,23.0,4.0,4.0,1.0,13.0,22.0,127.0,48.0
23,-24.0,1.0,-2.0,-2.0,-12.0,-21.0,-9.0,-10.0,5.0,25.0,1.0,-3.0,14.0,1.0,-4.0,4.0,7.0,-29.0,-6.0,-3.0,-9.0,9.0,-4.0,-8.0,3.0,10.0,-2.0,-1.0,-1.0,-1.0,-17.0,10.0,-3.0,-11.0,2.0,3.0,-7.0,-1.0,-9.0,2.0,-11.0,-9.0,-6.0,-7.0,3.0,-8.0,-56.0,-10.0,-9.0,5.0,8.0,4.0,0.0,16.0,113.0,8.0,7.0,1.0,-7.0,-1.0,6.0,-6.0,-22.0,-13.0
24,-31.0,-5.0,-9.0,-25.0,5.0,7.0,-60.0,-5.0,41.0,-5.0,-3.0,-11.0,0.0,-18.0,-92.0,-42.0,14.0,4.0,1.0,14.0,1.0,-13.0,66.0,36.0,-6.0,0.0,0.0,-2.0,5.0,55.0,30.0,19.0,7.0,-4.0,2.0,12.0,-11.0,-20.0,33.0,-10.0,-20.0,-2.0,-3.0,-9.0,-6.0,-21.0,-68.0,-18.0,-16.0,-5.0,0.0,2.0,7.0,21.0,50.0,11.0,-2.0,0.0,1.0,9.0,6.0,8.0,6.0,27.0
25,18.0,10.0,9.0,4.0,16.0,37.0,30.0,58.0,-43.0,-9.0,-6.0,-2.0,7.0,-6.0,-63.0,-27.0,29.0,4.0,7.0,19.0,-6.0,-15.0,-25.0,22.0,-30.0,-9.0,-9.0,-12.0,-4.0,-21.0,-82.0,-57.0,-13.0,4.0,0.0,-33.0,-29.0,-39.0,-96.0,-48.0,10.0,-6.0,-7.0,11.0,-10.0,-10.0,127.0,18.0,-29.0,-5.0,-1.0,-9.0,-8.0,-19.0,-127.0,-43.0,25.0,12.0,9.0,15.0,20.0,31.0,113.0,53.0
26,-15.0,1.0,-2.0,-1.0,9.0,-3.0,-27.0,-11.0,12.0,2.0,3.0,13.0,-7.0,-15.0,-43.0,-11.0,-6.0,-2.0,-4.0,-21.0,27.0,9.0,34.0,-4.0,-5.0,-1.0,-3.0,-5.0,-21.0,3.0,38.0,32.0,-2.0,0.0,2.0,-1.0,6.0,-1.0,26.0,-2.0,11.0,0.0,1.0,0.0,6.0,10.0,-35.0,-3.0,0.0,2.0,0.0,9.0,6.0,-12.0,-29.0,-15.0,-28.0,2.0,5.0,9.0,4.0,5.0,36.0,8.0
27,3.0,2.0,2.0,8.0,11.0,10.0,-52.0,20.0,-6.0,6.0,9.0,10.0,-29.0,-52.0,15.0,-9.0,-76.0,-19.0,-4.0,11.0,-29.0,2.0,-57.0,-26.0,80.0,-1.0,-4.0,-36.0,40.0,-53.0,-44.0,-84.0,41.0,8.0,-1.0,-5.0,-9.0,36.0,93.0,45.0,9.0,-14.0,-8.0,-10.0,-7.0,4.0,-110.0,-17.0,39.0,9.0,8.0,18.0,12.0,54.0,127.0,62.0,-83.0,3.0,8.0,20.0,-12.0,-28.0,-11.0,-12.0
29,30.0,0.0,-2.0,-1.0,9.0,5.0,1.0,11.0,-20.0,-11.0,0.0,1.0,-2.0,-15.0,-4.0,-16.0,-5.0,5.0,3.0,2.0,-19.0,-21.0,2.0,4.0,4.0,-2.0,-4.0,-3.0,37.0,22.0,-1.0,2.0,-14.0,-7.0,-5.0,-3.0,19.0,14.0,-1.0,-4.0,-7.0,2.0,2.0,7.0,-1.0,0.0,-1.0,7.0,12.0,6.0,3.0,-2.0,-29.0,-24.0,-2.0,-16.0,-10.0,-8.0,-2.0,-3.0,-5.0,-12.0,-3.0,1.0
30,-5.0,0.0,-2.0,-4.0,8.0,-5.0,0.0,-3.0,-2.0,-3.0,-1.0,-5.0,-8.0,1.0,-4.0,-3.0,1.0,2.0,-3.0,0.0,54.0,28.0,-3.0,-8.0,-8.0,-9.0,-3.0,-2.0,6.0,12.0,2.0,2.0,-37.0,0.0,-1.0,-2.0,-29.0,-21.0,-3.0,-8.0,59.0,8.0,-1.0,1.0,-2.0,-16.0,-1.0,15.0,1.0,0.0,1.0,0.0,21.0,25.0,0.0,-5.0,-3.0,-4.0,-4.0,-1.0,-36.0,-27.0,-4.0,-4.0
31,0.0,3.0,0.0,-5.0,-10.0,-16.0,-16.0,4.0,-27.0,-5.0,-5.0,-1.0,3.0,5.0,26.0,6.0,-15.0,7.0,-2.0,1.0,10.0,23.0,10.0,-9.0,-4.0,-5.0,4.0,15.0,-1.0,-10.0,1.0,10.0,6.0,-6.0,-1.0,-9.0,3.0,-6.0,7.0,3.0,2.0,11.0,-2.0,-14.0,-3.0,17.0,12.0,2.0,2.0,-14.0,1.0,7.0,-2.0,-5.0,-36.0,-19.0,-5.0,-2.0,-7.0,-3.0,-1.0,-10.0,43.0,1.0
34,-23.0,-1.0,0.0,-2.0,-21.0,-33.0,-1.0,-15.0,4.0,-1.0,-1.0,0.0,5.0,-3.0,-4.0,0.0,17.0,-3.0,-4.0,-1.0,52.0,24.0,-1.0,-9.0,4.0,0.0,0.0,-3.0,-15.0,5.0,0.0,3.0,-31.0,-6.0,3.0,0.0,-13.0,0.0,1.0,0.0,8.0,3.0,1.0,2.0,-6.0,-16.0,3.0,8.0,15.0,0.0,-1.0,-3.0,22.0,15.0,-2.0,-11.0,-11.0,0.0,0.0,-1.0,-34.0,-25.0,-2.0,3.0
35,15.0,9.0,6.0,0.0,-12.0,20.0,72.0,68.0,-1.0,4.0,1.0,19.0,13.0,-4.0,0.0,-4.0,2.0,-11.0,0.0,1.0,4.0,-15.0,-3.0,1.0,-8.0,1.0,6.0,-7.0,39.0,29.0,-21.0,3.0,3.0,-14.0,-16.0,-14.0,-31.0,-16.0,11.0,-24.0,-32.0,4.0,1.0,10.0,-7.0,-7.0,-22.0,-19.0,41.0,3.0,-11.0,-14.0,2.0,3.0,55.0,33.0,-4.0,3.0,5.0,10.0,-6.0,-3.0,-2.0,8.0
36,26.0,4.0,1.0,-4.0,15.0,33.0,33.0,49.0,-25.0,-4.0,-1.0,15.0,9.0,-13.0,7.0,-8.0,-12.0,-1.0,0.0,0.0,-16.0,-14.0,-5.0,-26.0,26.0,-9.0,-11.0,-9.0,-10.0,-32.0,4.0,-16.0,13.0,9.0,5.0,-5.0,18.0,72.0,102.0,18.0,-22.0,-3.0,2.0,14.0,10.0,-1.0,-122.0,-33.0,-13.0,-1.0,2.0,-1.0,-19.0,-20.0,50.0,-26.0,-55.0,-4.0,0.0,3.0,4.0,-2.0,-21.0,-2.0
37,2.0,0.0,-1.0,-4.0,6.0,-1.0,-5.0,-8.0,-13.0,-3.0,-1.0,1.0,-4.0,11.0,5.0,0.0,16.0,-3.0,-4.0,-4.0,12.0,7.0,2.0,7.0,-7.0,-1.0,3.0,4.0,-11.0,-26.0,-1.0,4.0,-33.0,-6.0,-3.0,-3.0,0.0,9.0,1.0,-4.0,28.0,7.0,-1.0,0.0,-15.0,0.0,-4.0,-2.0,25.0,2.0,-4.0,-2.0,15.0,12.0,-1.0,1.0,-2.0,1.0,2.0,3.0,-6.0,-11.0,1.0,0.0
38,-30.0,-6.0,-3.0,-1.0,7.0,-6.0,9.0,12.0,26.0,5.0,0.0,-5.0,-1.0,-2.0,-26.0,-7.0,0.0,3.0,-1.0,-1.0,11.0,9.0,69.0,8.0,5.0,0.0,-2.0,-2.0,-11.0,16.0,-60.0,3.0,-7.0,0.0,1.0,2.0,12.0,1.0,76.0,9.0,-12.0,-5.0,-2.0,-3.0,-4.0,-6.0,-66.0,-35.0,3.0,-3.0,-1.0,-1.0,-11.0,-20.0,-104.0,-27.0,3.0,0.0,-4.0,-1.0,16.0,5.0,78.0,21.0
39,-43.0,32.0,-1.0,-1.0,-5.0,-17.0,-27.0,-26.0,35.0,-32.0,12.0,-5.0,12.0,9.0,-59.0,-28.0,3.0,32.0,2.0,1.0,-19.0,18.0,53.0,28.0,-25.0,-13.0,0.0,0.0,-7.0,-10.0,-6.0,31.0,8.0,18.0,3.0,3.0,4.0,-11.0,107.0,-3.0,-10.0,-22.0,-11.0,-2.0,14.0,28.0,-48.0,-12.0,-14.0,-17.0,-12.0,-5.0,-15.0,-31.0,-59.0,-33.0,18.0,24.0,17.0,34.0,-4.0,27.0,39.0,32.0
40,-2.0,0.0,-1.0,0.0,1.0,12.0,0.0,-1.0,-4.0,-4.0,-2.0,0.0,38.0,27.0,-3.0,-2.0,-14.0,0.0,0.0,-1.0,-18.0,7.0,0.0,-4.0,-2.0,1.0,2.0,4.0,-26.0,-52.0,-2.0,-7.0,11.0,-1.0,-1.0,-2.0,-3.0,1.0,0.0,7.0,-8.0,-1.0,-3.0,-1.0,6.0,-10.0,-1.0,9.0,-11.0,-7.0,-8.0,-8.0,48.0,62.0,3.0,-19.0,3.0,10.0,5.0,9.0,-73.0,-44.0,-3.0,14.0
41,-7.0,-5.0,-6.0,-9.0,6.0,9.0,-1.0,-1.0,-8.0,-8.0,-6.0,-4.0,22.0,23.0,2.0,-1.0,-3.0,-6.0,3.0,4.0,-26.0,-23.0,-1.0,-15.0,-14.0,-6.0,-1.0,2.0,-5.0,-2.0,-4.0,5.0,6.0,1.0,0.0,0.0,23.0,25.0,1.0,-2.0,4.0,-3.0,-5.0,-11.0,3.0,19.0,-3.0,1.0,1.0,-5.0,1.0,6.0,15.0,16.0,-1.0,4.0,-33.0,0.0,3.0,3.0,-64.0,-82.0,-10.0,-17.0
42,-6.0,11.0,4.0,6.0,-15.0,-13.0,-37.0,-17.0,-21.0,-6.0,-5.0,3.0,18.0,7.0,55.0,-10.0,32.0,17.0,-1.0,-4.0,-12.0,5.0,-3.0,-2.0,14.0,-3.0,-2.0,0.0,-6.0,-13.0,22.0,3.0,11.0,7.0,6.0,1.0,6.0,-5.0,-34.0,10.0,0.0,0.0,-18.0,0.0,-7.0,-21.0,-14.0,0.0,-20.0,-32.0,14.0,5.0,0.0,-22.0,-104.0,-35.0,-20.0,10.0,-2.0,-2.0,24.0,19.0,81.0,-11.0
43,2.0,0.0,-1.0,0.0,3.0,12.0,2.0,-5.0,-1.0,0.0,2.0,4.0,4.0,-10.0,1.0,5.0,-14.0,-3.0,-1.0,-3.0,11.0,1.0,-6.0,-18.0,-17.0,-4.0,-3.0,-7.0,-15.0,13.0,-2.0,2.0,8.0,-1.0,-1.0,5.0,-6.0,-2.0,1.0,4.0,-2.0,-1.0,0.0,1.0,-3.0,-9.0,1.0,4.0,5.0,-1.0,-1.0,-1.0,0.0,-7.0,0.0,10.0,7.0,-1.0,1.0,-1.0,-4.0,11.0,-1.0,-8.0
45,33.0,1.0,0.0,0.0,4.0,-8.0,0.0,5.0,-2.0,4.0,-2.0,-6.0,-25.0,-6.0,0.0,6.0,-9.0,-1.0,-3.0,-4.0,40.0,15.0,0.0,-13.0,33.0,-1.0,1.0,3.0,-16.0,-7.0,-1.0,2.0,-9.0,-3.0,-1.0,0.0,15.0,16.0,3.0,-3.0,-1.0,-1.0,1.0,-2.0,-1.0,-3.0,-3.0,0.0,11.0,3.0,3.0,3.0,-14.0,-12.0,2.0,2.0,-16.0,-3.0,2.0,-1.0,-9.0,0.0,-4.0,1.0
46,55.0,19.0,-8.0,-13.0,-11.0,-15.0,-64.0,-7.0,-13.0,-15.0,-7.0,-11.0,4.0,1.0,64.0,4.0,-35.0,-15.0,-6.0,0.0,6.0,1.0,-29.0,7.0,52.0,25.0,-3.0,-3.0,-7.0,-6.0,46.0,24.0,-30.0,-13.0,-28.0,-14.0,6.0,-1.0,-3.0,-21.0,8.0,1.0,20.0,-2.0,-11.0,-40.0,-50.0,-3.0,-9.0,16.0,0.0,6.0,-17.0,23.0,3.0,-14.0,-25.0,-16.0,3.0,2.0,29.0,-14.0,1.0,-9.0
48,6.0,10.0,7.0,-3.0,3.0,-5.0,-8.0,0.0,-22.0,-12.0,-17.0,-16.0,-16.0,2.0,2.0,9.0,-15.0,9.0,7.0,8.0,18.0,9.0,-9.0,-26.0,35.0,-4.0,-7.0,3.0,-21.0,-9.0,-26.0,7.0,-6.0,-4.0,3.0,10.0,18.0,-14.0,14.0,23.0,-38.0,3.0,-8.0,-4.0,-14.0,-5.0,11.0,-5.0,74.0,8.0,11.0,1.0,14.0,6.0,29.0,31.0,-18.0,-10.0,-1.0,-10.0,11.0,5.0,-20.0,-20.0
49,1.0,0.0,0.0,3.0,13.0,-14.0,2.0,4.0,4.0,0.0,-2.0,-1.0,-26.0,-17.0,-1.0,-1.0,-19.0,-3.0,-1.0,1.0,-7.0,-2.0,-4.0,-13.0,-13.0,0.0,-1.0,-2.0,6.0,6.0,0.0,-5.0,16.0,0.0,-3.0,-4.0,2.0,21.0,1.0,4.0,-4.0,-2.0,1.0,0.0,-6.0,-9.0,1.0,4.0,-19.0,-3.0,-2.0,-4.0,16.0,16.0,2.0,-5.0,56.0,8.0,5.0,6.0,2.0,-12.0,-3.0,2.0
50,-29.0,-3.0,-7.0,-5.0,56.0,62.0,1.0,-9.0,-6.0,-6.0,3.0,6.0,-50.0,-26.0,-6.0,-2.0,-39.0,-2.0,-2.0,0.0,-14.0,-23.0,0.0,-3.0,17.0,5.0,-2.0,-8.0,16.0,8.0,0.0,8.0,-3.0,1.0,1.0,5.0,-22.0,-10.0,-5.0,-12.0,14.0,3.0,0.0,0.0,41.0,25.0,-4.0,3.0,-1.0,0.0,4.0,6.0,-1.0,5.0,1.0,-2.0,-17.0,-5.0,-2.0,-4.0,-17.0,-10.0,-1.0,-9.0
51,7.0,3.0,-1.0,10.0,-1.0,-6.0,-7.0,3.0,-7.0,-19.0,10.0,1.0,4.0,0.0,10.0,-5.0,4.0,3.0,2.0,2.0,-12.0,1.0,-18.0,-10.0,7.0,-4.0,-2.0,4.0,24.0,-1.0,-19.0,18.0,-1.0,-2.0,3.0,6.0,17.0,1.0,12.0,5.0,-5.0,-8.0,-9.0,-19.0,-23.0,-2.0,1.0,-5.0,10.0,5.0,4.0,1.0,6.0,-3.0,0.0,-12.0,2.0,14.0,-3.0,-1.0,-12.0,0.0,9.0,0.0
52,-31.0,-11.0,-16.0,-33.0,-35.0,-56.0,-128.0,-98.0,-17.0,0.0,1.0,7.0,1.0,21.0,127.0,50.0,13.0,-2.0,-3.0,0.0,5.0,-22.0,-78.0,-66.0,25.0,5.0,7.0,18.0,35.0,81.0,124.0,104.0,50.0,2.0,-3.0,-5.0,26.0,46.0,-58.0,-6.0,7.0,6.0,7.0,19.0,-12.0,3.0,66.0,60.0,-1.0,-7.0,-8.0,-1.0,11.0,28.0,83.0,42.0,-6.0,4.0,2.0,-17.0,15.0,10.0,-100.0,-10.0
54,-5.0,1.0,2.0,4.0,7.0,-14.0,-1.0,4.0,-36.0,-7.0,-7.0,-7.0,48.0,44.0,3.0,-15.0,45.0,8.0,3.0,-1.0,-15.0,-4.0,3.0,17.0,-19.0,0.0,-1.0,0.0,11.0,8.0,-1.0,-12.0,13.0,-15.0,1.0,1.0,-34.0,-35.0,-13.0,-3.0,3.0,-1.0,-3.0,-5.0,9.0,12.0,-1.0,5.0,-6.0,1.0,1.0,6.0,-8.0,2.0,-4.0,-7.0,3.0,0.0,-3.0,0.0,-5.0,-10.0,-4.0,-5.0
55,6.0,-2.0,-1.0,-3.0,17.0,-1.0,37.0,21.0,-4.0,3.0,3.0,-1.0,4.0,6.0,6.0,9.0,-5.0,0.0,-1.0,1.0,-10.0,-4.0,-8.0,-19.0,-11.0,3.0,6.0,14.0,12.0,-4.0,-15.0,-20.0,6.0,-2.0,-4.0,-3.0,2.0,-6.0,-16.0,11.0,-27.0,-3.0,-1.0,-11.0,-4.0,-6.0,-7.0,20.0,13.0,-2.0,-3.0,3.0,2.0,3.0,-4.0,-41.0,27.0,-1.0,-3.0,-1.0,13.0,9.0,27.0,-5.0
