id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
1078,6179,145.7866206,55.49975739,0.9247020194,6405,88.69806732,0.5555655458,336.333,0.6864186851999999,2.62679744,1
1272,6634,150.7769034,56.78953619,0.9263572192,6901,91.90577316,0.5220744472,365.42699999999996,0.6242866762,2.655012058,1
2680,5239,137.1411319,49.28351919,0.9331976555,5396,81.67314109,0.4992376596,313.60900000000004,0.6693930935,2.7826976269999997,1
11963,8377,151.75502649999999,71.31631768,0.8826963944,8607,103.2759782,0.6856277623,365.98800000000006,0.7858952926999999,2.1279145,0
353,5172,125.39590430000001,53.30208661,0.9051602947,5331,81.14921395,0.5608327912,305.70099999999996,0.6954640118000001,2.352551509,1
14087,9262,161.6012187,73.37018113,0.8909915056000001,9403,108.5944044,0.6196146642,381.44,0.7999487668,2.202546269,0
13078,8383,153.52994719999998,70.73672275,0.8875374045000001,8609,103.3129571,0.7117507217,368.494,0.7757977012999999,2.170441904,0
7923,6918,133.4086978,66.84210296,0.8654284268000001,7026,93.85239033,0.6170725181000001,326.362,0.8161899631999999,1.995878225,0
16334,8954,161.8369049,70.85712794,0.8990575513,9151,106.7735308,0.7174679487000001,383.215,0.7661996581,2.283989058,0
1955,5786,143.581125,52.658820299999995,0.9303183197,5943,85.83102007,0.8092307692,327.978,0.6759255559,2.7266301110000004,1
10930,5524,159.5733952,45.18086928,0.9590799617,5736,83.86522071,0.6521841795000001,345.50199999999995,0.5815169828,3.531879703,1
3418,4793,132.5382688,46.81610706,0.9355376115999999,4930,78.11937748,0.5684297913,302.837,0.6567490035,2.831039938,1
17349,9437,169.8455385,72.31608414,0.9048287948999999,9671,109.61551709999999,0.5798820204,399.80800000000005,0.7418922925,2.348655082,0
17691,6975,146.8220896,61.48379515,0.9080951336,7156,94.23823971,0.544921875,349.48400000000004,0.7176281735,2.3879802690000003,0
2506,5181,135.8500661,49.04728704,0.9325503895999999,5290,81.21978873,0.6179627863,305.922,0.6956680157999999,2.769777378,1
16381,9731,169.5702196,74.16819055,0.8992722876000001,9981,111.3099008,0.5584825528,401.61199999999997,0.7581479672,2.286293064,0
15941,8719,159.8750244,70.52449956,0.8974468114,8992,105.3630656,0.7452136751999999,385.05,0.7389963379000001,2.266943054,0
5648,5889,150.83492969999998,50.84051765,0.94148294,6045,86.59161437,0.6196338384000001,336.42199999999997,0.6538567955,2.966825215,1
13551,8534,155.1105917,70.95696214,0.8892299649,8745,104.23927409999999,0.7637372472,372.777,0.7717280479,2.1859812919999997,0
12844,8975,158.2744957,73.22497908,0.8865433804,9240,106.8986666,0.5723852040999999,382.35,0.7714754887,2.161482293,0
12404,5912,127.8018638,59.55760019,0.8847767589,6034,86.76054511,0.7109187109,308.32099999999997,0.7815163668,2.145853147,0
5490,6521,158.055036,53.45703294,0.9410678468000001,6664,91.11967445,0.5053080201,354.52,0.6519924744,2.956674309,1
9878,6185,162.6840433,49.33139535,0.9529160034,6310,88.74112116,0.429782503,352.35900000000004,0.6260064824,3.297779075,1
16120,8881,161.6587053,71.06479614,0.8981947763,9204,106.3373895,0.7208603896,388.02,0.7412479605,2.274807135,0
7181,7254,170.5127717,55.80990354,0.9449182976999999,7478,96.10452465,0.5224719100999999,381.115,0.6275890115999999,3.055242186,1
17760,6306,140.15480300000002,58.36990424,0.9091506573,6447,89.6049584,0.7384074941,326.399,0.7438171565999999,2.401148415,0
11186,5570,162.8361727,44.82822612,0.9613593734,5778,84.21368217,0.6955544456,349.44599999999997,0.5731983240999999,3.632447385,1
14938,9094,161.6165489,72.42871772,0.8939575651,9298,107.60502040000002,0.6700559976,384.1,0.7745976937000001,2.231387687,0
15305,8291,154.8003167,68.99282712,0.8951877734,8538,102.7444844,0.7969050365000001,366.285,0.7765662489,2.243716096,0
8996,6671,166.702008,52.21320539,0.9496829638,6895,92.16171115,0.6042572464,371.116,0.6086693702,3.1927173730000002,1
13606,7274,143.2305384,65.47452044,0.8894015242000001,7388,96.23691832,0.5885113269,340.93300000000005,0.7864028534999999,2.187576747,0
14680,6775,139.361514,62.70254623,0.8930651976,6970,92.87732724,0.6691358025,332.54400000000004,0.7698762652,2.222581416,0
10323,9170,156.17717150000001,75.55218394,0.8752009976,9530,108.053721,0.5874815811,389.207,0.7607078790999999,2.0671430440000003,0
14904,8873,159.77328380000003,71.64289111,0.8938312756,9111,106.28948429999998,0.6936366479,380.527,0.7700330952,2.230134509,0
9715,5782,156.4469888,47.76011662,0.9522626739,5942,85.80134642,0.45434543450000003,343.829,0.6146146997999999,3.2756827210000004,1
4006,6246,152.1074628,53.06108731,0.937182491,6390,89.17765525,0.7201660325,342.219,0.6701987417,2.8666480560000003,1
13080,6689,136.766436,63.00954426,0.8875511858,6843,92.28596488,0.5794352044,328.952,0.7767942417,2.170566976,0
2147,6706,154.2206666,56.23710777,0.9311432843,6837,92.40316221,0.811667877,348.99199999999996,0.6918986286,2.742329268,1
6559,6344,158.1320332,52.37244054,0.9435625487,6551,89.87453294,0.4929292929,354.81800000000004,0.6332303926,3.0193749160000003,1
1120,6074,143.41912649999998,54.44312969,0.9251471951000001,6215,87.94121329,0.5361935028,327.03,0.7136897556,2.634292468,1
2334,6182,149.46883269999998,54.23692047,0.9318419483,6320,88.71959685,0.4772271113,338.29699999999997,0.6788011536,2.755850285,1
15343,8791,160.13405519999998,71.32757559,0.8953196779000001,9104,105.79720619999999,0.6314012785,385.2,0.7445186603,2.245051144,0
14824,9730,167.0281947,74.97972358,0.8935796928,9965,111.30418130000001,0.5830536913000001,398.337,0.7705865205,2.227644845,0
11632,6694,135.0344227,63.93437478,0.8808114311,6805,92.32045013,0.5962412042,326.337,0.7898833120000001,2.1120785669999997,0
11743,8065,148.8153449,70.25281566,0.8815554686,8243,101.33448050000001,0.7680952381,359.596,0.7837625922,2.118282996,0
12401,8959,157.5015964,73.40330993,0.8847594174,9215,106.8033383,0.7760741511,377.996,0.7879433460999999,2.1457015569999998,0
11375,4395,145.567048,38.80002922,0.96382274,4509,74.80566689,0.8144922165,310.378,0.5733065225999999,3.751725214,1
4284,6832,159.86449219999997,55.44389352,0.9379324236,6963,93.26721058,0.81585861,364.342,0.6467541822,2.8833561660000004,1
17584,8852,164.4249169,69.28568108,0.9068832939,9025,106.1636305,0.5901333333,382.283,0.7611693605,2.3731442680000003,0
15193,6928,141.558146,63.20559,0.8947840638,7165,93.92019786,0.7799166948,337.216,0.7655990712,2.239645987,0
9219,5764,154.4652289,48.04736876,0.9503915161,6077,85.66768782,0.44996096799999996,356.588,0.5696398823,3.214853026,1
6540,7097,167.06466719999997,55.36002726,0.9435012893000001,7283,95.05882941,0.4693783069,372.221,0.6436991359,3.0177851330000003,1
8320,6480,163.13856140000001,52.03457636,0.9477683822,6681,90.83277079,0.7116187129000001,359.57,0.6298222074000001,3.135195341,1
3806,6564,155.4502889,54.44469518,0.9366605077,6757,91.41960606,0.4843565525,359.939,0.6366791458,2.855196238,1
18141,7194,156.4412924,59.50877138,0.9248259925,7465,95.70624475,0.533165345,356.98699999999997,0.7093743732,2.628877874,0
6716,5569,148.5019746,49.03015429,0.9439232349,5746,84.20612225,0.4520659144,337.337,0.6149773563,3.028788645,1
18176,9101,183.2114344,65.02525557,0.9348969793999999,9431,107.6464263,0.47450469240000004,414.04699999999997,0.6671134455,2.8175427039999996,0
2162,5928,145.2692304,52.95283039,0.9311974711,6042,86.87786842,0.49137931030000004,328.76199999999994,0.6892151755,2.743370455,1
9860,10102,163.2459791,79.60363568,0.8730503934999999,10435,113.41193009999999,0.5942352941,425.661,0.7006312535,2.0507352169999997,0
15961,8856,160.44511430000003,70.74542382,0.8975403939,9013,106.1876142,0.7008547009,378.418,0.7771482972,2.2679221590000003,0
7238,6115,156.4986576,51.16560155,0.9450452512999999,6302,88.23751932,0.7183975564,345.676,0.6430842446,3.058669357,1
16879,7941,153.92496880000002,66.52551487,0.9017804449,8162,100.55245009999999,0.6787179487,366.212,0.7440804907999999,2.313773432,0
9442,5853,156.5125386,48.29571939,0.9512002998000001,6002,86.32653738,0.5152288732,344.214,0.6207708679999999,3.24071244,1
10833,9935,163.44516869999998,78.52186821,0.8770400939,10215,112.4705956,0.6243715435,396.996,0.7921464376999999,2.0815241980000003,0
12364,8997,157.7109807,73.55275114,0.8845861345,9205,107.02960420000001,0.5992007992,380.68699999999995,0.7801381059999999,2.144188739,0
344,4808,121.0657867,51.71361378,0.9041793606,4928,78.24152178,0.5068522032,287.874,0.7290703529000001,2.341081542,1
8961,5362,148.5324139,46.56832093,0.9495806224,5483,82.62633018,0.7025681342,326.389,0.6325074516,3.189559146,1
17969,7846,157.82505700000002,64.31222289,0.9132094135,8011,99.94917442,0.5229272194,368.466,0.7262118451,2.454044502,0
2144,6253,148.8170914,54.27748801,0.9311148263,6388,89.22761273,0.7444047618999999,336.82599999999996,0.6926073198,2.7417829539999996,1
8925,8295,147.21084530000002,72.56000037,0.8700868339,8459,102.76926590000001,0.7782886095,357.86699999999996,0.813922303,2.028815388,0
7111,5629,149.33694730000002,48.93821368,0.9447806798,5777,84.6585223,0.4527831403,333.759,0.6350020709,3.051540628,1
1519,6685,152.0076077,56.62643689,0.9280226779999999,6848,92.25836741,0.6233100233,345.685,0.7029917132,2.6843929460000004,1
14435,10015,168.8704063,76.28289287,0.8921575048999999,10285,112.92251340000001,0.6197400989999999,409.954,0.7488426320999999,2.213738886,0
7692,5326,146.0025189,47.24439162,0.9461987156,5421,82.34849006,0.8646103895999999,314.836,0.6752152681,3.090367213,1
17444,9308,168.3463554,71.42710688,0.9055279457,9603,108.86373909999999,0.5719552661,398.468,0.7366807790000001,2.356897301,0
1719,5977,144.8416834,53.56087723,0.9291157161,6077,87.23618950000001,0.4883169935,329.24199999999996,0.6928873899,2.704244047,1
10865,5956,164.3850759,47.00514621,0.9582459305,6124,87.08280386,0.6774340309,355.616,0.5918368027,3.497171887,1
13346,7287,142.7393915,65.50580937,0.8884781437999999,7480,96.32287663,0.6522556391,347.496,0.7583313561,2.179034086,0
9270,7135,173.3576535,53.83194624,0.9505650984,7310,95.31297997,0.6962334114000001,382.86699999999996,0.6116570289,3.2203489860000003,1
11406,8801,154.2883315,73.42690438,0.8794955837,8985,105.85736270000001,0.7824502134,374.11699999999996,0.7901817568,2.101250663,0
1820,6259,148.09294430000003,54.56583209,0.9296449254000001,6410,89.27041117,0.7741496599,340.839,0.6770429976000001,2.714023385,1
9552,6709,168.1412547,51.69125033,0.9515714975,6929,92.42382867,0.6902263374,371.19699999999995,0.6118694089,3.2527991419999998,1
4175,6354,154.13007009999998,53.59868981,0.9375873972,6530,89.94533933,0.4727678571,348.809,0.6562687282999999,2.8756313010000003,1
13752,10203,169.4856232,77.31894092,0.8898784835,10399,113.97746740000001,0.7827387802,401.74,0.7944153006999999,2.192032395,0
735,5491,134.9779767,52.83741,0.9201984934999999,5668,83.61434291,0.574432472,318.914,0.6784442065,2.554591088,1
13661,9149,160.45329099999998,73.28634041,0.8895973383,9340,107.92992450000001,0.5919384058,383.775,0.780602847,2.18940242,0
8444,6487,162.79528100000002,51.76309012,0.9481026811,6673,90.88181846,0.4796657794,361.98800000000006,0.6221074674,3.145007005,1
2719,6400,152.31585180000002,54.67890961,0.933343825,6639,90.27033337,0.5180508336999999,362.26,0.6128427778,2.7856417189999996,1
10488,6233,166.3889632,48.95484888,0.9557379281,6467,89.08480276,0.6412551439999999,364.912,0.5882076933,3.398824978,1
4265,5961,150.24195469999998,52.1349857,0.9378625987,6113,87.11934875,0.6991555243,339.226,0.6509546341,2.881787588,1
16002,9201,164.1711791,72.32293919,0.8977360676999999,9438,108.2362095,0.7421956925,391.68300000000005,0.7536599717,2.269973828,0
11245,8450,151.37393659999998,72.23253457,0.8788058689,8685,103.7249929,0.7881727451,367.129,0.7878239698999999,2.095647585,0
14792,9363,163.6528976,73.51143858,0.8934356617,9569,109.1848976,0.6098879625,390.99,0.769650556,2.226223575,0
10331,7691,143.1711564,69.24538908,0.8752589464,7914,98.95698732,0.6061633039000001,347.657,0.7996330187999999,2.06759119,0
4518,5187,139.7809844,48.22540851,0.938600137,5300,81.26680453,0.5060487805,313.22700000000003,0.6643665071,2.89849249,1
16562,8685,160.4632566,69.88689511,0.9001732120999999,8883,105.1574317,0.5775369065,377.486,0.7659104377,2.296042146,0
1841,5693,142.1319376,52.32411808,0.9297712986,5869,85.13843273,0.5459340238,323.373,0.6841377206999999,2.716375217,1
8534,6761,165.47438590000002,52.49392378,0.9483476525,6966,92.78131579999999,0.7413377193,363.514,0.6429519488000001,3.1522578980000002,1
16942,7666,151.5275006,65.41473092,0.9020162691,7807,98.79602396,0.5614883176,356.43199999999996,0.7582724966,2.316412502,0
17611,8561,162.2619226,68.2778795,0.9071589769,8792,104.40404079999999,0.5469938022999999,384.194,0.7288416871,2.3764932919999997,0
9330,6716,168.1503512,52.12083345,0.9507477551000001,7570,92.47203243,0.42910996100000004,410.721,0.5002956584,3.2261638980000003,1
7507,6208,157.3302658,51.097758,0.9457895168000001,6363,88.90596771,0.5294217977000001,346.86,0.6484151190999999,3.0790052639999996,1
11278,5577,163.4137689,44.30498425,0.9625451358,5729,84.26658259,0.5682119205,348.99199999999996,0.5754128618,3.68838341,1
3388,6619,155.76289540000002,55.05339852,0.9354558362000001,6731,91.80181124,0.8265484515000001,348.777,0.6837645321,2.8293057210000003,1
17152,6142,136.68569480000002,58.60791763,0.9034095455,6310,88.4321055,0.547074018,324.79200000000003,0.7316595221,2.332205278,0
6358,9706,155.06841599999998,80.45283885,0.8548825532,10008,111.1668252,0.6290751183,387.286,0.8131797498000001,1.927444926,0
10293,4993,147.12043559999998,43.72063414,0.9548227793,5112,79.7325846,0.5061841038,322.207,0.6043680364,3.3650114760000003,1
14670,9392,164.0206788,73.82182178,0.8929900983,9709,109.35385590000001,0.7116768963,395.024,0.7563468165,2.221845449,0
10016,8479,150.26762050000002,73.10207282,0.8736921548000001,8715,103.9028301,0.6264036643,367.181,0.7903038520000001,2.055586315,0
15899,7399,147.4515243,65.08627191,0.8973065477,7532,97.06028741,0.5778662918,347.68800000000005,0.769136617,2.26547811,0
5606,5540,146.101618,49.28188482,0.941392775,5643,83.98658868,0.4616666667,322.006,0.6714160220000001,2.9646110039999996,1
5534,6744,160.3939081,54.19403754,0.9411888756,6924,92.66459674,0.6711783439,359.57,0.6554816307,2.959622782,1
6911,6464,127.1975554,65.24890665,0.8584047652,6564,90.72056226,0.6352201258,311.13599999999997,0.8390941314,1.9494204869999998,0
14542,8837,158.905855,71.67026411,0.8925121084000001,9070,106.0736436,0.7661695856,377.847,0.7778265485,2.217179705,0
15788,9108,162.8065202,71.99571625,0.8969083784999999,9333,107.6878163,0.5767477204,385.809,0.7689324286,2.261336212,0
1476,5421,137.8911544,51.45282728,0.9277746928,5538,83.07967003,0.5214505579,312.012,0.6997560736,2.679952915,1
9381,5758,154.5462323,47.79327582,0.950981085,5893,85.62308858,0.5715703792,339.04400000000004,0.6294618275,3.2336396639999996,1
7795,7955,143.3972884,72.10048897,0.8644014283,8156,100.64104820000001,0.6423611111,355.338,0.7917111125,1.9888532019999998,0
13458,8875,158.3737482,72.57687299999999,0.8888164984999999,9168,106.3014626,0.5861567928,382.309,0.7630432974,2.182151719,0
14843,8917,160.5596456,72.04962598,0.8936620759,9134,106.552696,0.7692374051,384.0,0.7599170381,2.228459113,0
5229,5870,149.77063940000002,50.91950338,0.9404315042,6017,86.45181391,0.5153643547,334.273,0.6601541643,2.9413216839999996,1
13125,8449,153.73422630000002,70.78451025,0.8876937868000001,8632,103.7188551,0.5774330235,367.226,0.7873146448999999,2.171862542,0
11000,8872,154.5952446,74.07895707,0.8777166283,9083,106.28349469999999,0.6142768123,375.344,0.7913569873,2.0868982330000003,0
14869,8887,159.50587230000002,71.55216870000001,0.8937394593000001,9033,106.3733041,0.5642539683,379.135,0.7769217639,2.229224846,0
11057,6048,166.6511831,46.68957894,0.9599522970000001,6165,87.75279350000001,0.40986717270000006,360.0,0.5864306287,3.569344314,1
10493,6264,166.72612819999998,49.0308285,0.9557807923,6536,89.30606087,0.5051612903,365.99699999999996,0.5876335212,3.4004346510000003,1
7643,6063,156.22094180000002,50.59483679,0.9461025556999999,6231,87.86154654,0.7572124390999999,350.142,0.6214540406,3.087685458,1
11631,7197,140.5141678,66.52966139,0.8808083444,7435,95.72619809999999,0.6423025435,344.50300000000004,0.7620357571999999,2.112052953,0
6925,5880,152.2610264,50.07286038,0.9443780005,6061,86.52542125,0.7259259259,338.58,0.6445618376,3.040789466,1
7902,5934,155.3819228,50.04395896,0.9467156319,6105,86.92182383,0.4528388278,343.962,0.6302842792,3.1049086839999998,1
4184,6785,158.7090555,55.1828919,0.9376064158,6986,92.94584612,0.4803539823,358.023,0.6651779760000001,2.876055422,1
15474,8349,155.6972988,69.21148058,0.8957660027,8589,103.1032345,0.655955374,371.042,0.7620758174,2.2495877490000002,0
15002,6220,133.891126,59.95514937,0.8941385992,6345,88.99185338,0.7679012345999999,319.816,0.7641874029000001,2.2331880980000003,0
1238,6104,144.58291069999999,54.54102097,0.9261195804000001,6295,88.15812034,0.5940632603,331.519,0.6979230495000001,2.650902168,1
9838,7543,141.8979274,69.22619748,0.8729223806,7781,98.00023411,0.5860916861,351.17199999999997,0.7686244755,2.049772089,0
376,5709,132.6956228,55.68618329,0.9076843809,5834,85.25798825,0.5753880266,309.712,0.7479177523,2.382918257,1
6767,5993,122.13751599999999,62.96313979999999,0.8568834201000001,6154,87.35287397,0.6293184921,307.065,0.7987180647,1.9398256880000002,0
5894,7021,164.89979730000002,55.33242637,0.9420217509000001,7166,94.5484788,0.7391304348000001,368.212,0.6507481783,2.980165667,1
3395,5530,142.64294809999998,50.40875268,0.9354756592,5689,83.91075427,0.7367439382,322.767,0.6670474742,2.8297258010000004,1
14358,9776,167.0940249,75.56087715,0.8919136555,9967,111.56697450000001,0.6936284944,398.69699999999995,0.7728320446,2.211382811,0
14593,9360,163.4274703,73.64177117,0.8927217812,9555,109.16740420000001,0.7697368420999999,388.276,0.7801976161,2.219222429,0
7642,6061,155.66408149999998,50.4147755,0.9461019234999999,6218,87.84705391,0.682545045,342.542,0.6491222412,3.0876678510000004,1
